51.46s of 63.60s total (80.91%)
Dropped 1219 nodes (cum <= 0.32s)
      flat  flat%   sum%        cum   cum%
     8.43s 13.25% 13.25%      8.84s 13.90%  syscall.Syscall
     7.79s 12.25% 25.50%     12.91s 20.30%  runtime.scanobject
     3.06s  4.81% 30.31%      3.07s  4.83%  runtime.greyobject
     2.66s  4.18% 34.50%      2.66s  4.18%  runtime.heapBitsForObject
     2.52s  3.96% 38.46%      2.53s  3.98%  encoding/json.stateInString
     2.48s  3.90% 42.36%      8.30s 13.05%  runtime.mallocgc
     2.46s  3.87% 46.23%      2.46s  3.87%  runtime.memclrNoHeapPointers
     1.98s  3.11% 49.34%      2.02s  3.18%  syscall.Syscall6
     1.66s  2.61% 51.95%      3.65s  5.74%  encoding/json.(*decodeState).scanWhile
     1.60s  2.52% 54.47%      3.72s  5.85%  encoding/json.(*Decoder).readValue
     1.55s  2.44% 56.90%      1.55s  2.44%  runtime.memmove
     1.13s  1.78% 58.68%      1.16s  1.82%  encoding/json.unquoteBytes
     1.12s  1.76% 60.44%      3.78s  5.94%  runtime.mapassign
     0.84s  1.32% 61.76%      0.84s  1.32%  runtime.heapBitsSetType
     0.73s  1.15% 62.91%     13.79s 21.68%  encoding/json.(*decodeState).object
     0.62s  0.97% 63.88%      0.80s  1.26%  runtime.mapiternext
     0.60s  0.94% 64.83%      0.60s  0.94%  runtime.aeshashbody
     0.55s  0.86% 65.69%      0.55s  0.86%  runtime.futex
     0.40s  0.63% 66.32%      1.81s  2.85%  runtime.gentraceback
     0.38s   0.6% 66.92%      1.10s  1.73%  runtime.typedmemmove
     0.37s  0.58% 67.50%      0.47s  0.74%  path.Clean
     0.34s  0.53% 68.03%      0.39s  0.61%  encoding/json.stateEndValue
     0.33s  0.52% 68.55%     12.38s 19.47%  runtime.gcDrain
     0.29s  0.46% 69.01%      0.43s  0.68%  runtime.mapaccess2_faststr
     0.28s  0.44% 69.45%      0.89s  1.40%  runtime.evacuate
     0.27s  0.42% 69.87%      0.41s  0.64%  reflect.(*rtype).String
     0.25s  0.39% 70.27%      0.83s  1.31%  runtime.pcvalue
     0.24s  0.38% 70.64%     19.80s 31.13%  runtime.systemstack
     0.23s  0.36% 71.01%      1.12s  1.76%  encoding/json.(*decodeState).indirect
     0.23s  0.36% 71.37%      0.43s  0.68%  runtime.mapaccess1
     0.23s  0.36% 71.73%      0.64s  1.01%  syscall.ByteSliceFromString
     0.22s  0.35% 72.08%      1.93s  3.03%  runtime.rawstring
     0.22s  0.35% 72.42%      0.74s  1.16%  runtime.sweepone
     0.21s  0.33% 72.75%      0.62s  0.97%  reflect.(*rtype).Name
     0.21s  0.33% 73.08%      0.49s  0.77%  runtime.bulkBarrierPreWrite
     0.21s  0.33% 73.41%      2.44s  3.84%  runtime.slicebytetostring
     0.20s  0.31% 73.73%      2.48s  3.90%  runtime.newobject
     0.20s  0.31% 74.04%      0.91s  1.43%  runtime.writebarrierptr_prewrite1
     0.19s   0.3% 74.34%      0.47s  0.74%  runtime.step
     0.18s  0.28% 74.62%      0.47s  0.74%  runtime.scanblock
     0.17s  0.27% 74.89%      0.61s  0.96%  runtime.gcmarkwb_m
     0.16s  0.25% 75.14%      0.33s  0.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.ReadLine
     0.15s  0.24% 75.38%      2.80s  4.40%  encoding/json.(*decodeState).literalStore
