29621.65kB of 29621.65kB total (  100%)
Dropped 979 nodes (cum <= 148.11kB)
      flat  flat%   sum%        cum   cum%
 8288.36kB 27.98% 27.98%  8288.36kB 27.98%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
 2700.68kB  9.12% 37.10%  2700.68kB  9.12%  runtime.hashGrow
 2560.20kB  8.64% 45.74%  2560.20kB  8.64%  runtime.rawstringtmp
 2099.50kB  7.09% 52.83%  2099.50kB  7.09%  regexp.(*bitState).reset
 2049.75kB  6.92% 59.75%  2049.75kB  6.92%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
 1834.90kB  6.19% 65.94%  1834.90kB  6.19%  bytes.makeSlice
 1536.31kB  5.19% 71.13%  4236.99kB 14.30%  runtime.mapassign
 1056.33kB  3.57% 74.70%  1056.33kB  3.57%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.newFramer
  809.97kB  2.73% 77.43%   809.97kB  2.73%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
  528.17kB  1.78% 79.21%   528.17kB  1.78%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Framer).WriteDataPadded
  520.04kB  1.76% 80.97%   520.04kB  1.76%  github.com/openshift/origin/vendor/golang.org/x/net/http2.NewFramer.func1
     514kB  1.74% 82.70%  8802.36kB 29.72%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.newSummary
  513.31kB  1.73% 84.44%   513.31kB  1.73%  regexp/syntax.(*compiler).rune
  512.75kB  1.73% 86.17%   512.75kB  1.73%  regexp.progMachine
  512.56kB  1.73% 87.90%   512.56kB  1.73%  crypto/x509.parseCertificate
  512.23kB  1.73% 89.63%  1040.40kB  3.51%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.newContainerData
  512.17kB  1.73% 91.36%   512.17kB  1.73%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/api/v1.DeepCopy_v1_PodStatus
  512.16kB  1.73% 93.09%   512.16kB  1.73%  github.com/openshift/origin/vendor/golang.org/x/net/trace.(*histogram).Add
  512.14kB  1.73% 94.81%   512.14kB  1.73%  reflect.unsafe_New
  512.08kB  1.73% 96.54%   512.08kB  1.73%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).VarPF
  512.02kB  1.73% 98.27%   512.02kB  1.73%  runtime.makemap
  512.02kB  1.73%   100%   512.02kB  1.73%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).generateContainerConfig
         0     0%   100%  1834.90kB  6.19%  bytes.(*Buffer).ReadFrom
         0     0%   100%   512.56kB  1.73%  crypto/tls.(*Conn).Handshake
         0     0%   100%   512.56kB  1.73%  crypto/tls.(*Conn).clientHandshake
         0     0%   100%   512.56kB  1.73%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0%   100%   512.56kB  1.73%  crypto/x509.(*CertPool).AppendCertsFromPEM
         0     0%   100%   512.56kB  1.73%  crypto/x509.(*Certificate).Verify
         0     0%   100%   512.56kB  1.73%  crypto/x509.ParseCertificate
         0     0%   100%   512.56kB  1.73%  crypto/x509.initSystemRoots
         0     0%   100%   512.56kB  1.73%  crypto/x509.loadSystemRoots
         0     0%   100%   512.56kB  1.73%  crypto/x509.systemRootsPool
         0     0%   100%   512.05kB  1.73%  encoding/json.(*Decoder).Decode
         0     0%   100%   512.05kB  1.73%  encoding/json.(*decodeState).array
         0     0%   100%   512.05kB  1.73%  encoding/json.(*decodeState).literal
         0     0%   100%   512.05kB  1.73%  encoding/json.(*decodeState).literalStore
         0     0%   100%   512.05kB  1.73%  encoding/json.(*decodeState).object
         0     0%   100%   512.05kB  1.73%  encoding/json.(*decodeState).unmarshal
         0     0%   100%   512.05kB  1.73%  encoding/json.(*decodeState).value
         0     0%   100%   515.19kB  1.74%  github.com/openshift/origin/pkg/auth/oauth/registry.init
         0     0%   100%   548.84kB  1.85%  github.com/openshift/origin/pkg/build/apis/build/v1.init
         0     0%   100%   548.84kB  1.85%  github.com/openshift/origin/pkg/build/apis/build/v1.init.1
         0     0%   100%   548.84kB  1.85%  github.com/openshift/origin/pkg/build/apis/build/validation.init
         0     0%   100%   548.84kB  1.85%  github.com/openshift/origin/pkg/build/builder/cmd.init
         0     0%   100%  1066.87kB  3.60%  github.com/openshift/origin/pkg/cmd/infra/builder.init
         0     0%   100%  1564.66kB  5.28%  github.com/openshift/origin/pkg/cmd/openshift.CommandFor
         0     0%   100%  1564.66kB  5.28%  github.com/openshift/origin/pkg/cmd/openshift.NewCommandOpenShift
         0     0%   100%  6562.59kB 22.15%  github.com/openshift/origin/pkg/cmd/openshift.init
         0     0%   100%   583.01kB  1.97%  github.com/openshift/origin/pkg/cmd/server/admin.init
         0     0%   100%   583.01kB  1.97%  github.com/openshift/origin/pkg/cmd/server/kubernetes/master.init
         0     0%   100%  4147.29kB 14.00%  github.com/openshift/origin/pkg/cmd/server/kubernetes/node.(*NodeConfig).RunKubelet.func1
         0     0%   100%   512.10kB  1.73%  github.com/openshift/origin/pkg/cmd/server/kubernetes/node.BuildKubernetesNodeConfig
         0     0%   100%   515.19kB  1.74%  github.com/openshift/origin/pkg/cmd/server/origin.init
         0     0%   100%   583.01kB  1.97%  github.com/openshift/origin/pkg/cmd/server/origin/rest.init
