38115.34kB of 38115.34kB total (  100%)
Dropped 1217 nodes (cum <= 190.58kB)
      flat  flat%   sum%        cum   cum%
 8288.36kB 21.75% 21.75%  8288.36kB 21.75%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
 5120.49kB 13.43% 35.18%  5120.49kB 13.43%  runtime.rawstringtmp
 4238.93kB 11.12% 46.30%  4238.93kB 11.12%  runtime.hashGrow
 3072.91kB  8.06% 54.36%  7311.83kB 19.18%  runtime.mapassign
 2644.87kB  6.94% 61.30%  2644.87kB  6.94%  bytes.makeSlice
 2099.50kB  5.51% 66.81%  2099.50kB  5.51%  regexp.(*bitState).reset
 2049.75kB  5.38% 72.19%  2049.75kB  5.38%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
 1536.75kB  4.03% 76.22%  1536.75kB  4.03%  reflect.unsafe_New
 1056.33kB  2.77% 78.99%  1056.33kB  2.77%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.newFramer
 1024.03kB  2.69% 81.68%  1024.03kB  2.69%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ContainerConfig).Unmarshal
  809.97kB  2.13% 83.80%   809.97kB  2.13%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
  528.17kB  1.39% 85.19%   528.17kB  1.39%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Framer).WriteDataPadded
  520.04kB  1.36% 86.55%   520.04kB  1.36%  github.com/openshift/origin/vendor/golang.org/x/net/http2.NewFramer.func1
     514kB  1.35% 87.90%  8802.36kB 23.09%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.newSummary
  513.31kB  1.35% 89.25%   513.31kB  1.35%  regexp/syntax.(*compiler).rune
  512.75kB  1.35% 90.59%   512.75kB  1.35%  regexp.progMachine
  512.56kB  1.34% 91.94%   512.56kB  1.34%  crypto/x509.parseCertificate
  512.23kB  1.34% 93.28%  1040.40kB  2.73%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.newContainerData
  512.17kB  1.34% 94.63%  1024.19kB  2.69%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/api/v1.DeepCopy_v1_PodStatus
  512.09kB  1.34% 95.97%   512.09kB  1.34%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).getFsStats
  512.08kB  1.34% 97.31%   512.08kB  1.34%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).VarPF
  512.02kB  1.34% 98.66%   512.02kB  1.34%  runtime.makemap
  512.02kB  1.34%   100%   512.02kB  1.34%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/api/v1.DeepCopy_v1_ContainerState
         0     0%   100%  2644.87kB  6.94%  bytes.(*Buffer).ReadFrom
         0     0%   100%   512.56kB  1.34%  crypto/tls.(*Conn).Handshake
         0     0%   100%   512.56kB  1.34%  crypto/tls.(*Conn).clientHandshake
         0     0%   100%   512.56kB  1.34%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0%   100%   512.56kB  1.34%  crypto/x509.(*CertPool).AppendCertsFromPEM
         0     0%   100%   512.56kB  1.34%  crypto/x509.(*Certificate).Verify
         0     0%   100%   512.56kB  1.34%  crypto/x509.ParseCertificate
         0     0%   100%   512.56kB  1.34%  crypto/x509.initSystemRoots
         0     0%   100%   512.56kB  1.34%  crypto/x509.loadSystemRoots
         0     0%   100%   512.56kB  1.34%  crypto/x509.systemRootsPool
         0     0%   100%  1025.16kB  2.69%  encoding/json.(*Decoder).Decode
         0     0%   100%   512.04kB  1.34%  encoding/json.(*decodeState).array
         0     0%   100%   512.04kB  1.34%  encoding/json.(*decodeState).literal
         0     0%   100%   512.04kB  1.34%  encoding/json.(*decodeState).literalStore
         0     0%   100%  1025.16kB  2.69%  encoding/json.(*decodeState).object
         0     0%   100%  1025.16kB  2.69%  encoding/json.(*decodeState).unmarshal
         0     0%   100%  1025.16kB  2.69%  encoding/json.(*decodeState).value
         0     0%   100%   515.19kB  1.35%  github.com/openshift/origin/pkg/auth/oauth/registry.init
         0     0%   100%   548.84kB  1.44%  github.com/openshift/origin/pkg/build/apis/build/v1.init
         0     0%   100%   548.84kB  1.44%  github.com/openshift/origin/pkg/build/apis/build/v1.init.1
         0     0%   100%   548.84kB  1.44%  github.com/openshift/origin/pkg/build/apis/build/validation.init
         0     0%   100%   548.84kB  1.44%  github.com/openshift/origin/pkg/build/builder/cmd.init
         0     0%   100%  1066.87kB  2.80%  github.com/openshift/origin/pkg/cmd/infra/builder.init
         0     0%   100%  1564.66kB  4.11%  github.com/openshift/origin/pkg/cmd/openshift.CommandFor
         0     0%   100%  1564.66kB  4.11%  github.com/openshift/origin/pkg/cmd/openshift.NewCommandOpenShift
