21380.14kB of 21380.14kB total (  100%)
Dropped 696 nodes (cum <= 106.90kB)
      flat  flat%   sum%        cum   cum%
 7770.34kB 36.34% 36.34%  7770.34kB 36.34%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
 2700.68kB 12.63% 48.98%  2700.68kB 12.63%  runtime.hashGrow
 1834.90kB  8.58% 57.56%  1834.90kB  8.58%  bytes.makeSlice
 1571.34kB  7.35% 64.91%  1571.34kB  7.35%  regexp.(*bitState).reset
 1536.31kB  7.19% 72.09%  4236.99kB 19.82%  runtime.mapassign
 1056.33kB  4.94% 77.03%  1056.33kB  4.94%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.newFramer
 1024.06kB  4.79% 81.82%  1024.06kB  4.79%  runtime.rawstringtmp
  809.97kB  3.79% 85.61%   809.97kB  3.79%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
     514kB  2.40% 88.02%  8284.34kB 38.75%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.newSummary
  513.31kB  2.40% 90.42%   513.31kB  2.40%  regexp/syntax.(*compiler).rune
  512.56kB  2.40% 92.81%   512.56kB  2.40%  crypto/x509.parseCertificate
  512.23kB  2.40% 95.21%  1040.40kB  4.87%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.newContainerData
  512.08kB  2.40% 97.61%   512.08kB  2.40%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).VarPF
  512.02kB  2.39%   100%   512.02kB  2.39%  runtime.makemap
         0     0%   100%  1834.90kB  8.58%  bytes.(*Buffer).ReadFrom
         0     0%   100%   512.56kB  2.40%  crypto/tls.(*Conn).Handshake
         0     0%   100%   512.56kB  2.40%  crypto/tls.(*Conn).clientHandshake
         0     0%   100%   512.56kB  2.40%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0%   100%   512.56kB  2.40%  crypto/x509.(*CertPool).AppendCertsFromPEM
         0     0%   100%   512.56kB  2.40%  crypto/x509.(*Certificate).Verify
         0     0%   100%   512.56kB  2.40%  crypto/x509.ParseCertificate
         0     0%   100%   512.56kB  2.40%  crypto/x509.initSystemRoots
         0     0%   100%   512.56kB  2.40%  crypto/x509.loadSystemRoots
         0     0%   100%   512.56kB  2.40%  crypto/x509.systemRootsPool
         0     0%   100%   515.19kB  2.41%  github.com/openshift/origin/pkg/auth/oauth/registry.init
         0     0%   100%   548.84kB  2.57%  github.com/openshift/origin/pkg/build/apis/build/v1.init
         0     0%   100%   548.84kB  2.57%  github.com/openshift/origin/pkg/build/apis/build/v1.init.1
         0     0%   100%   548.84kB  2.57%  github.com/openshift/origin/pkg/build/apis/build/validation.init
         0     0%   100%   548.84kB  2.57%  github.com/openshift/origin/pkg/build/builder/cmd.init
         0     0%   100%  1066.87kB  4.99%  github.com/openshift/origin/pkg/cmd/infra/builder.init
         0     0%   100%  1564.66kB  7.32%  github.com/openshift/origin/pkg/cmd/openshift.CommandFor
         0     0%   100%  1564.66kB  7.32%  github.com/openshift/origin/pkg/cmd/openshift.NewCommandOpenShift
         0     0%   100%  6562.59kB 30.69%  github.com/openshift/origin/pkg/cmd/openshift.init
         0     0%   100%   583.01kB  2.73%  github.com/openshift/origin/pkg/cmd/server/admin.init
         0     0%   100%   583.01kB  2.73%  github.com/openshift/origin/pkg/cmd/server/kubernetes/master.init
         0     0%   100%  4147.29kB 19.40%  github.com/openshift/origin/pkg/cmd/server/kubernetes/node.(*NodeConfig).RunKubelet.func1
         0     0%   100%   512.10kB  2.40%  github.com/openshift/origin/pkg/cmd/server/kubernetes/node.BuildKubernetesNodeConfig
         0     0%   100%   515.19kB  2.41%  github.com/openshift/origin/pkg/cmd/server/origin.init
         0     0%   100%   583.01kB  2.73%  github.com/openshift/origin/pkg/cmd/server/origin/rest.init
         0     0%   100%   512.10kB  2.40%  github.com/openshift/origin/pkg/cmd/server/start.(*NodeOptions).Run
         0     0%   100%   512.10kB  2.40%  github.com/openshift/origin/pkg/cmd/server/start.NewCommandStartNode.func1
         0     0%   100%   512.10kB  2.40%  github.com/openshift/origin/pkg/cmd/server/start.NodeOptions.RunNode
         0     0%   100%   512.10kB  2.40%  github.com/openshift/origin/pkg/cmd/server/start.NodeOptions.StartNode
         0     0%   100%   512.10kB  2.40%  github.com/openshift/origin/pkg/cmd/server/start.StartNode
         0     0%   100%  4471.57kB 20.91%  github.com/openshift/origin/pkg/cmd/server/start.init
         0     0%   100%   513.12kB  2.40%  github.com/openshift/origin/pkg/cmd/server/start/kubernetes.init
         0     0%   100%   518.02kB  2.42%  github.com/openshift/origin/pkg/cmd/util/docker.init
         0     0%   100%   512.10kB  2.40%  github.com/openshift/origin/pkg/dns.NewCachedEndpointsAccessor
         0     0%   100%  2590.11kB 12.11%  github.com/openshift/origin/pkg/network/common.RunEventQueue
         0     0%   100%  2590.11kB 12.11%  github.com/openshift/origin/pkg/network/common.newEventQueue
         0     0%   100%   518.02kB  2.42%  github.com/openshift/origin/pkg/network/node.(*OsdnNode).(github.com/openshift/origin/pkg/network/node.watchEgressNetworkPolicies)-fm
         0     0%   100%   518.02kB  2.42%  github.com/openshift/origin/pkg/network/node.(*OsdnNode).(github.com/openshift/origin/pkg/network/node.watchSubnets)-fm
         0     0%   100%   518.02kB  2.42%  github.com/openshift/origin/pkg/network/node.(*OsdnNode).watchEgressNetworkPolicies
         0     0%   100%   518.02kB  2.42%  github.com/openshift/origin/pkg/network/node.(*OsdnNode).watchSubnets
         0     0%   100%   518.02kB  2.42%  github.com/openshift/origin/pkg/network/node.(*nodeVNIDMap).(github.com/openshift/origin/pkg/network/node.watchNetNamespaces)-fm
         0     0%   100%   518.02kB  2.42%  github.com/openshift/origin/pkg/network/node.(*nodeVNIDMap).watchNetNamespaces
         0     0%   100%   518.02kB  2.42%  github.com/openshift/origin/pkg/network/proxy.(*OsdnProxy).(github.com/openshift/origin/pkg/network/proxy.watchEgressNetworkPolicies)-fm
         0     0%   100%   518.02kB  2.42%  github.com/openshift/origin/pkg/network/proxy.(*OsdnProxy).(github.com/openshift/origin/pkg/network/proxy.watchNetNamespaces)-fm
         0     0%   100%   518.02kB  2.42%  github.com/openshift/origin/pkg/network/proxy.(*OsdnProxy).watchEgressNetworkPolicies
         0     0%   100%   518.02kB  2.42%  github.com/openshift/origin/pkg/network/proxy.(*OsdnProxy).watchNetNamespaces
         0     0%   100%   515.19kB  2.41%  github.com/openshift/origin/pkg/oauth/apis/oauth/install.Install
         0     0%   100%   515.19kB  2.41%  github.com/openshift/origin/pkg/oauth/generated/internalclientset/scheme.Install
         0     0%   100%   515.19kB  2.41%  github.com/openshift/origin/pkg/oauth/generated/internalclientset/scheme.init
         0     0%   100%   515.19kB  2.41%  github.com/openshift/origin/pkg/oauth/generated/internalclientset/scheme.init.1
         0     0%   100%   515.19kB  2.41%  github.com/openshift/origin/pkg/oauth/generated/internalclientset/typed/oauth/internalversion.init
         0     0%   100%   512.07kB  2.40%  github.com/openshift/origin/pkg/oc/admin.NewCommandAdmin
         0     0%   100%   512.07kB  2.40%  github.com/openshift/origin/pkg/oc/admin/migrate/storage.NewCmdMigrateAPIStorage
         0     0%   100%  1052.59kB  4.92%  github.com/openshift/origin/pkg/oc/cli.NewCmdKubectl
         0     0%   100%   512.07kB  2.40%  github.com/openshift/origin/pkg/oc/cli.NewCommandCLI
         0     0%   100%   518.02kB  2.42%  github.com/openshift/origin/pkg/oc/cli/cmd.init
         0     0%   100%   583.01kB  2.73%  github.com/openshift/origin/pkg/util/restoptions.init
         0     0%   100%   540.51kB  2.53%  github.com/openshift/origin/vendor/github.com/chai2010/gettext-go/gettext.(*domainManager).Bind
         0     0%   100%   540.51kB  2.53%  github.com/openshift/origin/vendor/github.com/chai2010/gettext-go/gettext.(*domainManager).bindDomainTranslators
         0     0%   100%   540.51kB  2.53%  github.com/openshift/origin/vendor/github.com/chai2010/gettext-go/gettext.BindTextdomain
