48216.78kB of 48216.78kB total (  100%)
Dropped 1313 nodes (cum <= 241.08kB)
      flat  flat%   sum%        cum   cum%
 8288.36kB 17.19% 17.19%  8288.36kB 17.19%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
 6656.55kB 13.81% 31.00%  6656.55kB 13.81%  runtime.rawstringtmp
 4609.45kB  9.56% 40.56%  8861.25kB 18.38%  runtime.mapassign
 4251.79kB  8.82% 49.37%  4251.79kB  8.82%  runtime.hashGrow
 3990.24kB  8.28% 57.65%  3990.24kB  8.28%  bytes.makeSlice
 3074.62kB  6.38% 64.03%  3586.66kB  7.44%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
 2099.50kB  4.35% 68.38%  2099.50kB  4.35%  regexp.(*bitState).reset
 1536.75kB  3.19% 71.57%  1536.75kB  3.19%  reflect.unsafe_New
 1056.33kB  2.19% 73.76%  1056.33kB  2.19%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.newFramer
 1024.08kB  2.12% 75.88%  1024.08kB  2.12%  syscall.ByteSliceFromString
  809.97kB  1.68% 77.56%   809.97kB  1.68%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
  544.67kB  1.13% 78.69%   544.67kB  1.13%  encoding/json.(*Decoder).refill
  528.17kB  1.10% 79.79%   528.17kB  1.10%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Framer).WriteDataPadded
  520.04kB  1.08% 80.87%   520.04kB  1.08%  github.com/openshift/origin/vendor/golang.org/x/net/http2.NewFramer.func1
  516.01kB  1.07% 81.94%   516.01kB  1.07%  runtime.addtimerLocked
     514kB  1.07% 83.00%  8802.36kB 18.26%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.newSummary
  513.31kB  1.06% 84.07%   513.31kB  1.06%  regexp/syntax.(*compiler).rune
  512.75kB  1.06% 85.13%   512.75kB  1.06%  regexp.progMachine
  512.56kB  1.06% 86.19%   512.56kB  1.06%  crypto/x509.parseCertificate
  512.23kB  1.06% 87.25%  1552.60kB  3.22%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.newContainerData
  512.22kB  1.06% 88.32%   512.22kB  1.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/api/v1.(*PodStatus).Unmarshal
  512.20kB  1.06% 89.38%   512.20kB  1.06%  github.com/openshift/origin/vendor/github.com/google/cadvisor/summary.(*StatsSummary).AddSample
  512.20kB  1.06% 90.44%   512.20kB  1.06%  github.com/openshift/origin/vendor/github.com/google/cadvisor/summary.New
  512.20kB  1.06% 91.50%   512.20kB  1.06%  runtime.malg
  512.17kB  1.06% 92.57%  1024.19kB  2.12%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/api/v1.DeepCopy_v1_PodStatus
  512.10kB  1.06% 93.63%  1536.18kB  3.19%  os.Lstat
  512.09kB  1.06% 94.69%   512.09kB  1.06%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).getFsStats
  512.08kB  1.06% 95.75%   512.08kB  1.06%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).VarPF
  512.04kB  1.06% 96.81%   512.04kB  1.06%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.DiskStatsCopy1
  512.03kB  1.06% 97.88%   512.03kB  1.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.parseSandboxName
  512.02kB  1.06% 98.94%   512.02kB  1.06%  runtime.makemap
  512.02kB  1.06%   100%   512.02kB  1.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/api/v1.DeepCopy_v1_ContainerState
         0     0%   100%  3019.17kB  6.26%  bytes.(*Buffer).ReadFrom
         0     0%   100%   971.07kB  2.01%  bytes.(*Buffer).WriteString
         0     0%   100%   971.07kB  2.01%  bytes.(*Buffer).grow
         0     0%   100%   516.01kB  1.07%  context.WithDeadline
         0     0%   100%   512.56kB  1.06%  crypto/tls.(*Conn).Handshake
         0     0%   100%   512.56kB  1.06%  crypto/tls.(*Conn).clientHandshake
         0     0%   100%   512.56kB  1.06%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0%   100%   512.56kB  1.06%  crypto/x509.(*CertPool).AppendCertsFromPEM
         0     0%   100%   512.56kB  1.06%  crypto/x509.(*Certificate).Verify
         0     0%   100%   512.56kB  1.06%  crypto/x509.ParseCertificate
         0     0%   100%   512.56kB  1.06%  crypto/x509.initSystemRoots
         0     0%   100%   512.56kB  1.06%  crypto/x509.loadSystemRoots
         0     0%   100%   512.56kB  1.06%  crypto/x509.systemRootsPool
         0     0%   100%  2081.87kB  4.32%  encoding/json.(*Decoder).Decode
         0     0%   100%   544.67kB  1.13%  encoding/json.(*Decoder).readValue
         0     0%   100%  1024.08kB  2.12%  encoding/json.(*decodeState).array
         0     0%   100%   512.05kB  1.06%  encoding/json.(*decodeState).literal
         0     0%   100%   512.05kB  1.06%  encoding/json.(*decodeState).literalStore
         0     0%   100%  1537.20kB  3.19%  encoding/json.(*decodeState).object
         0     0%   100%  1537.20kB  3.19%  encoding/json.(*decodeState).unmarshal
         0     0%   100%  1537.20kB  3.19%  encoding/json.(*decodeState).value
         0     0%   100%   515.19kB  1.07%  github.com/openshift/origin/pkg/auth/oauth/registry.init
         0     0%   100%   548.84kB  1.14%  github.com/openshift/origin/pkg/build/apis/build/v1.init
         0     0%   100%   548.84kB  1.14%  github.com/openshift/origin/pkg/build/apis/build/v1.init.1
         0     0%   100%   548.84kB  1.14%  github.com/openshift/origin/pkg/build/apis/build/validation.init
         0     0%   100%   548.84kB  1.14%  github.com/openshift/origin/pkg/build/builder/cmd.init
         0     0%   100%  1066.87kB  2.21%  github.com/openshift/origin/pkg/cmd/infra/builder.init
         0     0%   100%  1564.66kB  3.25%  github.com/openshift/origin/pkg/cmd/openshift.CommandFor
         0     0%   100%  1564.66kB  3.25%  github.com/openshift/origin/pkg/cmd/openshift.NewCommandOpenShift
         0     0%   100%  6562.59kB 13.61%  github.com/openshift/origin/pkg/cmd/openshift.init
         0     0%   100%   583.01kB  1.21%  github.com/openshift/origin/pkg/cmd/server/admin.init
         0     0%   100%   583.01kB  1.21%  github.com/openshift/origin/pkg/cmd/server/kubernetes/master.init
         0     0%   100%  4147.29kB  8.60%  github.com/openshift/origin/pkg/cmd/server/kubernetes/node.(*NodeConfig).RunKubelet.func1
         0     0%   100%   512.10kB  1.06%  github.com/openshift/origin/pkg/cmd/server/kubernetes/node.BuildKubernetesNodeConfig
         0     0%   100%   515.19kB  1.07%  github.com/openshift/origin/pkg/cmd/server/origin.init
         0     0%   100%   583.01kB  1.21%  github.com/openshift/origin/pkg/cmd/server/origin/rest.init
         0     0%   100%   512.10kB  1.06%  github.com/openshift/origin/pkg/cmd/server/start.(*NodeOptions).Run
         0     0%   100%   512.10kB  1.06%  github.com/openshift/origin/pkg/cmd/server/start.NewCommandStartNode.func1
         0     0%   100%   512.10kB  1.06%  github.com/openshift/origin/pkg/cmd/server/start.NodeOptions.RunNode
         0     0%   100%   512.10kB  1.06%  github.com/openshift/origin/pkg/cmd/server/start.NodeOptions.StartNode
         0     0%   100%   512.10kB  1.06%  github.com/openshift/origin/pkg/cmd/server/start.StartNode
         0     0%   100%  4471.57kB  9.27%  github.com/openshift/origin/pkg/cmd/server/start.init
         0     0%   100%   513.12kB  1.06%  github.com/openshift/origin/pkg/cmd/server/start/kubernetes.init
         0     0%   100%   512.75kB  1.06%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).InspectImageByRef
         0     0%   100%  1568.74kB  3.25%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
         0     0%   100%   518.02kB  1.07%  github.com/openshift/origin/pkg/cmd/util/docker.init
         0     0%   100%   512.10kB  1.06%  github.com/openshift/origin/pkg/dns.NewCachedEndpointsAccessor
         0     0%   100%  2590.11kB  5.37%  github.com/openshift/origin/pkg/network/common.RunEventQueue
         0     0%   100%  2590.11kB  5.37%  github.com/openshift/origin/pkg/network/common.newEventQueue
         0     0%   100%   518.02kB  1.07%  github.com/openshift/origin/pkg/network/node.(*OsdnNode).(github.com/openshift/origin/pkg/network/node.watchEgressNetworkPolicies)-fm
         0     0%   100%   518.02kB  1.07%  github.com/openshift/origin/pkg/network/node.(*OsdnNode).(github.com/openshift/origin/pkg/network/node.watchSubnets)-fm
         0     0%   100%   518.02kB  1.07%  github.com/openshift/origin/pkg/network/node.(*OsdnNode).watchEgressNetworkPolicies
         0     0%   100%   518.02kB  1.07%  github.com/openshift/origin/pkg/network/node.(*OsdnNode).watchSubnets
         0     0%   100%   518.02kB  1.07%  github.com/openshift/origin/pkg/network/node.(*nodeVNIDMap).(github.com/openshift/origin/pkg/network/node.watchNetNamespaces)-fm
         0     0%   100%   518.02kB  1.07%  github.com/openshift/origin/pkg/network/node.(*nodeVNIDMap).watchNetNamespaces
         0     0%   100%   518.02kB  1.07%  github.com/openshift/origin/pkg/network/proxy.(*OsdnProxy).(github.com/openshift/origin/pkg/network/proxy.watchEgressNetworkPolicies)-fm
         0     0%   100%   518.02kB  1.07%  github.com/openshift/origin/pkg/network/proxy.(*OsdnProxy).(github.com/openshift/origin/pkg/network/proxy.watchNetNamespaces)-fm
         0     0%   100%   518.02kB  1.07%  github.com/openshift/origin/pkg/network/proxy.(*OsdnProxy).watchEgressNetworkPolicies
         0     0%   100%   518.02kB  1.07%  github.com/openshift/origin/pkg/network/proxy.(*OsdnProxy).watchNetNamespaces
         0     0%   100%   515.19kB  1.07%  github.com/openshift/origin/pkg/oauth/apis/oauth/install.Install
         0     0%   100%   515.19kB  1.07%  github.com/openshift/origin/pkg/oauth/generated/internalclientset/scheme.Install
         0     0%   100%   515.19kB  1.07%  github.com/openshift/origin/pkg/oauth/generated/internalclientset/scheme.init
         0     0%   100%   515.19kB  1.07%  github.com/openshift/origin/pkg/oauth/generated/internalclientset/scheme.init.1
         0     0%   100%   515.19kB  1.07%  github.com/openshift/origin/pkg/oauth/generated/internalclientset/typed/oauth/internalversion.init
