66.41s of 82.26s total (80.73%)
Dropped 1299 nodes (cum <= 0.41s)
      flat  flat%   sum%        cum   cum%
    10.51s 12.78% 12.78%     10.86s 13.20%  syscall.Syscall
    10.05s 12.22% 24.99%     17.23s 20.95%  runtime.scanobject
     3.93s  4.78% 29.77%      3.93s  4.78%  runtime.heapBitsForObject
     3.89s  4.73% 34.50%      3.90s  4.74%  runtime.greyobject
     3.55s  4.32% 38.82%     11.80s 14.34%  runtime.mallocgc
     3.22s  3.91% 42.73%      3.22s  3.91%  runtime.memclrNoHeapPointers
     3.06s  3.72% 46.45%      3.12s  3.79%  encoding/json.stateInString
     2.95s  3.59% 50.04%      3.05s  3.71%  syscall.Syscall6
     2.13s  2.59% 52.63%      5.11s  6.21%  encoding/json.(*Decoder).readValue
     2.02s  2.46% 55.08%      2.02s  2.46%  runtime.memmove
     2.01s  2.44% 57.52%      4.18s  5.08%  encoding/json.(*decodeState).scanWhile
     1.36s  1.65% 59.18%      5.28s  6.42%  runtime.mapassign
     1.35s  1.64% 60.82%      1.38s  1.68%  encoding/json.unquoteBytes
     1.23s  1.50% 62.31%      1.23s  1.50%  runtime.heapBitsSetType
     1.05s  1.28% 63.59%     17.43s 21.19%  encoding/json.(*decodeState).object
     1.02s  1.24% 64.83%      1.19s  1.45%  runtime.mapiternext
     0.73s  0.89% 65.72%      0.73s  0.89%  runtime.aeshashbody
     0.63s  0.77% 66.48%      0.63s  0.77%  runtime.futex
     0.49s   0.6% 67.08%      1.33s  1.62%  runtime.evacuate
     0.47s  0.57% 67.65%      1.47s  1.79%  runtime.typedmemmove
     0.46s  0.56% 68.21%         2s  2.43%  runtime.gentraceback
     0.39s  0.47% 68.68%      0.45s  0.55%  encoding/json.stateEndValue
     0.36s  0.44% 69.12%      0.47s  0.57%  path.Clean
     0.36s  0.44% 69.56%     25.95s 31.55%  runtime.systemstack
     0.35s  0.43% 69.99%      1.07s  1.30%  runtime.pcvalue
     0.35s  0.43% 70.41%      3.43s  4.17%  runtime.slicebytetostring
     0.33s   0.4% 70.81%      0.84s  1.02%  reflect.(*rtype).Name
     0.30s  0.36% 71.18%     16.12s 19.60%  runtime.gcDrain
     0.30s  0.36% 71.54%      1.15s  1.40%  runtime.writebarrierptr_prewrite1
     0.30s  0.36% 71.91%         1s  1.22%  syscall.ByteSliceFromString
     0.29s  0.35% 72.26%      0.51s  0.62%  reflect.(*rtype).String
     0.29s  0.35% 72.61%      0.69s  0.84%  runtime.bulkBarrierPreWrite
     0.29s  0.35% 72.96%      2.80s  3.40%  runtime.rawstring
     0.29s  0.35% 73.32%      0.98s  1.19%  runtime.sweepone
     0.27s  0.33% 73.64%      0.54s  0.66%  runtime.mapaccess1
     0.27s  0.33% 73.97%      0.43s  0.52%  runtime.mapaccess2_faststr
