timestamp_ms,br0-rx,br0-tx,docker0-rx,docker0-tx,eth0-rx,eth0-tx,lo-rx,lo-tx,ovs-system-rx,ovs-system-tx,tun0-rx,tun0-tx,veth3b59cd2e-rx,veth3b59cd2e-tx,vxlan_sys_4789-rx,vxlan_sys_4789-tx
1505941345000,,,0,0,9.5944704,0.10067968,0.01015808,0.01015808,,,,,,,,
1505941445000,,,0,0,9.98957056,0.09117696,0.01007616,0.01007616,,,,,,,,
1505941545000,,,0,0,0.00032768,0.0004096,0.01007616,0.01007616,,,,,,,,
1505941645000,,,0,0,0.04005888,0.00794624,0.00999424,0.00999424,,,,,,,,
1505941745000,,,0,0,0.339968,0.05947392,0.01007616,0.01007616,,,,,,,,
1505941845000,0,0,,,20.28437504,0.3244032,,,0,0,0,0,,,0,0
1505941945000,0,0,,,0.07569408,0.01335296,,,0,0,0,0,,,0,0
1505942045000,0,0,,,12.7627264,0.03907584,,,0,0,0,0,,,0,0
1505942145000,0,0,,,0.03227648,0.02105344,,,0,0,0,0,,,0,0
1505942245000,0,0,,,,,,,0,0,0.00016384,0.00016384,0.00024576,0.00024576,0,0
1505942345000,0,0,,,,,,,0,0,0.00065536,0.00073728,0.00098304,0.00106496,0.00024576,0.00016384
1505942445000,0,0,,,,,,,0,0,0.00065536,0.00073728,0.00106496,0.00106496,0.00024576,0.00024576
1505942545000,0,0,,,,,,,0,0,0.00065536,0.00073728,0.00106496,0.00106496,0.00024576,0.00016384
1505942645000,0,0,,,39.84007168,0.47235072,,,0,0,8.192e-05,8.192e-05,,,0,0
1505942745000,0,0,,,0.01777664,0.00376832,,,0,0,0,0,,,0,0
1505942845000,0,0,,,0.4407296,3.3230848,,,0,0,0,0,,,0,0
1505942945000,0,0,,,1.08077056,34.738176,,,0,0,0,0,,,0,0
1505943045000,0,0,,,1.20201216,53.6608768,,,0,0,0,0,,,0,0
1505943145000,0,0,,,1.44433152,70.56982016,,,0,0,0,0,,,0,0
1505943245000,0,0,,,1.35110656,62.0150784,,,0,0,0,0,,,0,0
1505943345000,0,0,,,0.73375744,32.24444928,,,0,0,0,0,,,0,0
1505943445000,0,0,,,0.78872576,35.059712,,,0,0,0,0,,,0,0
1505943545000,0,0,,,0.72630272,37.52517632,,,0,0,0,0,,,0,0
1505943645000,0,0,,,0.61382656,41.27678464,,,0,0,0,0,,,0,0
1505943745000,0,0,,,0.69165056,32.16457728,,,0,0,0,0,,,0,0
1505943845000,0,0,,,0.68386816,44.818432,,,0,0,0,0,,,0,0
1505943945000,0,0,,,2.5698304,157.11092736,,,0,0,0,0,,,0,0
1505944045000,0,0,,,2.04005376,192.935936,,,0,0,0,0,,,0,0
1505944145000,0,0,,,2.43490816,204.5886464,,,0,0,0,0,,,0,0
1505944245000,0,0,,,2.3236608,209.59232,,,0,0,0,0,,,0,0
1505944345000,0,0,,,1.20807424,74.47584768,,,0,0,0,0,,,0,0
1505944445000,0,0,,,1.35479296,56.91809792,,,0,0,0,0,,,0,0
1505944545000,0,0,,,1.11878144,65.88555264,,,0,0,0,0,,,0,0
1505944645000,0,0,,,0.8916992,71.50723072,,,0,0,0,0,,,0,0
1505944745000,0,0,,,0.93134848,75.1005696,,,0,0,0,0,,,0,0
1505944845000,0,0,,,0.91226112,92.2578944,,,0,0,0,0,,,0,0
1505944945000,0,0,,,1.1026432,73.32929536,,,0,0,0,0,,,0,0
1505945045000,0,0,,,2.98082304,280.33810432,,,0,0,0,0,,,0,0
1505945145000,0,0,,,2.93994496,293.8077184,,,0,0,0,0,,,0,0
1505945245000,0,0,,,2.79109632,308.22096896,,,0,0,0,0,,,0,0
1505945345000,0,0,,,3.04955392,304.24399872,,,0,0,0,0,,,0,0
1505945445000,0,0,,,1.3410304,63.5346944,,,0,0,0,0,,,0,0
1505945545000,0,0,,,1.74743552,59.36275456,,,0,0,0,0,,,0,0
1505945645000,0,0,,,1.22732544,68.41401344,,,0,0,0,0,,,0,0
1505945745000,0,0,,,1.26304256,64.44187648,,,0,0,0,0,,,0,0
1505945845000,0,0,,,1.12992256,82.50589184,,,0,0,0,0,,,0,0
1505945945000,0,0,,,1.03964672,75.43504896,,,0,0,0,0,,,0,0
1505946045000,0,0,,,1.13205248,79.74944768,,,0,0,0,0,,,0,0
1505946145000,0,0,,,1.05160704,95.28246272,,,0,0,0,0,,,0,0
1505946245000,0,0,,,1.28139264,89.17434368,,,0,0,0,0,,,0,0
1505946345000,0,0,,,0.456704,0.436224,,,0,0,0,0,,,0,0
1505946445000,0,0,,,2.40615424,279.80849152,,,0,0,0,0,,,0,0
1505946545000,0,0,,,3.15416576,391.163904,,,0,0,0,0,,,0,0
1505946645000,0,0,,,3.7609472,383.81420544,,,0,0,0,0,,,0,0
1505946745000,0,0,,,3.53026048,399.33140992,,,0,0,0,0,,,0,0
1505946845000,0,0,,,2.13327872,200.70760448,,,0,0,0,0,,,0,0
1505946945000,0,0,,,1.5900672,60.50422784,,,0,0,0,0,,,0,0
1505947045000,0,0,,,2.08764928,54.9265408,,,0,0,0,0,,,0,0
1505947145000,0,0,,,1.85352192,54.94390784,,,0,0,0,0,,,0,0
1505947245000,0,0,,,1.30359296,77.85152512,,,0,0,0,0,,,0,0
1505947345000,0,0,,,1.42958592,76.88544256,,,0,0,0,0,,,0,0
1505947445000,0,0,,,1.12082944,84.45739008,,,0,0,0,0,,,0,0
1505947545000,0,0,,,1.19504896,90.68929024,,,0,0,0,0,,,0,0
1505947645000,0,0,,,1.10886912,79.69292288,,,0,0,0,0,,,0,0
1505947745000,0,0,,,1.09592576,90.08480256,,,0,0,0,0,,,0,0
1505947845000,0,0,,,1.14434048,85.52505344,,,0,0,0,0,,,0,0
1505947945000,0,0,,,1.00261888,87.6560384,,,0,0,0,0,,,0,0
1505948045000,0,0,,,1.60538624,49.42323712,,,0,0,0,0,,,0,0
1505948145000,0,0,,,1.23478016,26.85779968,,,0,0,0,0,,,0,0
1505948245000,0,0,,,0.36691968,0.35299328,,,0,0,0,0,,,0,0
1505948345000,0,0,,,0.36159488,0.34873344,,,0,0,0,0,,,0,0
