timestamp_ms,datagram_fragments_gen_sec,datagrams_delivered_sec,datagrams_fragmented_ok_sec,datagrams_output_requests_sec,datagrams_reassmbled_sec,fragments_rx_need_reassemble_sec,rx_datagrams_forwarded_sec,rx_datagrams_header_err_sec,rx_datagrams_invalid_addr_sec,rx_datagrams_nobuff_sec,rx_datagrams_reassmbly_fail_sec,rx_datagrams_sec,rx_datagrams_unknown_proto_sec,tx_datagrams_fragment_fail_sec,tx_datagrams_nobuff_sec,tx_datagrams_noroute_sec
1505941345000,0.00,200.23,0.00,166.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.23,0.00,0.00,0.00,0.00
1505941445000,0.00,147.07,0.00,136.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,147.07,0.00,0.00,0.00,0.00
1505941545000,0.00,10.81,0.00,10.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.81,0.00,0.00,0.00,0.00
1505941645000,0.00,19.15,0.00,19.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.15,0.00,0.00,0.00,0.00
1505941745000,0.00,76.71,0.00,79.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.71,0.00,0.00,0.00,0.00
1505941845000,0.00,67.74,0.00,70.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.74,0.00,0.00,0.00,0.00
1505941945000,0.00,25.08,0.00,25.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.08,0.00,0.00,0.00,0.00
1505942045000,0.00,83.49,0.00,67.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.49,0.00,0.00,0.00,0.00
1505942145000,0.00,15.62,0.00,14.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.62,0.00,0.00,0.00,0.00
1505942245000,0.00,87.44,0.00,67.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.44,0.00,0.00,0.00,0.00
1505942345000,0.00,8.05,0.00,7.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.05,0.00,0.00,0.00,0.00
1505942445000,0.00,8.48,0.00,8.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.48,0.00,0.00,0.00,0.00
1505942545000,0.00,8.00,0.00,7.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00
1505942645000,0.00,7.62,0.00,7.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.62,0.00,0.00,0.00,0.00
1505942745000,0.00,6.27,0.00,6.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.27,0.00,0.00,0.00,0.00
1505942845000,0.00,149.60,0.00,140.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,149.60,0.00,0.00,0.00,0.00
1505942945000,0.00,579.75,0.00,546.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,579.75,0.00,0.00,0.00,0.00
1505943045000,0.00,664.55,0.00,620.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,664.55,0.00,0.00,0.00,0.00
1505943145000,0.00,981.59,0.00,934.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,981.59,0.00,0.00,0.00,0.00
1505943245000,0.00,1137.46,0.00,1094.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1137.46,0.00,0.00,0.00,0.00
1505943345000,0.00,961.34,0.00,952.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,961.34,0.00,0.00,0.00,0.00
1505943445000,0.00,990.88,0.00,974.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,990.88,0.00,0.00,0.00,0.00
1505943545000,0.00,831.49,0.00,807.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,831.49,0.00,0.00,0.00,0.00
1505943645000,0.00,733.17,0.00,725.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,733.17,0.00,0.00,0.00,0.00
1505943745000,0.00,842.94,0.00,844.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,842.94,0.00,0.00,0.00,0.00
1505943845000,0.00,881.18,0.00,899.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,881.18,0.00,0.00,0.00,0.00
1505943945000,0.00,2904.16,0.00,2863.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2904.16,0.00,0.00,0.00,0.00
1505944045000,0.00,1742.94,0.00,1698.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1742.94,0.00,0.00,0.00,0.00
1505944145000,0.00,2255.98,0.00,2185.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2255.98,0.00,0.00,0.00,0.00
1505944245000,0.00,2054.50,0.00,1997.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2054.50,0.00,0.00,0.00,0.00
1505944345000,0.00,1508.49,0.00,1473.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1508.49,0.00,0.00,0.00,0.00
1505944445000,0.00,2084.83,0.00,2075.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2084.83,0.00,0.00,0.00,0.00
1505944545000,0.00,1564.66,0.00,1540.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1564.66,0.00,0.00,0.00,0.00
1505944645000,0.00,1101.89,0.00,1088.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1101.89,0.00,0.00,0.00,0.00
1505944745000,0.00,1202.15,0.00,1219.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1202.15,0.00,0.00,0.00,0.00
1505944845000,0.00,1163.25,0.00,1147.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1163.25,0.00,0.00,0.00,0.00
1505944945000,0.00,1513.30,0.00,1497.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1513.30,0.00,0.00,0.00,0.00
1505945045000,0.00,3415.28,0.00,3377.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3415.28,0.00,0.00,0.00,0.00
1505945145000,0.00,3181.80,0.00,3098.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3181.80,0.00,0.00,0.00,0.00
1505945245000,0.00,2725.20,0.00,2649.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2725.20,0.00,0.00,0.00,0.00
1505945345000,0.00,3265.39,0.00,3186.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3265.39,0.00,0.00,0.00,0.00
1505945445000,0.00,2108.38,0.00,2088.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2108.38,0.00,0.00,0.00,0.00
1505945545000,0.00,2749.40,0.00,2727.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2749.40,0.00,0.00,0.00,0.00
1505945645000,0.00,1847.11,0.00,1824.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1847.11,0.00,0.00,0.00,0.00
1505945745000,0.00,1986.08,0.00,1965.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1986.08,0.00,0.00,0.00,0.00
1505945845000,0.00,1522.81,0.00,1534.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1522.81,0.00,0.00,0.00,0.00
1505945945000,0.00,1504.23,0.00,1542.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1504.23,0.00,0.00,0.00,0.00
1505946045000,0.00,1664.23,0.00,1685.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1664.23,0.00,0.00,0.00,0.00
1505946145000,0.00,1496.98,0.00,1500.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1496.98,0.00,0.00,0.00,0.00
1505946245000,0.00,1915.45,0.00,1907.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1915.45,0.00,0.00,0.00,0.00
1505946345000,0.00,887.61,0.00,879.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,887.61,0.00,0.00,0.00,0.00
1505946445000,0.00,2623.52,0.00,2558.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2623.52,0.00,0.00,0.00,0.00
1505946545000,0.00,3156.07,0.00,3088.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3156.07,0.00,0.00,0.00,0.00
1505946645000,0.00,4537.55,0.00,4466.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4537.55,0.00,0.00,0.00,0.00
1505946745000,0.00,3860.71,0.00,3799.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3860.71,0.00,0.00,0.00,0.00
1505946845000,0.00,2770.08,0.00,2730.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2770.08,0.00,0.00,0.00,0.00
1505946945000,0.00,2619.13,0.00,2584.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2619.13,0.00,0.00,0.00,0.00
1505947045000,0.00,3565.74,0.00,3548.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3565.74,0.00,0.00,0.00,0.00
1505947145000,0.00,3195.53,0.00,3191.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3195.53,0.00,0.00,0.00,0.00
1505947245000,0.00,2044.55,0.00,2034.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2044.55,0.00,0.00,0.00,0.00
1505947345000,0.00,2172.62,0.00,2152.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2172.62,0.00,0.00,0.00,0.00
1505947445000,0.00,1483.89,0.00,1504.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1483.89,0.00,0.00,0.00,0.00
1505947545000,0.00,1378.75,0.00,1442.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1378.75,0.00,0.00,0.00,0.00
1505947645000,0.00,1483.50,0.00,1509.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1483.50,0.00,0.00,0.00,0.00
1505947745000,0.00,1391.79,0.00,1405.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1391.79,0.00,0.00,0.00,0.00
1505947845000,0.00,1368.06,0.00,1353.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1368.06,0.00,0.00,0.00,0.00
1505947945000,0.00,1191.50,0.00,1165.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1191.50,0.00,0.00,0.00,0.00
1505948045000,0.00,2188.43,0.00,2190.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2188.43,0.00,0.00,0.00,0.00
1505948145000,0.00,2253.21,0.00,2264.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2253.21,0.00,0.00,0.00,0.00
1505948245000,0.00,862.58,0.00,862.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,862.58,0.00,0.00,0.00,0.00
1505948345000,0.00,860.61,0.00,860.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,860.61,0.00,0.00,0.00,0.00
