timestamp_ms,commit_pct,hugeused_pct,kbactive,kbanonpg,kbbuffers,kbcached,kbcommit,kbdirty,kbhugefree,kbhugeused,kbinactive,kbkstack,kbmemfree,kbmemused,kbpgtbl,kbslab,kbswpcad,kbswpfree,kbswpused,kbvmused,memused_pct,swpcad_pct,swpused_pct
1505941345000,1.87,0.00,322160,172572,2168,504064,1227636,1536,0,0,340116,7216,64503032,1290848,6916,153172,0,0,0,149940,1.96,0.00,0.00
1505941445000,1.92,0.00,1080420,178464,2168,1229232,1262516,12508,0,0,313232,7360,63720320,2073560,8024,195240,0,0,0,149940,3.15,0.00,0.00
1505941545000,1.95,0.00,1080240,177916,2168,1229368,1285280,64,0,0,312668,7264,63724168,2069712,6676,194996,0,0,0,149940,3.15,0.00,0.00
1505941645000,2.05,0.00,1125260,220584,2168,1229928,1345952,1660,0,0,310680,7280,63677008,2116872,8128,200628,0,0,0,149940,3.22,0.00,0.00
1505941745000,1.91,0.00,1088812,180072,2168,1233064,1257168,2584,0,0,310752,7232,63709196,2084684,6648,205680,0,0,0,149940,3.17,0.00,0.00
1505941845000,2.09,0.00,1133588,320148,2168,1268672,1373356,18740,0,0,300264,7632,63517372,2276508,8420,217496,0,0,0,149940,3.46,0.00,0.00
1505941945000,2.15,0.00,1130984,316560,2168,1268800,1417596,1532,0,0,299996,7600,63518964,2274916,7352,218936,0,0,0,149940,3.46,0.00,0.00
1505942045000,2.86,0.00,1232436,356668,5580,1538060,1878416,116,0,0,511316,8672,63138356,2655524,8744,267448,0,0,0,149952,4.04,0.00,0.00
1505942145000,3.48,0.00,1278196,415224,5656,1539860,2288824,532,0,0,504584,9792,63071352,2722528,10284,268788,0,0,0,151124,4.14,0.00,0.00
1505942245000,4.21,0.00,1354960,457896,5656,1800588,2773120,124,0,0,731004,10720,62718752,3075128,9988,308620,0,0,0,151124,4.67,0.00,0.00
1505942345000,4.25,0.00,1359844,467004,5656,1800720,2797680,44,0,0,731004,10736,62722944,3070936,9856,299984,0,0,0,151172,4.67,0.00,0.00
1505942445000,4.30,0.00,1397052,462988,5656,1801000,2828988,196,0,0,694308,10800,62721356,3072524,10032,300812,0,0,0,151176,4.67,0.00,0.00
1505942545000,4.32,0.00,1403616,469364,5656,1801116,2845412,16,0,0,694304,10832,62714336,3079544,10044,300860,0,0,0,151172,4.68,0.00,0.00
1505942645000,3.62,0.00,1358496,412784,5656,1800848,2379244,12,0,0,682520,9920,62776856,3017024,9208,298500,0,0,0,151172,4.59,0.00,0.00
1505942745000,3.64,0.00,1357320,411460,5656,1800968,2395712,20,0,0,682512,9968,62780132,3013748,9220,298120,0,0,0,151176,4.58,0.00,0.00
1505942845000,5.21,0.00,1473544,530372,5808,1804488,3424948,1616,0,0,683420,20368,62553792,3240088,11620,329940,0,0,0,185064,4.92,0.00,0.00
1505942945000,7.84,0.00,1641864,708212,5808,1812992,5161008,1608,0,0,686584,37792,62188096,3605784,12400,395076,0,0,0,310512,5.48,0.00,0.00
1505943045000,13.32,0.00,1917636,985148,5736,1822308,8765096,3888,0,0,689796,52096,61770336,4023544,16068,439664,0,0,0,348912,6.12,0.00,0.00
1505943145000,13.39,0.00,1970744,1047220,5736,1834988,8811568,4752,0,0,695792,71872,61471868,4322012,16192,521312,0,0,0,486712,6.57,0.00,0.00
1505943245000,15.70,0.00,2131252,1214680,5740,1858628,10331736,4004,0,0,711004,91584,61070184,4723696,17896,598464,0,0,0,617144,7.18,0.00,0.00
1505943345000,19.16,0.00,2480028,1563412,5740,1871876,12609088,2984,0,0,716228,104816,60579540,5214340,19220,645156,0,0,0,652612,7.93,0.00,0.00
1505943445000,21.84,0.00,2570876,1656288,5736,1885500,14372640,3616,0,0,729620,119152,60326560,5467320,21024,695780,0,0,0,727940,8.31,0.00,0.00
1505943545000,25.11,0.00,2756544,1844336,5808,1898604,16523680,3956,0,0,729540,134224,59984236,5809644,22280,747640,0,0,0,800872,8.83,0.00,0.00
1505943645000,29.00,0.00,2990172,2072052,5808,1907416,19082404,2220,0,0,732416,139792,59722936,6070944,23532,755208,0,0,0,801548,9.23,0.00,0.00
1505943745000,33.17,0.00,3275188,2330416,5808,1940408,21822844,2340,0,0,738840,145936,59390596,6403284,25560,772056,0,0,0,801776,9.73,0.00,0.00
1505943845000,36.75,0.00,3539884,2589124,5808,1948600,24180128,1760,0,0,740792,151296,59098472,6695408,27440,777388,0,0,0,835240,10.18,0.00,0.00
1505943945000,38.79,0.00,3913772,2956600,5808,1975900,25520416,5348,0,0,750384,168880,58504148,7289732,30008,855548,0,0,0,927192,11.08,0.00,0.00
1505944045000,41.95,0.00,4152712,3198716,5740,2001564,27602156,5776,0,0,767272,185264,58068740,7725140,31364,912400,0,0,0,1011156,11.74,0.00,0.00
1505944145000,44.97,0.00,4478676,3530612,5804,2024044,29587680,8472,0,0,780184,205632,57507060,8286820,33148,984888,0,0,0,1108232,12.60,0.00,0.00
1505944245000,48.01,0.00,4736944,3788132,5740,2045224,31584408,6096,0,0,792316,223920,57037076,8756804,34468,1054368,0,0,0,1231836,13.31,0.00,0.00
1505944345000,50.81,0.00,5019740,4078576,5740,2076624,33432280,7196,0,0,815200,243392,56508924,9284956,36644,1129924,0,0,0,1328392,14.11,0.00,0.00
1505944445000,54.45,0.00,5883252,4935756,5740,2101544,35827700,8996,0,0,825344,257376,55484320,10309560,39220,1183744,0,0,0,1401692,15.67,0.00,0.00
1505944545000,56.45,0.00,5631708,4686108,5808,2121908,37137888,6428,0,0,837816,272288,55562056,10231824,39900,1238116,0,0,0,1477976,15.55,0.00,0.00
1505944645000,60.81,0.00,6050692,5096704,5808,2128520,40009168,2844,0,0,840024,278224,55111596,10682284,44992,1244836,0,0,0,1478084,16.24,0.00,0.00
1505944745000,64.89,0.00,6491268,5534576,5808,2138988,42696400,3536,0,0,843952,284512,54643676,11150204,43740,1250572,0,0,0,1478792,16.95,0.00,0.00
1505944845000,68.66,0.00,6825804,5863956,5808,2145988,45173800,3256,0,0,845792,290064,54282456,11511424,45948,1256356,0,0,0,1478964,17.50,0.00,0.00
1505944945000,70.12,0.00,7121328,6157344,5740,2157700,46134208,6652,0,0,849232,295312,53928088,11865792,48228,1275184,0,0,0,1522260,18.03,0.00,0.00
1505945045000,72.31,0.00,7412504,6438840,5808,2185772,47575580,4984,0,0,861664,309024,53460876,12333004,54260,1332504,0,0,0,1569208,18.74,0.00,0.00
1505945145000,74.98,0.00,7672112,6695716,5808,2212124,49330764,5640,0,0,874248,322272,53044756,12749124,50300,1384164,0,0,0,1645192,19.38,0.00,0.00
1505945245000,76.51,0.00,7960068,6997604,5804,2234152,50336716,5252,0,0,897496,334848,52589588,13204292,52740,1428280,0,0,0,1715784,20.07,0.00,0.00
1505945345000,100.64,0.00,9145392,8160868,5740,2271984,66213072,9460,0,0,908768,358912,51194444,14599436,62228,1498112,0,0,0,1799664,22.19,0.00,0.00
1505945445000,80.61,0.00,8492660,7505740,5736,2301416,53037520,10440,0,0,928100,365392,51677456,14116424,60748,1551372,0,0,0,1883180,21.46,0.00,0.00
1505945545000,97.92,0.00,9697104,8709148,5740,2335184,64427488,10400,0,0,944952,388096,50250812,15543068,62828,1623156,0,0,0,2005556,23.62,0.00,0.00
1505945645000,84.21,0.00,9082060,8094972,5808,2359696,55405520,8604,0,0,961548,394976,50717140,15076740,57056,1667764,0,0,0,2079496,22.92,0.00,0.00
1505945745000,86.42,0.00,9384064,8394836,5808,2382652,56860336,5368,0,0,974796,406480,50278060,15515820,57448,1710060,0,0,0,2145500,23.58,0.00,0.00
1505945845000,90.25,0.00,9894988,8903188,5808,2392736,59379328,4288,0,0,978920,413328,49720952,16072928,60316,1719544,0,0,0,2152948,24.43,0.00,0.00
1505945945000,93.76,0.00,10329496,9328248,5808,2402088,61686712,3944,0,0,980924,418656,49256620,16537260,61496,1725692,0,0,0,2153316,25.13,0.00,0.00
1505946045000,98.87,0.00,10862324,9796048,5808,2412324,65052252,4080,0,0,982648,423472,48697108,17096772,64592,1731308,0,0,0,2153788,25.99,0.00,0.00
1505946145000,100.27,0.00,11180448,10160412,5808,2420656,65971360,5404,0,0,984252,428224,48358760,17435120,66460,1735792,0,0,0,2153936,26.50,0.00,0.00
1505946245000,125.74,0.00,12762276,11736480,5808,2430132,82729192,7316,0,0,984136,440832,46737348,19056532,77448,1748736,0,0,0,2154052,28.96,0.00,0.00
1505946345000,132.14,0.00,12827576,11799172,5808,2432584,86943016,1492,0,0,984104,443744,46658116,19135764,79816,1754896,0,0,0,2154052,29.08,0.00,0.00
1505946445000,103.89,0.00,11914296,10903648,5736,2453940,68351924,7404,0,0,1011332,441776,47449768,18344112,70568,1787908,0,0,0,2225452,27.88,0.00,0.00
