timestamp_ms,cpu_00,cpu_01,cpu_02,cpu_03,cpu_04,cpu_05,cpu_06,cpu_07,cpu_08,cpu_09,cpu_10,cpu_11,cpu_12,cpu_13,cpu_14,cpu_15
1505941345000,0.21,0.68,0.21,16.85,0.23,0.35,0.41,0.12,1.6,2.36,1.28,0.3,1.3,0.31,0.64,0.02
1505941445000,0.24,0.74,0.4,0.46,17,2.89,0.6,0.14,6.12,3.98,1.34,1.26,1.66,0.55,1.63,0.09
1505941545000,0.12,0.1,0.19,0.17,0.13,0.11,0.15,0.11,0.04,0.06,0.11,0.01,0.06,0.01,0.01,0.02
1505941645000,0.1,0.23,0.1,0.09,0.1,0.14,0.19,0.14,0.34,3.96,0.14,0.13,0.32,0.09,0.53,0.01
1505941745000,0.32,0.74,0.37,0.3,0.3,0.32,1.44,0.2,1.97,6.87,3.14,1.91,2.48,0.44,2.84,0.18
1505941845000,0.54,0.79,0.67,0.33,0.48,0.27,1.3,0.3,1.84,2.76,1.15,1.08,3.36,0.89,3.55,0.52
1505941945000,0.36,0.16,0.17,0.1,0.22,0.09,0.15,0.08,1.05,0.49,0.87,0.56,0.28,0.17,0.56,0.08
1505942045000,2.07,1.32,1.29,1.13,1.22,1.2,1.28,0.86,3.99,1.78,1.32,0.86,2.16,0.76,1.04,0.87
1505942145000,0.25,0.26,0.28,0.28,0.33,0.26,0.32,0.27,0.56,0.45,0.17,0.32,0.17,0.37,0.3,0.16
1505942245000,0.8,0.47,0.72,0.52,0.83,0.73,0.47,0.53,0.48,0.89,0.49,0.61,0.51,0.49,0.56,0.52
1505942345000,0.19,0.19,0.17,0.26,0.22,0.19,0.18,0.23,0.15,0.37,0.13,0.25,0.09,0.13,0.13,0.16
1505942445000,0.19,0.13,0.25,0.23,0.21,0.24,0.24,0.17,0.19,0.31,0.12,0.28,0.15,0.16,0.07,0.08
1505942545000,0.17,0.18,0.18,0.2,0.19,0.2,0.18,0.14,0.21,0.27,0.18,0.14,0.11,0.05,0.09,0.13
1505942645000,0.2,0.17,0.22,0.24,0.18,0.18,0.19,0.22,0.23,0.26,0.12,0.18,0.13,0.24,0.1,0.12
1505942745000,0.19,0.12,0.22,0.19,0.19,0.13,0.15,0.17,0.23,0.25,0.16,0.14,0.15,0.08,0.1,0.07
1505942845000,1.22,1.11,1.2,1.13,1.1,0.91,0.94,1.03,2.35,2.59,1.26,1.35,1.38,1.19,1.31,1.33
1505942945000,2.63,2.93,2.6,2.21,2.12,1.87,2.06,1.88,5.28,5.66,2.16,2.39,2.31,2.34,2.72,2.59
1505943045000,2.31,2.18,2.45,1.91,2.42,1.87,1.89,1.74,4.73,5.16,2.43,2.58,2.22,1.85,2.2,2.27
1505943145000,3.73,4.34,3.84,3.99,3.47,3.22,2.95,3.37,7.21,8.28,3.65,3.7,3.58,3.08,3.75,3.44
1505943245000,3.94,4.91,4.72,5.1,3.47,3.47,3.44,3.57,8.34,9.33,3.23,3.61,3.49,4.24,4.33,4.88
