timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1505941345000,0.00,0.00,99.68,0.00,0.00,0.00,0.00,0.01,0.09,0.22
1505941445000,0.00,0.00,99.45,0.00,0.00,0.00,0.00,0.00,0.20,0.35
1505941545000,0.00,0.00,99.99,0.00,0.00,0.00,0.00,0.00,0.01,0.00
1505941645000,0.00,0.00,99.90,0.00,0.00,0.00,0.00,0.01,0.05,0.04
1505941745000,0.00,0.00,99.50,0.05,0.00,0.00,0.00,0.01,0.25,0.19
1505941845000,0.00,0.00,99.06,0.04,0.00,0.00,0.00,0.01,0.47,0.42
1505941945000,0.00,0.00,99.83,0.00,0.00,0.00,0.00,0.00,0.10,0.07
1505942045000,0.00,0.00,93.98,5.24,0.00,0.00,0.00,0.02,0.33,0.43
1505942145000,0.00,0.00,99.25,0.37,0.00,0.00,0.00,0.01,0.22,0.15
1505942245000,0.00,0.00,91.57,7.93,0.00,0.00,0.00,0.01,0.21,0.28
1505942345000,0.00,0.00,99.86,0.00,0.00,0.00,0.00,0.01,0.08,0.05
1505942445000,0.00,0.00,99.84,0.00,0.00,0.00,0.00,0.00,0.09,0.07
1505942545000,0.00,0.00,99.95,0.00,0.00,0.00,0.00,0.00,0.02,0.03
1505942645000,0.00,0.00,99.74,0.02,0.00,0.00,0.00,0.00,0.18,0.06
1505942745000,0.00,0.00,99.91,0.00,0.00,0.00,0.00,0.01,0.05,0.03
1505942845000,0.00,0.00,98.72,0.05,0.00,0.00,0.00,0.04,0.64,0.55
1505942945000,0.00,0.00,97.58,0.02,0.00,0.01,0.00,0.07,1.28,1.05
1505943045000,0.00,0.00,98.09,0.02,0.00,0.00,0.01,0.04,1.15,0.69
1505943145000,0.00,0.00,96.80,0.03,0.00,0.00,0.00,0.09,1.81,1.27
1505943245000,0.00,0.00,95.63,0.04,0.00,0.00,0.01,0.09,2.33,1.90
1505943345000,0.00,0.00,97.15,0.03,0.00,0.00,0.01,0.06,1.64,1.11
1505943445000,0.00,0.00,96.62,0.02,0.00,0.00,0.00,0.08,2.21,1.07
1505943545000,0.00,0.00,97.34,0.06,0.00,0.00,0.01,0.07,1.63,0.89
1505943645000,0.00,0.00,97.38,0.03,0.00,0.00,0.00,0.04,1.90,0.65
1505943745000,0.00,0.00,97.09,0.19,0.00,0.11,0.01,0.05,1.92,0.62
1505943845000,0.00,0.00,97.49,0.01,0.00,0.00,0.00,0.05,1.54,0.91
1505943945000,0.00,0.00,90.93,0.23,0.00,0.00,0.03,0.14,5.08,3.58
1505944045000,0.00,0.00,94.72,0.05,0.00,0.01,0.00,0.13,3.44,1.64
1505944145000,0.00,0.00,92.92,0.04,0.00,0.00,0.02,0.15,4.83,2.04
1505944245000,0.00,0.00,93.20,0.03,0.00,0.00,0.01,0.16,4.51,2.08
1505944345000,0.00,0.00,92.89,0.13,0.00,0.00,0.01,0.16,4.70,2.10
1505944445000,0.00,0.00,92.66,0.02,0.00,0.00,0.02,0.16,4.98,2.16
1505944545000,0.00,0.00,93.10,0.02,0.00,0.00,0.02,0.16,4.98,1.72
1505944645000,0.00,0.00,95.52,0.00,0.00,0.00,0.00,0.12,3.54,0.81
1505944745000,0.00,0.00,94.46,0.01,0.00,0.01,0.00,0.12,4.27,1.12
1505944845000,0.00,0.00,93.05,0.08,0.00,0.01,0.00,0.15,5.34,1.36
1505944945000,0.00,0.00,94.58,0.16,0.00,0.00,0.01,0.18,3.90,1.16
1505945045000,0.00,0.00,87.71,0.02,0.00,0.00,0.03,0.21,8.37,3.66
1505945145000,0.00,0.00,86.46,0.14,0.00,0.00,0.02,0.20,9.38,3.79
1505945245000,0.00,0.00,90.59,0.13,0.00,0.00,0.02,0.23,7.06,1.97
1505945345000,0.00,0.00,88.30,0.20,0.00,0.00,0.03,0.22,7.63,3.62
1505945445000,0.00,0.00,88.02,0.03,0.00,0.00,0.01,0.24,8.60,3.10
1505945545000,0.00,0.00,87.36,0.09,0.00,0.00,0.04,0.24,8.70,3.57
1505945645000,0.00,0.00,88.03,0.07,0.00,0.00,0.02,0.23,8.35,3.30
1505945745000,0.00,0.00,89.27,0.03,0.00,0.00,0.03,0.23,7.43,3.02
1505945845000,0.00,0.00,92.70,0.01,0.00,0.00,0.01,0.23,5.90,1.16
1505945945000,0.00,0.00,95.30,0.03,0.00,0.00,0.01,0.21,3.63,0.81
1505946045000,0.00,0.00,90.35,0.07,0.00,0.01,0.00,0.23,7.93,1.41
1505946145000,0.00,0.00,92.17,0.01,0.00,0.00,0.01,0.23,5.99,1.59
1505946245000,0.00,0.00,92.96,0.05,0.00,0.00,0.02,0.23,5.44,1.30
1505946345000,0.00,0.00,98.77,0.00,0.00,0.01,0.00,0.31,0.65,0.26
1505946445000,0.00,0.00,84.52,0.02,0.00,0.00,0.03,0.26,9.73,5.44
1505946545000,0.00,0.00,86.02,0.03,0.00,0.00,0.02,0.25,8.14,5.54
1505946645000,0.00,0.00,83.29,0.03,0.00,0.01,0.07,0.26,11.49,4.85
1505946745000,0.00,0.00,86.72,0.19,0.00,0.08,0.04,0.26,8.93,3.79
1505946845000,0.00,0.00,85.23,0.05,0.00,0.03,0.02,0.24,10.22,4.21
1505946945000,0.00,0.00,83.78,0.09,0.00,0.00,0.02,0.24,11.61,4.26
1505947045000,0.00,0.00,80.08,0.06,0.00,0.00,0.05,0.26,14.56,4.99
1505947145000,0.00,0.00,83.55,0.14,0.00,0.00,0.05,0.26,11.29,4.71
1505947245000,0.00,0.00,87.58,0.11,0.00,0.00,0.02,0.25,8.94,3.11
1505947345000,0.00,0.00,88.41,0.02,0.00,0.01,0.01,0.26,8.80,2.49
1505947445000,0.00,0.00,90.57,0.01,0.00,0.02,0.00,0.24,7.99,1.16
1505947545000,0.00,0.00,91.51,0.02,0.00,0.00,0.01,0.25,6.45,1.76
1505947645000,0.00,0.00,88.85,0.01,0.00,0.00,0.05,0.25,9.24,1.60
1505947745000,0.00,0.00,90.60,0.00,0.00,0.00,0.01,0.23,7.50,1.67
1505947845000,0.00,0.00,90.28,0.01,0.00,0.00,0.00,0.24,8.38,1.09
1505947945000,0.00,0.00,86.98,0.01,0.00,0.00,0.02,0.22,10.91,1.86
1505948045000,0.00,0.00,87.16,0.02,0.00,0.01,0.03,0.28,8.87,3.63
1505948145000,0.00,0.00,92.30,0.01,0.00,0.00,0.03,0.23,5.18,2.26
1505948245000,0.00,0.00,97.95,0.00,0.00,0.00,0.00,0.35,1.34,0.35
1505948345000,0.00,0.00,97.21,0.00,0.00,0.00,0.00,0.35,2.03,0.41
