25124.21kB of 25124.21kB total (  100%)
Dropped 868 nodes (cum <= 125.62kB)
      flat  flat%   sum%        cum   cum%
 3102.14kB 12.35% 12.35%  3102.14kB 12.35%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
 3072.90kB 12.23% 24.58%  5919.39kB 23.56%  runtime.mapassign
 2846.49kB 11.33% 35.91%  2846.49kB 11.33%  runtime.hashGrow
 1728.94kB  6.88% 42.79%  1728.94kB  6.88%  bytes.makeSlice
 1584.50kB  6.31% 49.10%  1584.50kB  6.31%  regexp.(*bitState).reset
 1537.17kB  6.12% 55.21%  1537.17kB  6.12%  runtime.makemap
 1042.12kB  4.15% 59.36%  1042.12kB  4.15%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*stream).merge
 1024.46kB  4.08% 63.44%  1024.46kB  4.08%  github.com/openshift/origin/vendor/github.com/google/cadvisor/summary.(*StatsSummary).AddSample
 1024.41kB  4.08% 67.52%  1024.41kB  4.08%  runtime.malg
  809.97kB  3.22% 70.74%   809.97kB  3.22%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
  609.50kB  2.43% 73.17%   609.50kB  2.43%  runtime.stringtoslicebyte
  591.75kB  2.36% 75.52%   591.75kB  2.36%  crypto/elliptic.initTable
     515kB  2.05% 77.57%      515kB  2.05%  github.com/openshift/origin/vendor/golang.org/x/net/http2.NewFramer.func1
  512.88kB  2.04% 79.61%   512.88kB  2.04%  encoding/pem.Decode
  512.50kB  2.04% 81.65%  1024.70kB  4.08%  runtime.allocm
  512.44kB  2.04% 83.69%   512.44kB  2.04%  runtime.rawstringtmp
  512.31kB  2.04% 85.73%   512.31kB  2.04%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils.(*TimedStore).Add
  512.28kB  2.04% 87.77%   512.28kB  2.04%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl/cmd.NewCmdExposeService
  512.23kB  2.04% 89.81%   512.23kB  2.04%  github.com/openshift/origin/pkg/cmd/server/bootstrappolicy.init.1
  512.09kB  2.04% 91.85%   512.09kB  2.04%  github.com/openshift/origin/vendor/github.com/skynetservices/skydns/metrics.defineMetrics
  512.07kB  2.04% 93.89%   512.07kB  2.04%  github.com/openshift/origin/vendor/github.com/spf13/cobra.(*Command).Flags
  512.04kB  2.04% 95.92%   512.04kB  2.04%  runtime.acquireSudog
  512.02kB  2.04% 97.96%   512.02kB  2.04%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl.AddJsonFilenameFlag
  512.01kB  2.04%   100%   512.01kB  2.04%  runtime.convT2E
         0     0%   100%   544.67kB  2.17%  archive/zip.(*countWriter).Write
         0     0%   100%   544.67kB  2.17%  archive/zip.(*fileWriter).Write
         0     0%   100%   544.67kB  2.17%  archive/zip.(*pooledFlateWriter).Write
         0     0%   100%   544.67kB  2.17%  bufio.(*Writer).Flush
         0     0%   100%   544.67kB  2.17%  bufio.(*Writer).Write
         0     0%   100%  1184.27kB  4.71%  bytes.(*Buffer).ReadFrom
         0     0%   100%   544.67kB  2.17%  bytes.(*Buffer).Write
         0     0%   100%   544.67kB  2.17%  bytes.(*Buffer).grow
         0     0%   100%   544.67kB  2.17%  compress/flate.(*Writer).Write
         0     0%   100%   544.67kB  2.17%  compress/flate.(*compressor).deflate
         0     0%   100%   544.67kB  2.17%  compress/flate.(*compressor).write
         0     0%   100%   544.67kB  2.17%  compress/flate.(*compressor).writeBlock
         0     0%   100%   544.67kB  2.17%  compress/flate.(*huffmanBitWriter).write
         0     0%   100%   544.67kB  2.17%  compress/flate.(*huffmanBitWriter).writeBlock
         0     0%   100%   544.67kB  2.17%  compress/flate.(*huffmanBitWriter).writeCode
         0     0%   100%   544.67kB  2.17%  compress/flate.(*huffmanBitWriter).writeTokens
         0     0%   100%   591.75kB  2.36%  crypto/elliptic.(*p256Point).p256BaseMult
         0     0%   100%   591.75kB  2.36%  crypto/elliptic.GenerateKey
         0     0%   100%   591.75kB  2.36%  crypto/elliptic.p256Curve.ScalarBaseMult
         0     0%   100%  1616.64kB  6.43%  crypto/tls.(*Conn).Handshake
         0     0%   100%  1616.64kB  6.43%  crypto/tls.(*Conn).clientHandshake
         0     0%   100%  1616.64kB  6.43%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0%   100%   591.75kB  2.36%  crypto/tls.(*ecdheKeyAgreement).generateClientKeyExchange
