12.76s of 16.32s total (78.19%)
Dropped 823 nodes (cum <= 0.08s)
      flat  flat%   sum%        cum   cum%
     2.66s 16.30% 16.30%      2.66s 16.30%  math/big.addMulVVW
     2.34s 14.34% 30.64%      2.44s 14.95%  syscall.Syscall
        1s  6.13% 36.76%      1.60s  9.80%  runtime.scanobject
     0.78s  4.78% 41.54%      3.81s 23.35%  math/big.nat.montgomery
     0.60s  3.68% 45.22%      0.60s  3.68%  runtime.memclrNoHeapPointers
     0.56s  3.43% 48.65%      0.56s  3.43%  runtime.memmove
     0.45s  2.76% 51.41%      0.45s  2.76%  runtime.greyobject
     0.40s  2.45% 53.86%      0.41s  2.51%  syscall.Syscall6
     0.38s  2.33% 56.19%      0.38s  2.33%  runtime.futex
     0.30s  1.84% 58.03%      0.83s  5.09%  math/big.nat.divLarge
     0.24s  1.47% 59.50%      0.24s  1.47%  math/big.mulAddVWW
     0.23s  1.41% 60.91%      0.23s  1.41%  vendor/golang_org/x/crypto/curve25519.ladderstep
     0.22s  1.35% 62.25%      1.22s  7.48%  runtime.mallocgc
     0.17s  1.04% 63.30%      0.17s  1.04%  runtime.heapBitsForObject
     0.17s  1.04% 64.34%      0.19s  1.16%  runtime.heapBitsSetType
     0.17s  1.04% 65.38%      0.17s  1.04%  runtime.readvarint
     0.13s   0.8% 66.18%      0.39s  2.39%  runtime.pcvalue
     0.12s  0.74% 66.91%      0.66s  4.04%  runtime.gentraceback
     0.11s  0.67% 67.59%      0.42s  2.57%  encoding/json.(*Decoder).readValue
     0.11s  0.67% 68.26%      0.11s  0.67%  encoding/json.stateInString
     0.09s  0.55% 68.81%      0.09s  0.55%  encoding/json.unquoteBytes
     0.09s  0.55% 69.36%      0.26s  1.59%  runtime.step
     0.08s  0.49% 69.85%      0.96s  5.88%  encoding/json.(*decodeState).object
     0.08s  0.49% 70.34%      0.26s  1.59%  runtime.mapassign
     0.07s  0.43% 70.77%      0.17s  1.04%  encoding/json.(*decodeState).scanWhile
     0.07s  0.43% 71.20%      0.92s  5.64%  math/big.(*Int).GCD
     0.05s  0.31% 71.51%      0.16s  0.98%  math/big.(*Int).Add
     0.05s  0.31% 71.81%      0.09s  0.55%  runtime.deferproc
     0.05s  0.31% 72.12%      0.10s  0.61%  runtime.evacuate
     0.05s  0.31% 72.43%      0.13s   0.8%  strings.FieldsFunc
     0.05s  0.31% 72.73%      0.09s  0.55%  sync.(*Pool).Put
     0.04s  0.25% 72.98%      0.16s  0.98%  math/big.nat.mulAddWW
     0.04s  0.25% 73.22%      0.27s  1.65%  runtime.(*mcentral).cacheSpan
     0.04s  0.25% 73.47%      1.63s  9.99%  runtime.gcDrain
     0.03s  0.18% 73.65%      0.35s  2.14%  encoding/json.(*decodeState).literal
     0.03s  0.18% 73.84%      0.24s  1.47%  encoding/json.(*decodeState).literalStore
     0.03s  0.18% 74.02%      0.11s  0.67%  math/big.nat.add
     0.03s  0.18% 74.20%      0.14s  0.86%  net/http.(*persistConn).roundTrip
     0.03s  0.18% 74.39%      0.20s  1.23%  runtime.adjustframe
     0.03s  0.18% 74.57%      0.19s  1.16%  runtime.findrunnable
     0.03s  0.18% 74.75%      0.27s  1.65%  runtime.schedule
     0.03s  0.18% 74.94%      0.23s  1.41%  runtime.selectgoImpl
     0.02s  0.12% 75.06%      0.21s  1.29%  bufio.(*Reader).Read
     0.02s  0.12% 75.18%      0.87s  5.33%  bufio.(*Scanner).Scan
     0.02s  0.12% 75.31%      0.52s  3.19%  math/big.(*Int).QuoRem
     0.02s  0.12% 75.43%      0.09s  0.55%  math/big.nat.clear
     0.02s  0.12% 75.55%      0.09s  0.55%  reflect.Value.SetMapIndex
     0.02s  0.12% 75.67%      0.31s  1.90%  runtime.(*mheap).alloc
     0.02s  0.12% 75.80%      0.52s  3.19%  runtime.makeslice
     0.02s  0.12% 75.92%      0.41s  2.51%  runtime.newobject
     0.02s  0.12% 76.04%      0.15s  0.92%  runtime.rawstringtmp
     0.02s  0.12% 76.16%      0.18s  1.10%  runtime.slicebytetostring
     0.02s  0.12% 76.29%      0.10s  0.61%  runtime.sweepone
     0.02s  0.12% 76.41%      2.96s 18.14%  runtime.systemstack
     0.02s  0.12% 76.53%      0.27s  1.65%  vendor/golang_org/x/crypto/curve25519.mladder
     0.01s 0.061% 76.59%      0.20s  1.23%  crypto/tls.(*Conn).writeRecordLocked
     0.01s 0.061% 76.65%      0.13s   0.8%  crypto/tls.(*block).readFromUntil
     0.01s 0.061% 76.72%      0.15s  0.92%  crypto/x509.checkSignature
     0.01s 0.061% 76.78%      0.10s  0.61%  encoding/asn1.parseField
     0.01s 0.061% 76.84%      0.58s  3.55%  encoding/json.(*decodeState).array
     0.01s 0.061% 76.90%      0.14s  0.86%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.(*notifyingReader).Read
     0.01s 0.061% 76.96%      0.10s  0.61%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.writeControlFrameHeader
     0.01s 0.061% 77.02%      0.80s  4.90%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getBlkioStat
     0.01s 0.061% 77.08%      0.43s  2.63%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getMemoryData
     0.01s 0.061% 77.14%      0.33s  2.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
     0.01s 0.061% 77.21%      0.13s   0.8%  math/big.basicMul
     0.01s 0.061% 77.27%      0.86s  5.27%  math/big.nat.div
     0.01s 0.061% 77.33%      4.31s 26.41%  math/big.nat.expNN
     0.01s 0.061% 77.39%      3.83s 23.47%  math/big.nat.expNNMontgomery
     0.01s 0.061% 77.45%      0.31s  1.90%  math/big.nat.mul
     0.01s 0.061% 77.51%      0.31s  1.90%  net.(*conn).Write
     0.01s 0.061% 77.57%      0.30s  1.84%  net.(*netFD).Read
     0.01s 0.061% 77.63%      0.23s  1.41%  runtime.callers.func1
     0.01s 0.061% 77.70%      0.09s  0.55%  runtime.futexsleep
     0.01s 0.061% 77.76%     15.48s 94.85%  runtime.goexit
     0.01s 0.061% 77.82%      0.20s  1.23%  runtime.goready
     0.01s 0.061% 77.88%      0.09s  0.55%  runtime.notesleep
     0.01s 0.061% 77.94%      0.13s   0.8%  runtime.pcdatavalue
     0.01s 0.061% 78.00%      0.26s  1.59%  runtime.saveblockevent
     0.01s 0.061% 78.06%      0.16s  0.98%  runtime.send
     0.01s 0.061% 78.12%      0.25s  1.53%  runtime.startm
     0.01s 0.061% 78.19%      0.40s  2.45%  syscall.openat
         0     0% 78.19%      0.10s  0.61%  bufio.(*Reader).Peek
         0     0% 78.19%      0.12s  0.74%  bufio.(*Reader).fill
         0     0% 78.19%      0.16s  0.98%  bufio.(*Writer).Flush
         0     0% 78.19%      0.17s  1.04%  bytes.(*Buffer).ReadFrom
         0     0% 78.19%      0.10s  0.61%  compress/flate.(*compressor).init
         0     0% 78.19%      0.25s  1.53%  compress/flate.NewWriter
         0     0% 78.19%      0.26s  1.59%  compress/flate.NewWriterDict
         0     0% 78.19%      0.26s  1.59%  compress/zlib.(*Writer).Write
         0     0% 78.19%      0.26s  1.59%  compress/zlib.(*Writer).writeHeader
         0     0% 78.19%      5.07s 31.07%  crypto/rsa.(*PrivateKey).Sign
         0     0% 78.19%      5.07s 31.07%  crypto/rsa.SignPKCS1v15
         0     0% 78.19%      0.26s  1.59%  crypto/rsa.VerifyPKCS1v15
         0     0% 78.19%      4.92s 30.15%  crypto/rsa.decrypt
         0     0% 78.19%      5.07s 31.07%  crypto/rsa.decryptAndCheck
         0     0% 78.19%      0.37s  2.27%  crypto/rsa.encrypt
         0     0% 78.19%      0.92s  5.64%  crypto/rsa.modInverse
         0     0% 78.19%      5.70s 34.93%  crypto/tls.(*Conn).Handshake
         0     0% 78.19%      0.12s  0.74%  crypto/tls.(*Conn).Read
         0     0% 78.19%      0.19s  1.16%  crypto/tls.(*Conn).Write
         0     0% 78.19%      0.14s  0.86%  crypto/tls.(*Conn).readRecord
         0     0% 78.19%      5.70s 34.93%  crypto/tls.(*Conn).serverHandshake
         0     0% 78.19%      0.14s  0.86%  crypto/tls.(*Conn).write
         0     0% 78.19%      5.20s 31.86%  crypto/tls.(*ecdheKeyAgreement).generateServerKeyExchange
