36.31s of 42.76s total (84.92%)
Dropped 1031 nodes (cum <= 0.21s)
      flat  flat%   sum%        cum   cum%
     9.58s 22.40% 22.40%      9.71s 22.71%  syscall.Syscall
     4.67s 10.92% 33.33%      8.62s 20.16%  runtime.scanobject
     2.78s  6.50% 39.83%      2.82s  6.59%  syscall.Syscall6
     2.42s  5.66% 45.49%      2.42s  5.66%  runtime.greyobject
     1.88s  4.40% 49.88%      1.88s  4.40%  math/big.addMulVVW
     1.86s  4.35% 54.23%      1.86s  4.35%  runtime.memclrNoHeapPointers
     1.59s  3.72% 57.95%      1.59s  3.72%  runtime.heapBitsForObject
     1.43s  3.34% 61.30%      2.65s  6.20%  strings.FieldsFunc
     1.09s  2.55% 63.84%      4.51s 10.55%  runtime.mallocgc
     0.95s  2.22% 66.07%      0.95s  2.22%  runtime.memmove
     0.90s  2.10% 68.17%      0.90s  2.10%  runtime.futex
     0.81s  1.89% 70.07%      0.82s  1.92%  runtime.heapBitsSetType
     0.70s  1.64% 71.70%      2.12s  4.96%  runtime.mapassign
     0.58s  1.36% 73.06%      2.70s  6.31%  math/big.nat.montgomery
     0.47s  1.10% 74.16%      0.47s  1.10%  runtime.aeshashbody
     0.33s  0.77% 74.93%      0.33s  0.77%  strconv.ParseUint
     0.31s  0.72% 75.65%      0.31s  0.72%  syscall.RawSyscall6
     0.27s  0.63% 76.29%      0.27s  0.63%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.splitBlkioStatLine
     0.27s  0.63% 76.92%      0.27s  0.63%  runtime.lock
     0.24s  0.56% 77.48%      0.31s  0.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.ReadLine
     0.20s  0.47% 77.95%      0.42s  0.98%  runtime.mapaccess2
     0.17s   0.4% 78.34%        10s 23.39%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getBlkioStat
     0.17s   0.4% 78.74%      8.86s 20.72%  runtime.gcDrain
     0.16s  0.37% 79.12%      0.36s  0.84%  runtime.evacuate
     0.15s  0.35% 79.47%      0.63s  1.47%  math/big.nat.divLarge
     0.12s  0.28% 79.75%      0.34s   0.8%  bytes.(*Buffer).WriteString
     0.11s  0.26% 80.00%      0.22s  0.51%  bufio.ScanLines
     0.11s  0.26% 80.26%      2.42s  5.66%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.DiskStatsCopy
     0.10s  0.23% 80.50%      3.65s  8.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).syncProxyRules
     0.10s  0.23% 80.73%      0.55s  1.29%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.writeLine
     0.10s  0.23% 80.96%      0.67s  1.57%  runtime.gentraceback
     0.10s  0.23% 81.20%      0.30s   0.7%  runtime.sweepone
     0.09s  0.21% 81.41%      0.34s   0.8%  runtime.pcvalue
     0.09s  0.21% 81.62%      0.79s  1.85%  runtime.slicebytetostring
     0.08s  0.19% 81.81%      0.75s  1.75%  runtime.findrunnable
     0.07s  0.16% 81.97%      8.24s 19.27%  bufio.(*Scanner).Scan
     0.07s  0.16% 82.13%      0.36s  0.84%  encoding/json.(*Decoder).readValue
     0.07s  0.16% 82.30%      0.94s  2.20%  runtime.newobject
     0.07s  0.16% 82.46%     11.96s 27.97%  runtime.systemstack
     0.07s  0.16% 82.62%      0.23s  0.54%  runtime.typedmemmove
     0.06s  0.14% 82.76%      0.78s  1.82%  encoding/json.(*decodeState).object
     0.06s  0.14% 82.90%      0.22s  0.51%  runtime.adjustframe
     0.06s  0.14% 83.04%      0.27s  0.63%  runtime.memhash
     0.06s  0.14% 83.19%      0.28s  0.65%  runtime.memhash128
     0.06s  0.14% 83.33%      0.65s  1.52%  runtime.rawstring
     0.06s  0.14% 83.47%      0.42s  0.98%  runtime.selectgoImpl
     0.05s  0.12% 83.58%      0.73s  1.71%  runtime.(*mcentral).cacheSpan
     0.05s  0.12% 83.70%      1.56s  3.65%  runtime.makeslice
     0.04s 0.094% 83.79%      0.69s  1.61%  runtime.rawstringtmp
     0.03s  0.07% 83.86%      0.23s  0.54%  bufio.(*Reader).Read
     0.03s  0.07% 83.93%      0.22s  0.51%  runtime.(*mheap).alloc_m
     0.03s  0.07% 84.00%      0.32s  0.75%  runtime.notesleep
     0.03s  0.07% 84.07%      0.98s  2.29%  runtime.schedule
     0.02s 0.047% 84.12%      0.58s  1.36%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.assignDeviceNamesToPerDiskStats
     0.02s 0.047% 84.17%      0.77s  1.80%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*Server).ServeHTTP
     0.02s 0.047% 84.21%      0.74s  1.73%  math/big.(*Int).GCD
     0.02s 0.047% 84.26%      0.65s  1.52%  math/big.nat.div
     0.02s 0.047% 84.31%      0.99s  2.32%  runtime.(*mcache).nextFree
     0.02s 0.047% 84.35%      0.75s  1.75%  runtime.(*mcache).refill
     0.02s 0.047% 84.40%      0.28s  0.65%  runtime.saveblockevent
     0.01s 0.023% 84.42%      3.74s  8.75%  crypto/rsa.decryptAndCheck
     0.01s 0.023% 84.45%      0.23s  0.54%  encoding/binary.Write
     0.01s 0.023% 84.47%      0.70s  1.64%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
     0.01s 0.023% 84.49%      0.23s  0.54%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do.func1
     0.01s 0.023% 84.52%      0.55s  1.29%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.deviceIdentifierMap.Find
     0.01s 0.023% 84.54%     16.74s 39.15%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
     0.01s 0.023% 84.57%      0.47s  1.10%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*MemoryGroup).GetStats
     0.01s 0.023% 84.59%      0.38s  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
     0.01s 0.023% 84.61%      0.43s  1.01%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
     0.01s 0.023% 84.64%      1.91s  4.47%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.(*runner).run
     0.01s 0.023% 84.66%      0.40s  0.94%  math/big.(*Int).QuoRem
     0.01s 0.023% 84.68%      2.74s  6.41%  math/big.nat.expNNMontgomery
