86.53MB of 86.53MB total (  100%)
Dropped 1280 nodes (cum <= 0.43MB)
      flat  flat%   sum%        cum   cum%
   34.01MB 39.30% 39.30%    36.79MB 42.51%  runtime.mapassign
   14.50MB 16.76% 56.06%    14.50MB 16.76%  runtime.rawstringtmp
    8.50MB  9.82% 65.88%     8.50MB  9.82%  runtime.makemap
    7.81MB  9.03% 74.91%     7.81MB  9.03%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.DiskStatsCopy1
    3.03MB  3.50% 78.41%     3.03MB  3.50%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
    2.98MB  3.45% 81.85%     2.98MB  3.45%  bytes.makeSlice
    2.78MB  3.21% 85.07%     2.78MB  3.21%  runtime.hashGrow
    1.55MB  1.79% 86.85%     1.55MB  1.79%  regexp.(*bitState).reset
    1.02MB  1.18% 88.04%     1.02MB  1.18%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*stream).merge
       1MB  1.16% 89.19%        1MB  1.16%  runtime.malg
    0.88MB  1.02% 90.21%     0.88MB  1.02%  compress/flate.NewWriter
    0.79MB  0.91% 91.13%     0.79MB  0.91%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
    0.60MB  0.69% 91.81%     0.60MB  0.69%  runtime.stringtoslicebyte
    0.58MB  0.67% 92.48%     0.58MB  0.67%  crypto/elliptic.initTable
    0.50MB  0.58% 93.06%     0.50MB  0.58%  github.com/openshift/origin/vendor/golang.org/x/net/http2.NewFramer.func1
    0.50MB  0.58% 93.64%     0.50MB  0.58%  encoding/pem.Decode
    0.50MB  0.58% 94.22%        1MB  1.16%  runtime.allocm
    0.50MB  0.58% 94.80%     0.50MB  0.58%  crypto/tls.(*Conn).readHandshake
    0.50MB  0.58% 95.38%    46.82MB 54.10%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
    0.50MB  0.58% 95.95%     0.50MB  0.58%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl/cmd.NewCmdExposeService
