timestamp_ms,raw_sockets,tcp_sockets,tcp_timewait_sockets,total_sockets,udp_sockets
1505941345000,0,7,139642271694849,291,2
1505941445000,0,7,139642271694852,291,2
1505941545000,0,6,139642271694848,289,2
1505941645000,0,7,139642271694848,293,2
1505941745000,0,7,139642271694850,289,2
1505941845000,0,11,139642271694850,317,5
1505941945000,0,10,139642271694848,313,5
1505942045000,0,9,139642271694848,311,5
1505942145000,0,9,139642271694848,312,5
1505942245000,0,9,139642271694848,311,5
1505942345000,0,9,139642271694848,311,5
1505942445000,0,9,139642271694850,311,5
1505942545000,0,9,139642271694848,311,5
1505942645000,0,9,139642271694848,311,5
1505942745000,0,9,139642271694848,311,5
1505942845000,0,17,139642271694854,509,5
1505942945000,0,29,139642271694848,704,5
1505943045000,0,61,139642271694862,1222,5
1505943145000,0,73,139642271694848,1417,5
1505943245000,0,93,139642271694851,1742,5
1505943345000,0,117,139642271694859,2073,5
1505943445000,0,141,139642271694857,2528,5
1505943545000,0,165,139642271694860,2920,5
1505943645000,0,193,139642271694863,3307,5
1505943745000,0,225,139642271694863,3887,5
1505943845000,0,257,139642271694866,4407,5
1505943945000,0,269,139642271694851,4602,5
1505944045000,0,297,139642271694866,5057,5
1505944145000,0,317,139642271694857,5382,5
1505944245000,0,339,139642271694868,5772,5
1505944345000,0,357,139642271694855,6034,5
1505944445000,0,385,139642271694860,6487,5
1505944545000,0,397,139642271694854,6684,5
1505944645000,0,433,139642271694866,7267,5
1505944745000,0,466,139642271694860,7795,5
1505944845000,0,493,139642271694865,8247,5
1505944945000,0,509,139642271694848,8502,5
1505945045000,0,521,139642271694851,8697,5
1505945145000,0,537,139642271694854,8958,5
1505945245000,0,553,139642271694860,9158,5
1505945345000,0,573,139642271694857,9542,5
1505945445000,0,581,139642271694851,9672,5
1505945545000,0,597,139642271694851,9933,5
1505945645000,0,609,139642271694851,10127,5
1505945745000,0,621,139642271694855,10322,5
1505945845000,0,645,139642271694860,10712,5
1505945945000,0,657,139642271694857,10907,5
1505946045000,0,697,139642271694863,11565,5
1505946145000,0,709,139642271694851,11753,5
1505946245000,0,733,139642271694854,12143,5
1505946345000,0,753,139642271694851,12468,5
1505946445000,0,761,139642271694851,12596,5
1505946545000,0,769,139642271694848,12728,5
1505946645000,0,781,139642271694851,12923,5
1505946745000,0,789,139642271694854,13053,5
1505946845000,0,805,139642271694857,13313,5
1505946945000,0,809,139642271694848,13378,5
1505947045000,0,825,139642271694853,13579,5
1505947145000,0,837,139642271694851,13833,5
1505947245000,0,849,139642271694857,13967,5
1505947345000,0,865,139642271694859,14227,5
1505947445000,0,877,139642271694851,14481,5
1505947545000,0,889,139642271694857,14678,5
1505947645000,0,913,139642271694862,15066,5
1505947745000,0,925,139642271694848,15262,5
1505947845000,0,953,139642271694869,15716,5
1505947945000,0,969,139642271694858,15976,5
1505948045000,0,977,139642271694848,16106,5
1505948145000,0,1001,139642271694851,16496,5
1505948245000,0,1009,139642271694848,16626,5
1505948345000,0,1009,139642271694848,16626,5
