timestamp_ms,fault_sec,majflt_sec,page_swaps_in_sec,page_swaps_out_sec,pgfree_sec,pgpgin_sec,pgpgout_sec,pgscand_sec,pgscank_sec,pgsteal_sec,vmeff_pct
1505941345000,7865.37,0.47,0.00,0.00,5673.02,1276.78,4558.31,0.00,0.00,0.00,0.00
1505941445000,13275.68,0.06,0.00,0.00,6511.47,141.04,7140.30,0.00,0.00,0.00,0.00
1505941545000,573.69,0.00,0.00,0.00,276.61,0.00,147.60,0.00,0.00,0.00,0.00
1505941645000,3159.92,0.01,0.00,0.00,1153.16,0.60,5.58,0.00,0.00,0.00,0.00
1505941745000,25026.91,0.05,0.00,0.00,9849.66,23.56,64.39,0.00,0.00,0.00,0.00
1505941845000,27203.81,0.30,0.00,0.00,12103.51,241.61,210.29,0.00,0.00,0.00,0.00
1505941945000,3374.24,0.00,0.00,0.00,1521.27,0.00,216.45,0.00,0.00,0.00,0.00
1505942045000,839.33,0.00,0.00,0.00,419.46,0.00,11.56,0.00,0.00,0.00,0.00
1505942145000,1118.67,0.00,0.00,0.00,814.96,0.36,2.78,0.00,0.00,0.00,0.00
1505942245000,1218.23,0.00,0.00,0.00,509.51,0.00,4.10,0.00,0.00,0.00,0.00
1505942345000,1203.30,0.00,0.00,0.00,489.48,0.00,2.50,0.00,0.00,0.00,0.00
1505942445000,1460.65,0.00,0.00,0.00,966.16,0.00,2.70,0.00,0.00,0.00,0.00
1505942545000,886.41,0.00,0.00,0.00,322.10,0.00,5.91,0.00,0.00,0.00,0.00
1505942645000,916.06,0.00,0.00,0.00,442.68,0.00,2.15,0.00,0.00,0.00,0.00
1505942745000,1004.56,0.00,0.00,0.00,525.84,0.00,2.49,0.00,0.00,0.00,0.00
1505942845000,4251.44,0.33,0.00,0.00,2482.38,273.98,30.55,0.00,0.00,0.00,0.00
1505942945000,7050.76,0.00,0.00,0.00,3754.63,0.00,40.50,0.00,0.00,0.00,0.00
1505943045000,15782.02,0.00,0.00,0.00,9187.30,0.00,74.35,0.00,0.00,0.00,0.00
1505943145000,8758.29,0.00,0.00,0.00,4835.61,0.00,55.66,0.00,0.00,0.00,0.00
1505943245000,12685.82,0.00,0.00,0.00,6733.88,0.00,57.55,0.00,0.00,0.00,0.00
1505943345000,14755.45,0.00,0.00,0.00,8723.28,0.00,62.71,0.00,0.00,0.00,0.00
1505943445000,17645.01,0.00,0.00,0.00,9789.88,0.00,91.63,0.00,0.00,0.00,0.00
1505943545000,18490.59,0.00,0.00,0.00,10424.81,0.00,78.94,0.00,0.00,0.00,0.00
1505943645000,21895.42,0.00,0.00,0.00,13412.03,0.00,90.46,0.00,0.00,0.00,0.00
1505943745000,50628.97,0.28,0.00,0.00,24441.52,253.56,221.21,0.00,0.00,0.00,0.00
1505943845000,28195.12,0.00,0.00,0.00,16793.31,0.16,117.48,0.00,0.00,0.00,0.00
1505943945000,19241.03,0.00,0.00,0.00,11177.24,0.00,72.46,0.00,0.00,0.00,0.00
1505944045000,28335.94,0.00,0.00,0.00,17270.30,0.00,85.88,0.00,0.00,0.00,0.00
1505944145000,27266.07,0.00,0.00,0.00,16756.26,0.00,76.64,0.00,0.00,0.00,0.00
1505944245000,30107.47,0.00,0.00,0.00,18416.32,0.00,90.59,0.00,0.00,0.00,0.00
1505944345000,27614.16,0.00,0.00,0.00,18928.08,0.00,76.38,0.00,0.00,0.00,0.00
1505944445000,33012.20,0.00,0.00,0.00,20310.69,0.00,102.13,0.00,0.00,0.00,0.00
1505944545000,29458.28,0.00,0.00,0.00,18657.43,0.00,72.68,0.00,0.00,0.00,0.00
1505944645000,40811.52,0.00,0.00,0.00,28030.21,0.00,128.44,0.00,0.00,0.00,0.00
1505944745000,41471.83,0.00,0.00,0.00,29749.37,0.00,126.71,0.00,0.00,0.00,0.00
1505944845000,45587.76,0.00,0.00,0.00,30206.67,0.00,138.39,0.00,0.00,0.00,0.00
1505944945000,35576.72,0.00,0.00,0.00,25872.86,0.00,92.90,0.00,0.00,0.00,0.00
1505945045000,35065.31,0.00,0.00,0.00,24858.11,0.00,61.05,0.00,0.00,0.00,0.00
1505945145000,38582.69,0.00,0.00,0.00,28178.23,0.00,72.72,0.00,0.00,0.00,0.00
1505945245000,38577.93,0.00,0.00,0.00,27969.48,0.16,91.07,0.00,0.00,0.00,0.00
1505945345000,43670.32,0.00,0.00,0.00,30493.89,0.00,100.80,0.00,0.00,0.00,0.00
1505945445000,38586.09,0.00,0.00,0.00,26956.33,0.00,85.64,0.00,0.00,0.00,0.00
1505945545000,42408.73,0.00,0.00,0.00,32413.32,0.00,127.68,0.00,0.00,0.00,0.00
1505945645000,42344.22,0.00,0.00,0.00,34567.93,0.00,82.38,0.00,0.00,0.00,0.00
1505945745000,42612.72,0.00,0.00,0.00,37001.41,0.00,84.79,0.00,0.00,0.00,0.00
1505945845000,50886.09,0.00,0.00,0.00,38131.55,0.00,116.16,0.00,0.00,0.00,0.00
1505945945000,45501.41,0.00,0.00,0.00,34046.44,0.00,95.59,0.00,0.00,0.00,0.00
1505946045000,58975.68,0.00,0.00,0.00,44242.96,0.00,150.66,0.00,0.00,0.00,0.00
1505946145000,52525.50,0.00,0.00,0.00,47502.31,0.00,118.50,0.00,0.00,0.00,0.00
1505946245000,57494.41,0.00,0.00,0.00,48387.84,0.00,124.13,0.00,0.00,0.00,0.00
1505946345000,48691.67,0.00,0.00,0.00,38513.19,0.00,93.66,0.00,0.00,0.00,0.00
1505946445000,47587.28,0.00,0.00,0.00,36143.07,0.00,60.84,0.00,0.00,0.00,0.00
1505946545000,51382.13,0.00,0.00,0.00,43474.52,0.00,71.40,0.00,0.00,0.00,0.00
1505946645000,53820.74,0.00,0.00,0.00,46170.38,0.00,106.56,0.00,0.00,0.00,0.00
1505946745000,52277.89,0.00,0.00,0.00,42708.46,0.00,71.20,0.00,0.00,0.00,0.00
1505946845000,56051.07,0.00,0.00,0.00,42949.95,0.00,87.21,0.00,0.00,0.00,0.00
1505946945000,52638.33,0.00,0.00,0.00,44616.72,0.00,76.46,0.00,0.00,0.00,0.00
1505947045000,55301.11,0.00,0.00,0.00,49236.11,0.00,88.80,0.00,0.00,0.00,0.00
1505947145000,57695.57,0.00,0.00,0.00,49257.16,0.00,114.29,0.00,0.00,0.00,0.00
1505947245000,58505.39,0.00,0.00,0.00,50771.18,0.00,62.80,0.00,0.00,0.00,0.00
1505947345000,63777.87,0.00,0.00,0.00,53689.89,0.00,114.27,0.00,0.00,0.00,0.00
1505947445000,63014.64,0.00,0.00,0.00,49497.40,0.00,106.57,0.00,0.00,0.00,0.00
1505947545000,65360.67,0.00,0.00,0.00,56265.92,0.00,94.15,0.00,0.00,0.00,0.00
1505947645000,69799.84,0.00,0.00,0.00,64171.59,0.00,123.51,0.00,0.00,0.00,0.00
1505947745000,68609.63,0.00,0.00,0.00,58404.27,0.00,136.89,0.00,0.00,0.00,0.00
1505947845000,77343.08,0.00,0.00,0.00,65661.07,0.00,128.12,0.00,0.00,0.00,0.00
1505947945000,74268.36,0.00,0.00,0.00,63480.39,0.16,165.46,0.00,0.00,0.00,0.00
1505948045000,64762.91,0.00,0.00,0.00,56049.97,0.00,91.59,0.00,0.00,0.00,0.00
