timestamp_ms,commit_pct,hugeused_pct,kbactive,kbanonpg,kbbuffers,kbcached,kbcommit,kbdirty,kbhugefree,kbhugeused,kbinactive,kbkstack,kbmemfree,kbmemused,kbpgtbl,kbslab,kbswpcad,kbswpfree,kbswpused,kbvmused,memused_pct,swpcad_pct,swpused_pct
1505941345000,4.89,0.00,277432,128344,2124,502048,795892,1544,0,0,338564,3440,15406196,860492,5980,80292,0,0,0,39464,5.29,0.00,0.00
1505941445000,4.95,0.00,1039204,138416,2124,1227164,805628,12440,0,0,311744,3440,14626240,1640448,6284,120604,0,0,0,39464,10.08,0.00,0.00
1505941545000,4.89,0.00,1033128,131312,2124,1227340,795964,44,0,0,311136,3344,14633196,1633492,5680,120784,0,0,0,39464,10.04,0.00,0.00
1505941645000,5.22,0.00,1078048,173608,2124,1227996,848412,1744,0,0,309148,3392,14582904,1683784,6808,126676,0,0,0,39464,10.35,0.00,0.00
1505941745000,4.98,0.00,1037320,129780,2124,1231844,810480,2456,0,0,310032,3440,14617716,1648972,6312,131776,0,0,0,39464,10.14,0.00,0.00
1505941845000,5.13,0.00,1095768,180700,2124,1259160,835100,18748,0,0,288620,3552,14526128,1740560,6376,142892,0,0,0,39464,10.70,0.00,0.00
1505941945000,5.19,0.00,1102284,187304,2124,1259340,843484,500,0,0,288612,3520,14518160,1748528,6152,144252,0,0,0,39464,10.75,0.00,0.00
1505942045000,5.19,0.00,1102692,187720,2124,1259400,843624,24,0,0,288612,3488,14519572,1747116,5852,143744,0,0,0,39464,10.74,0.00,0.00
1505942145000,5.20,0.00,1105612,190480,2124,1259512,846364,24,0,0,288640,3488,14516444,1750244,5940,143604,0,0,0,39464,10.76,0.00,0.00
1505942245000,5.24,0.00,1105292,190112,2124,1259624,852880,36,0,0,288652,3456,14516872,1749816,5860,143516,0,0,0,39464,10.76,0.00,0.00
1505942345000,5.24,0.00,1105496,190252,2124,1259700,852880,20,0,0,288660,3456,14516936,1749752,5860,143468,0,0,0,39512,10.76,0.00,0.00
1505942445000,5.26,0.00,1139548,189684,2124,1259932,855344,172,0,0,254328,3456,14516960,1749728,5864,143444,0,0,0,39512,10.76,0.00,0.00
1505942545000,5.26,0.00,1139732,189788,2124,1260028,855344,32,0,0,254340,3456,14516712,1749976,5864,143444,0,0,0,39512,10.76,0.00,0.00
1505942645000,5.26,0.00,1139892,189884,2124,1260108,855344,24,0,0,254352,3456,14516564,1750124,5864,143468,0,0,0,39512,10.76,0.00,0.00
1505942745000,5.26,0.00,1140008,189936,2124,1260176,855344,20,0,0,254360,3456,14516532,1750156,5864,143544,0,0,0,39512,10.76,0.00,0.00
1505942845000,9.81,0.00,1249528,288316,2124,1297208,1596076,196,0,0,280196,4864,14366472,1900216,7376,147624,0,0,0,39580,11.68,0.00,0.00
1505942945000,16.49,0.00,1402156,439884,2124,1298704,2682912,44,0,0,280668,6880,14193316,2073372,9508,154688,0,0,0,39704,12.75,0.00,0.00
1505943045000,34.23,0.00,1782608,817496,2124,1302952,5568668,548,0,0,281868,12336,13760236,2506452,15048,173952,0,0,0,39876,15.41,0.00,0.00
1505943145000,40.94,0.00,1920716,954492,2124,1304664,6659792,120,0,0,282440,14400,13601852,2664836,17132,181676,0,0,0,40152,16.38,0.00,0.00
1505943245000,52.12,0.00,2165684,1197956,2124,1307440,8478628,272,0,0,283428,17824,13322376,2944312,20612,195060,0,0,0,40296,18.10,0.00,0.00
1505943345000,63.87,0.00,2412512,1442520,2124,1310588,10390080,632,0,0,284440,21344,13039764,3226924,24788,210048,0,0,0,44528,19.84,0.00,0.00
1505943445000,78.45,0.00,2707288,1734576,2124,1314912,12761396,612,0,0,285848,25840,12696924,3569764,29136,229108,0,0,0,44736,21.95,0.00,0.00
1505943545000,91.70,0.00,2971508,1998528,2124,1318820,14916968,748,0,0,287204,30160,12390904,3875784,33424,245608,0,0,0,44896,23.83,0.00,0.00
