timestamp_ms,all_interrupts
1505941345000,2094.93
1505941445000,2503.97
1505941545000,1203.84
1505941645000,1335.11
1505941745000,2801.92
1505941845000,3096.40
1505941945000,1681.20
1505942045000,1533.90
1505942145000,1524.05
1505942245000,1514.39
1505942345000,1516.89
1505942445000,1522.97
1505942545000,1462.38
1505942645000,1455.45
1505942745000,1475.55
1505942845000,2161.48
1505942945000,2744.66
1505943045000,4274.13
1505943145000,3121.26
1505943245000,3749.46
1505943345000,4017.02
1505943445000,4751.46
1505943545000,4743.32
1505943645000,5241.53
1505943745000,7212.92
1505943845000,6318.56
1505943945000,4850.74
1505944045000,6212.55
1505944145000,5937.39
1505944245000,6389.65
1505944345000,6018.14
1505944445000,7084.00
1505944545000,6114.54
1505944645000,8161.89
1505944745000,8163.99
1505944845000,8945.06
1505944945000,7261.43
1505945045000,7251.74
1505945145000,7834.98
1505945245000,7840.14
1505945345000,8738.26
1505945445000,8000.51
1505945545000,8657.12
1505945645000,8548.18
1505945745000,8889.44
1505945845000,10387.10
1505945945000,9627.01
1505946045000,11820.95
1505946145000,10667.30
1505946245000,11485.96
1505946345000,10230.78
1505946445000,9673.71
1505946545000,10676.11
1505946645000,11666.56
1505946745000,11022.19
1505946845000,11332.34
1505946945000,10864.47
1505947045000,11652.73
1505947145000,12097.49
1505947245000,12157.54
1505947345000,14307.10
1505947445000,12985.64
1505947545000,14341.01
1505947645000,15605.82
1505947745000,14802.86
1505947845000,17438.33
1505947945000,16091.18
1505948045000,14064.52
1505948145000,16776.76
1505948245000,13163.27
1505948345000,12381.62
