33133.96kB of 33133.96kB total (  100%)
Dropped 1259 nodes (cum <= 165.67kB)
      flat  flat%   sum%        cum   cum%
 8079.94kB 24.39% 24.39%  8079.94kB 24.39%  runtime.hashGrow
 6637.26kB 20.03% 44.42%  6637.26kB 20.03%  bytes.makeSlice
 3108.13kB  9.38% 53.80%  3108.13kB  9.38%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
 3073.09kB  9.27% 63.07% 11153.03kB 33.66%  runtime.mapassign
 2048.16kB  6.18% 69.25%  2048.16kB  6.18%  runtime.rawstringtmp
 1542.01kB  4.65% 73.91%  4650.14kB 14.03%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.newSummary
 1024.88kB  3.09% 77.00%  1024.88kB  3.09%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
 1024.47kB  3.09% 80.09%  1024.47kB  3.09%  reflect.unsafe_New
  809.97kB  2.44% 82.54%   809.97kB  2.44%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
  636.73kB  1.92% 84.46%   636.73kB  1.92%  runtime.makechan
  528.17kB  1.59% 86.05%   528.17kB  1.59%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.newFramer
  524.09kB  1.58% 87.63%   524.09kB  1.58%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*stream).merge
  512.28kB  1.55% 89.18%   512.28kB  1.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl/cmd.NewCmdCreateRole
  512.28kB  1.55% 90.73%  1024.33kB  3.09%  os.(*File).readdir
  512.20kB  1.55% 92.27%   512.20kB  1.55%  runtime.malg
  512.12kB  1.55% 93.82%   512.12kB  1.55%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer.newCodecFactory
  512.08kB  1.55% 95.36%  1024.52kB  3.09%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).VarPF
  512.05kB  1.55% 96.91%   512.05kB  1.55%  syscall.ByteSliceFromString
  512.03kB  1.55% 98.45%   512.03kB  1.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/api/v1.DeepCopy_v1_PodSecurityContext
  512.02kB  1.55%   100%   512.02kB  1.55%  math/big.nat.setUint64
         0     0%   100%  4435.11kB 13.39%  bytes.(*Buffer).ReadFrom
         0     0%   100%  2202.16kB  6.65%  bytes.(*Buffer).WriteString
         0     0%   100%  2202.16kB  6.65%  bytes.(*Buffer).grow
         0     0%   100%   512.02kB  1.55%  crypto/tls.(*Conn).Handshake
         0     0%   100%   512.02kB  1.55%  crypto/tls.(*Conn).clientHandshake
         0     0%   100%   512.02kB  1.55%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0%   100%   512.02kB  1.55%  crypto/x509.(*CertPool).AppendCertsFromPEM
         0     0%   100%   512.02kB  1.55%  crypto/x509.(*Certificate).Verify
         0     0%   100%   512.02kB  1.55%  crypto/x509.ParseCertificate
         0     0%   100%   512.02kB  1.55%  crypto/x509.initSystemRoots
         0     0%   100%   512.02kB  1.55%  crypto/x509.loadSystemRoots
         0     0%   100%   512.02kB  1.55%  crypto/x509.parseCertificate
