28855.87kB of 28855.87kB total (  100%)
Dropped 1263 nodes (cum <= 144.28kB)
      flat  flat%   sum%        cum   cum%
    6365kB 22.06% 22.06%     6365kB 22.06%  runtime.hashGrow
 6123.26kB 21.22% 43.28%  6123.26kB 21.22%  bytes.makeSlice
 3108.13kB 10.77% 54.05%  3108.13kB 10.77%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
 3073.09kB 10.65% 64.70%  9438.09kB 32.71%  runtime.mapassign
 1542.01kB  5.34% 70.04%  4650.14kB 16.12%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.newSummary
 1536.15kB  5.32% 75.37%  1536.15kB  5.32%  runtime.rawstringtmp
 1024.47kB  3.55% 78.92%  1024.47kB  3.55%  reflect.unsafe_New
  809.97kB  2.81% 81.72%   809.97kB  2.81%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
  636.73kB  2.21% 83.93%   636.73kB  2.21%  runtime.makechan
  528.17kB  1.83% 85.76%   528.17kB  1.83%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.newFramer
  524.09kB  1.82% 87.58%   524.09kB  1.82%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*stream).merge
  512.28kB  1.78% 89.35%   512.28kB  1.78%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl/cmd.NewCmdCreateRole
  512.20kB  1.78% 91.13%   512.20kB  1.78%  runtime.malg
  512.12kB  1.77% 92.90%   512.12kB  1.77%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer.newCodecFactory
  512.08kB  1.77% 94.68%  1024.52kB  3.55%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).VarPF
  512.06kB  1.77% 96.45%   512.06kB  1.77%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.DiskStatsCopy1
  512.03kB  1.77% 98.23%   512.03kB  1.77%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/api/v1.DeepCopy_v1_PodSecurityContext
  512.02kB  1.77%   100%   512.02kB  1.77%  math/big.nat.setUint64
         0     0%   100%  3921.11kB 13.59%  bytes.(*Buffer).ReadFrom
         0     0%   100%  2202.16kB  7.63%  bytes.(*Buffer).WriteString
         0     0%   100%  2202.16kB  7.63%  bytes.(*Buffer).grow
         0     0%   100%   512.02kB  1.77%  crypto/tls.(*Conn).Handshake
         0     0%   100%   512.02kB  1.77%  crypto/tls.(*Conn).clientHandshake
         0     0%   100%   512.02kB  1.77%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0%   100%   512.02kB  1.77%  crypto/x509.(*CertPool).AppendCertsFromPEM
         0     0%   100%   512.02kB  1.77%  crypto/x509.(*Certificate).Verify
         0     0%   100%   512.02kB  1.77%  crypto/x509.ParseCertificate
         0     0%   100%   512.02kB  1.77%  crypto/x509.initSystemRoots
         0     0%   100%   512.02kB  1.77%  crypto/x509.loadSystemRoots
         0     0%   100%   512.02kB  1.77%  crypto/x509.parseCertificate
         0     0%   100%   512.02kB  1.77%  crypto/x509.systemRootsPool
         0     0%   100%   512.02kB  1.77%  encoding/asn1.Unmarshal
         0     0%   100%   512.02kB  1.77%  encoding/asn1.UnmarshalWithParams
         0     0%   100%   512.02kB  1.77%  encoding/asn1.parseField
         0     0%   100%   512.02kB  1.77%  encoding/asn1.parsePrintableString
         0     0%   100%   512.02kB  1.77%  encoding/asn1.parseSequenceOf
         0     0%   100%   513.12kB  1.78%  encoding/gob.Register
         0     0%   100%   513.12kB  1.78%  encoding/gob.RegisterName
         0     0%   100%   513.12kB  1.78%  encoding/gob.init
         0     0%   100%   513.12kB  1.78%  encoding/gob.init.2
         0     0%   100%   513.12kB  1.78%  encoding/gob.registerBasics
         0     0%   100%  1024.12kB  3.55%  fmt.Sprintf
         0     0%   100%  1568.40kB  5.44%  github.com/openshift/origin/pkg/api/install.init
         0     0%   100%   515.19kB  1.79%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.Install
         0     0%   100%   515.19kB  1.79%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/scheme.Install
         0     0%   100%   515.19kB  1.79%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/scheme.init
         0     0%   100%   515.19kB  1.79%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/scheme.init.1
         0     0%   100%   515.19kB  1.79%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/typed/authorization/internalversion.init
         0     0%   100%   514.38kB  1.78%  github.com/openshift/origin/pkg/build/apis/build.addKnownTypes
         0     0%   100%   514.38kB  1.78%  github.com/openshift/origin/pkg/build/apis/build/install.Install
         0     0%   100%  1097.69kB  3.80%  github.com/openshift/origin/pkg/build/apis/build/v1.init
         0     0%   100%  1097.69kB  3.80%  github.com/openshift/origin/pkg/build/apis/build/v1.init.1
         0     0%   100%  1097.69kB  3.80%  github.com/openshift/origin/pkg/build/apis/build/validation.init
         0     0%   100%  1097.69kB  3.80%  github.com/openshift/origin/pkg/build/builder/cmd.init
         0     0%   100%   514.38kB  1.78%  github.com/openshift/origin/pkg/build/client.init
         0     0%   100%   514.38kB  1.78%  github.com/openshift/origin/pkg/build/generated/internalclientset/scheme.Install
         0     0%   100%   514.38kB  1.78%  github.com/openshift/origin/pkg/build/generated/internalclientset/scheme.init
         0     0%   100%   514.38kB  1.78%  github.com/openshift/origin/pkg/build/generated/internalclientset/scheme.init.1
         0     0%   100%   514.38kB  1.78%  github.com/openshift/origin/pkg/build/generated/internalclientset/typed/build/internalversion.init
         0     0%   100%  1568.40kB  5.44%  github.com/openshift/origin/pkg/client/testclient.init
         0     0%   100%  4213.68kB 14.60%  github.com/openshift/origin/pkg/cmd/infra/builder.init
         0     0%   100%  2048.90kB  7.10%  github.com/openshift/origin/pkg/cmd/openshift.CommandFor
         0     0%   100%  2048.90kB  7.10%  github.com/openshift/origin/pkg/cmd/openshift.NewCommandOpenShift
         0     0%   100% 10741.20kB 37.22%  github.com/openshift/origin/pkg/cmd/openshift.init
         0     0%   100%  1095.88kB  3.80%  github.com/openshift/origin/pkg/cmd/server/admin.init
