25564.04kB of 25564.04kB total (  100%)
Dropped 1088 nodes (cum <= 127.82kB)
      flat  flat%   sum%        cum   cum%
 6336.97kB 24.79% 24.79%  6336.97kB 24.79%  runtime.hashGrow
 3367.67kB 13.17% 37.96%  3367.67kB 13.17%  bytes.makeSlice
 3108.13kB 12.16% 50.12%  3108.13kB 12.16%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
 2560.95kB 10.02% 60.14%  8897.92kB 34.81%  runtime.mapassign
 1542.01kB  6.03% 66.17%  4650.14kB 18.19%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.newSummary
    1028kB  4.02% 70.19%     1028kB  4.02%  github.com/openshift/origin/vendor/github.com/google/cadvisor/summary.(*StatsSummary).AddSample
 1024.12kB  4.01% 74.20%  1024.12kB  4.01%  runtime.rawstringtmp
  809.97kB  3.17% 77.37%   809.97kB  3.17%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
  636.73kB  2.49% 79.86%   636.73kB  2.49%  runtime.makechan
  528.17kB  2.07% 81.92%   528.17kB  2.07%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.newFramer
  524.09kB  2.05% 83.97%   524.09kB  2.05%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*stream).merge
  512.44kB  2.00% 85.98%   512.44kB  2.00%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
  512.28kB  2.00% 87.98%   512.28kB  2.00%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl/cmd.NewCmdCreateRole
  512.20kB  2.00% 89.98%   512.20kB  2.00%  runtime.malg
  512.12kB  2.00% 91.99%   512.12kB  2.00%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer.newCodecFactory
  512.08kB  2.00% 93.99%  1024.52kB  4.01%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).VarPF
  512.03kB  2.00% 95.99%   512.03kB  2.00%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/api/v1.DeepCopy_v1_PodSecurityContext
  512.03kB  2.00% 98.00%  1024.23kB  4.01%  runtime.systemstack
  512.02kB  2.00%   100%   512.02kB  2.00%  math/big.nat.setUint64
         0     0%   100%  2644.87kB 10.35%  bytes.(*Buffer).ReadFrom
         0     0%   100%   722.81kB  2.83%  bytes.(*Buffer).WriteString
         0     0%   100%   722.81kB  2.83%  bytes.(*Buffer).grow
         0     0%   100%   512.02kB  2.00%  crypto/tls.(*Conn).Handshake
         0     0%   100%   512.02kB  2.00%  crypto/tls.(*Conn).clientHandshake
         0     0%   100%   512.02kB  2.00%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0%   100%   512.02kB  2.00%  crypto/x509.(*CertPool).AppendCertsFromPEM
         0     0%   100%   512.02kB  2.00%  crypto/x509.(*Certificate).Verify
         0     0%   100%   512.02kB  2.00%  crypto/x509.ParseCertificate
         0     0%   100%   512.02kB  2.00%  crypto/x509.initSystemRoots
         0     0%   100%   512.02kB  2.00%  crypto/x509.loadSystemRoots
         0     0%   100%   512.02kB  2.00%  crypto/x509.parseCertificate
         0     0%   100%   512.02kB  2.00%  crypto/x509.systemRootsPool
         0     0%   100%   512.02kB  2.00%  encoding/asn1.Unmarshal
         0     0%   100%   512.02kB  2.00%  encoding/asn1.UnmarshalWithParams
         0     0%   100%   512.02kB  2.00%  encoding/asn1.parseField
         0     0%   100%   512.02kB  2.00%  encoding/asn1.parsePrintableString
         0     0%   100%   512.02kB  2.00%  encoding/asn1.parseSequenceOf
         0     0%   100%   513.12kB  2.01%  encoding/gob.Register
         0     0%   100%   513.12kB  2.01%  encoding/gob.RegisterName
         0     0%   100%   513.12kB  2.01%  encoding/gob.init
         0     0%   100%   513.12kB  2.01%  encoding/gob.init.2
         0     0%   100%   513.12kB  2.01%  encoding/gob.registerBasics
         0     0%   100%   512.10kB  2.00%  fmt.Sprintf
         0     0%   100%  1568.40kB  6.14%  github.com/openshift/origin/pkg/api/install.init
         0     0%   100%   515.19kB  2.02%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.Install
         0     0%   100%   515.19kB  2.02%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/scheme.Install
         0     0%   100%   515.19kB  2.02%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/scheme.init
         0     0%   100%   515.19kB  2.02%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/scheme.init.1
         0     0%   100%   515.19kB  2.02%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/typed/authorization/internalversion.init
         0     0%   100%   514.38kB  2.01%  github.com/openshift/origin/pkg/build/apis/build.addKnownTypes
         0     0%   100%   514.38kB  2.01%  github.com/openshift/origin/pkg/build/apis/build/install.Install
         0     0%   100%  1097.69kB  4.29%  github.com/openshift/origin/pkg/build/apis/build/v1.init
         0     0%   100%  1097.69kB  4.29%  github.com/openshift/origin/pkg/build/apis/build/v1.init.1
         0     0%   100%  1097.69kB  4.29%  github.com/openshift/origin/pkg/build/apis/build/validation.init
         0     0%   100%  1097.69kB  4.29%  github.com/openshift/origin/pkg/build/builder/cmd.init
         0     0%   100%   514.38kB  2.01%  github.com/openshift/origin/pkg/build/client.init
         0     0%   100%   514.38kB  2.01%  github.com/openshift/origin/pkg/build/generated/internalclientset/scheme.Install
         0     0%   100%   514.38kB  2.01%  github.com/openshift/origin/pkg/build/generated/internalclientset/scheme.init
         0     0%   100%   514.38kB  2.01%  github.com/openshift/origin/pkg/build/generated/internalclientset/scheme.init.1
         0     0%   100%   514.38kB  2.01%  github.com/openshift/origin/pkg/build/generated/internalclientset/typed/build/internalversion.init
         0     0%   100%  1568.40kB  6.14%  github.com/openshift/origin/pkg/client/testclient.init
         0     0%   100%  4213.68kB 16.48%  github.com/openshift/origin/pkg/cmd/infra/builder.init
         0     0%   100%  2048.90kB  8.01%  github.com/openshift/origin/pkg/cmd/openshift.CommandFor
         0     0%   100%  2048.90kB  8.01%  github.com/openshift/origin/pkg/cmd/openshift.NewCommandOpenShift
         0     0%   100% 10741.20kB 42.02%  github.com/openshift/origin/pkg/cmd/openshift.init
         0     0%   100%  1095.88kB  4.29%  github.com/openshift/origin/pkg/cmd/server/admin.init
         0     0%   100%  1032.02kB  4.04%  github.com/openshift/origin/pkg/cmd/server/api/install.init
         0     0%   100%  1032.02kB  4.04%  github.com/openshift/origin/pkg/cmd/server/api/v1.init
         0     0%   100%  1032.02kB  4.04%  github.com/openshift/origin/pkg/cmd/server/bootstrappolicy.init
         0     0%   100%  1095.88kB  4.29%  github.com/openshift/origin/pkg/cmd/server/kubernetes/master.init
         0     0%   100%  2694.86kB 10.54%  github.com/openshift/origin/pkg/cmd/server/kubernetes/node.(*NodeConfig).RunKubelet.func1
         0     0%   100%  1095.88kB  4.29%  github.com/openshift/origin/pkg/cmd/server/origin/rest.init
         0     0%   100%  3442.90kB 13.47%  github.com/openshift/origin/pkg/cmd/server/start.init
         0     0%   100%   512.08kB  2.00%  github.com/openshift/origin/pkg/cmd/util/clientcmd.DefaultClientConfig
         0     0%   100%   512.08kB  2.00%  github.com/openshift/origin/pkg/cmd/util/clientcmd.New
         0     0%   100%   512.08kB  2.00%  github.com/openshift/origin/pkg/cmd/util/clientcmd.NewClientAccessFactory
         0     0%   100%   512.08kB  2.00%  github.com/openshift/origin/pkg/cmd/util/clientcmd.NewFactory
         0     0%   100%  2083.59kB  8.15%  github.com/openshift/origin/pkg/cmd/util/clientcmd.init
         0     0%   100%   518.02kB  2.03%  github.com/openshift/origin/pkg/cmd/util/docker.init
