26700.10kB of 26700.10kB total (  100%)
Dropped 1140 nodes (cum <= 133.50kB)
      flat  flat%   sum%        cum   cum%
 5820.34kB 21.80% 21.80%  5820.34kB 21.80%  runtime.hashGrow
 3996.06kB 14.97% 36.77%  3996.06kB 14.97%  bytes.makeSlice
 3108.13kB 11.64% 48.41%  3108.13kB 11.64%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
 3073.05kB 11.51% 59.92%  8893.38kB 33.31%  runtime.mapassign
 1542.01kB  5.78% 65.69%  4650.14kB 17.42%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.newSummary
 1536.13kB  5.75% 71.44%  1536.13kB  5.75%  runtime.rawstringtmp
    1028kB  3.85% 75.29%     1028kB  3.85%  github.com/openshift/origin/vendor/github.com/google/cadvisor/summary.(*StatsSummary).AddSample
  809.97kB  3.03% 78.33%   809.97kB  3.03%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
  636.73kB  2.38% 80.71%   636.73kB  2.38%  runtime.makechan
  528.17kB  1.98% 82.69%   528.17kB  1.98%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.newFramer
  524.09kB  1.96% 84.65%   524.09kB  1.96%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*stream).merge
  512.44kB  1.92% 86.57%  1024.54kB  3.84%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
  512.28kB  1.92% 88.49%   512.28kB  1.92%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl/cmd.NewCmdCreateRole
  512.23kB  1.92% 90.41%   512.23kB  1.92%  reflect.unsafe_New
  512.20kB  1.92% 92.33%   512.20kB  1.92%  runtime.malg
  512.12kB  1.92% 94.25%   512.12kB  1.92%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer.newCodecFactory
  512.08kB  1.92% 96.16%  1024.52kB  3.84%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).VarPF
  512.03kB  1.92% 98.08%   512.03kB  1.92%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/api/v1.DeepCopy_v1_PodSecurityContext
  512.02kB  1.92%   100%   512.02kB  1.92%  math/big.nat.setUint64
         0     0%   100%  3019.17kB 11.31%  bytes.(*Buffer).ReadFrom
         0     0%   100%   976.89kB  3.66%  bytes.(*Buffer).WriteString
         0     0%   100%   976.89kB  3.66%  bytes.(*Buffer).grow
         0     0%   100%   512.02kB  1.92%  crypto/tls.(*Conn).Handshake
         0     0%   100%   512.02kB  1.92%  crypto/tls.(*Conn).clientHandshake
         0     0%   100%   512.02kB  1.92%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0%   100%   512.02kB  1.92%  crypto/x509.(*CertPool).AppendCertsFromPEM
         0     0%   100%   512.02kB  1.92%  crypto/x509.(*Certificate).Verify
         0     0%   100%   512.02kB  1.92%  crypto/x509.ParseCertificate
         0     0%   100%   512.02kB  1.92%  crypto/x509.initSystemRoots
         0     0%   100%   512.02kB  1.92%  crypto/x509.loadSystemRoots
         0     0%   100%   512.02kB  1.92%  crypto/x509.parseCertificate
         0     0%   100%   512.02kB  1.92%  crypto/x509.systemRootsPool
         0     0%   100%   512.02kB  1.92%  encoding/asn1.Unmarshal
         0     0%   100%   512.02kB  1.92%  encoding/asn1.UnmarshalWithParams
         0     0%   100%   512.02kB  1.92%  encoding/asn1.parseField
         0     0%   100%   512.02kB  1.92%  encoding/asn1.parsePrintableString
         0     0%   100%   512.02kB  1.92%  encoding/asn1.parseSequenceOf
         0     0%   100%   513.12kB  1.92%  encoding/gob.Register
         0     0%   100%   513.12kB  1.92%  encoding/gob.RegisterName
         0     0%   100%   513.12kB  1.92%  encoding/gob.init
         0     0%   100%   513.12kB  1.92%  encoding/gob.init.2
         0     0%   100%   513.12kB  1.92%  encoding/gob.registerBasics
         0     0%   100%   512.10kB  1.92%  fmt.Sprintf
         0     0%   100%  1568.40kB  5.87%  github.com/openshift/origin/pkg/api/install.init
         0     0%   100%   515.19kB  1.93%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.Install
         0     0%   100%   515.19kB  1.93%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/scheme.Install
         0     0%   100%   515.19kB  1.93%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/scheme.init
         0     0%   100%   515.19kB  1.93%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/scheme.init.1
         0     0%   100%   515.19kB  1.93%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/typed/authorization/internalversion.init
         0     0%   100%   514.38kB  1.93%  github.com/openshift/origin/pkg/build/apis/build.addKnownTypes
         0     0%   100%   514.38kB  1.93%  github.com/openshift/origin/pkg/build/apis/build/install.Install
         0     0%   100%  1097.69kB  4.11%  github.com/openshift/origin/pkg/build/apis/build/v1.init
         0     0%   100%  1097.69kB  4.11%  github.com/openshift/origin/pkg/build/apis/build/v1.init.1
         0     0%   100%  1097.69kB  4.11%  github.com/openshift/origin/pkg/build/apis/build/validation.init
         0     0%   100%  1097.69kB  4.11%  github.com/openshift/origin/pkg/build/builder/cmd.init
         0     0%   100%   514.38kB  1.93%  github.com/openshift/origin/pkg/build/client.init
         0     0%   100%   514.38kB  1.93%  github.com/openshift/origin/pkg/build/generated/internalclientset/scheme.Install
         0     0%   100%   514.38kB  1.93%  github.com/openshift/origin/pkg/build/generated/internalclientset/scheme.init
         0     0%   100%   514.38kB  1.93%  github.com/openshift/origin/pkg/build/generated/internalclientset/scheme.init.1
         0     0%   100%   514.38kB  1.93%  github.com/openshift/origin/pkg/build/generated/internalclientset/typed/build/internalversion.init
         0     0%   100%  1568.40kB  5.87%  github.com/openshift/origin/pkg/client/testclient.init
         0     0%   100%  4213.68kB 15.78%  github.com/openshift/origin/pkg/cmd/infra/builder.init
         0     0%   100%  2048.90kB  7.67%  github.com/openshift/origin/pkg/cmd/openshift.CommandFor
         0     0%   100%  2048.90kB  7.67%  github.com/openshift/origin/pkg/cmd/openshift.NewCommandOpenShift
         0     0%   100% 10741.20kB 40.23%  github.com/openshift/origin/pkg/cmd/openshift.init
         0     0%   100%  1095.88kB  4.10%  github.com/openshift/origin/pkg/cmd/server/admin.init
         0     0%   100%  1032.02kB  3.87%  github.com/openshift/origin/pkg/cmd/server/api/install.init
         0     0%   100%  1032.02kB  3.87%  github.com/openshift/origin/pkg/cmd/server/api/v1.init
         0     0%   100%  1032.02kB  3.87%  github.com/openshift/origin/pkg/cmd/server/bootstrappolicy.init
         0     0%   100%  1095.88kB  4.10%  github.com/openshift/origin/pkg/cmd/server/kubernetes/master.init
         0     0%   100%  2694.86kB 10.09%  github.com/openshift/origin/pkg/cmd/server/kubernetes/node.(*NodeConfig).RunKubelet.func1
         0     0%   100%  1095.88kB  4.10%  github.com/openshift/origin/pkg/cmd/server/origin/rest.init
         0     0%   100%  3442.90kB 12.89%  github.com/openshift/origin/pkg/cmd/server/start.init
         0     0%   100%   512.08kB  1.92%  github.com/openshift/origin/pkg/cmd/util/clientcmd.DefaultClientConfig
         0     0%   100%   512.08kB  1.92%  github.com/openshift/origin/pkg/cmd/util/clientcmd.New
         0     0%   100%   512.08kB  1.92%  github.com/openshift/origin/pkg/cmd/util/clientcmd.NewClientAccessFactory
         0     0%   100%   512.08kB  1.92%  github.com/openshift/origin/pkg/cmd/util/clientcmd.NewFactory
