25609.81kB of 25609.81kB total (  100%)
Dropped 1010 nodes (cum <= 128.05kB)
      flat  flat%   sum%        cum   cum%
 5820.34kB 22.73% 22.73%  5820.34kB 22.73%  runtime.hashGrow
 3108.13kB 12.14% 34.86%  3108.13kB 12.14%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
 2561.02kB 10.00% 44.86%  8381.35kB 32.73%  runtime.mapassign
 2396.39kB  9.36% 54.22%  2396.39kB  9.36%  bytes.makeSlice
 1542.01kB  6.02% 60.24%  4650.14kB 18.16%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.newSummary
 1024.90kB  4.00% 64.24%  1024.90kB  4.00%  github.com/openshift/origin/vendor/github.com/google/cadvisor/summary.(*StatsSummary).AddSample
 1024.88kB  4.00% 68.25%  2048.91kB  8.00%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
 1024.12kB  4.00% 72.24%  1024.12kB  4.00%  runtime.rawstringtmp
  809.97kB  3.16% 75.41%   809.97kB  3.16%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
  636.73kB  2.49% 77.89%   636.73kB  2.49%  runtime.makechan
  528.17kB  2.06% 79.96%   528.17kB  2.06%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.newFramer
  524.09kB  2.05% 82.00%   524.09kB  2.05%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*stream).merge
  512.28kB  2.00% 84.00%   512.28kB  2.00%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils.(*TimedStore).Add
  512.28kB  2.00% 86.00%   512.28kB  2.00%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl/cmd.NewCmdCreateRole
  512.20kB  2.00% 88.00%   512.20kB  2.00%  runtime.malg
  512.12kB  2.00% 90.00%   512.12kB  2.00%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer.newCodecFactory
  512.08kB  2.00% 92.00%  1024.52kB  4.00%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).VarPF
  512.03kB  2.00% 94.00%   512.03kB  2.00%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/api/v1.DeepCopy_v1_PodSecurityContext
  512.02kB  2.00% 96.00%   512.02kB  2.00%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.DiskStatsCopy1
  512.02kB  2.00% 98.00%   512.02kB  2.00%  math/big.nat.setUint64
  512.02kB  2.00%   100%   512.02kB  2.00%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.setCpuStats
         0     0%   100%  1834.90kB  7.16%  bytes.(*Buffer).ReadFrom
         0     0%   100%   561.50kB  2.19%  bytes.(*Buffer).WriteString
         0     0%   100%   561.50kB  2.19%  bytes.(*Buffer).grow
         0     0%   100%   512.02kB  2.00%  crypto/tls.(*Conn).Handshake
         0     0%   100%   512.02kB  2.00%  crypto/tls.(*Conn).clientHandshake
         0     0%   100%   512.02kB  2.00%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0%   100%   512.02kB  2.00%  crypto/x509.(*CertPool).AppendCertsFromPEM
         0     0%   100%   512.02kB  2.00%  crypto/x509.(*Certificate).Verify
         0     0%   100%   512.02kB  2.00%  crypto/x509.ParseCertificate
         0     0%   100%   512.02kB  2.00%  crypto/x509.initSystemRoots
         0     0%   100%   512.02kB  2.00%  crypto/x509.loadSystemRoots
         0     0%   100%   512.02kB  2.00%  crypto/x509.parseCertificate
         0     0%   100%   512.02kB  2.00%  crypto/x509.systemRootsPool
         0     0%   100%   512.02kB  2.00%  encoding/asn1.Unmarshal
         0     0%   100%   512.02kB  2.00%  encoding/asn1.UnmarshalWithParams
         0     0%   100%   512.02kB  2.00%  encoding/asn1.parseField
         0     0%   100%   512.02kB  2.00%  encoding/asn1.parsePrintableString
         0     0%   100%   512.02kB  2.00%  encoding/asn1.parseSequenceOf
         0     0%   100%   513.12kB  2.00%  encoding/gob.Register
         0     0%   100%   513.12kB  2.00%  encoding/gob.RegisterName
         0     0%   100%   513.12kB  2.00%  encoding/gob.init
         0     0%   100%   513.12kB  2.00%  encoding/gob.init.2
         0     0%   100%   513.12kB  2.00%  encoding/gob.registerBasics
         0     0%   100%   512.10kB  2.00%  fmt.Sprintf
         0     0%   100%  1568.40kB  6.12%  github.com/openshift/origin/pkg/api/install.init
         0     0%   100%   515.19kB  2.01%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.Install
         0     0%   100%   515.19kB  2.01%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/scheme.Install
         0     0%   100%   515.19kB  2.01%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/scheme.init
         0     0%   100%   515.19kB  2.01%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/scheme.init.1
         0     0%   100%   515.19kB  2.01%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/typed/authorization/internalversion.init
         0     0%   100%   514.38kB  2.01%  github.com/openshift/origin/pkg/build/apis/build.addKnownTypes
         0     0%   100%   514.38kB  2.01%  github.com/openshift/origin/pkg/build/apis/build/install.Install
         0     0%   100%  1097.69kB  4.29%  github.com/openshift/origin/pkg/build/apis/build/v1.init
         0     0%   100%  1097.69kB  4.29%  github.com/openshift/origin/pkg/build/apis/build/v1.init.1
         0     0%   100%  1097.69kB  4.29%  github.com/openshift/origin/pkg/build/apis/build/validation.init
         0     0%   100%  1097.69kB  4.29%  github.com/openshift/origin/pkg/build/builder/cmd.init
         0     0%   100%   514.38kB  2.01%  github.com/openshift/origin/pkg/build/client.init
         0     0%   100%   514.38kB  2.01%  github.com/openshift/origin/pkg/build/generated/internalclientset/scheme.Install
         0     0%   100%   514.38kB  2.01%  github.com/openshift/origin/pkg/build/generated/internalclientset/scheme.init
         0     0%   100%   514.38kB  2.01%  github.com/openshift/origin/pkg/build/generated/internalclientset/scheme.init.1
         0     0%   100%   514.38kB  2.01%  github.com/openshift/origin/pkg/build/generated/internalclientset/typed/build/internalversion.init
         0     0%   100%  1568.40kB  6.12%  github.com/openshift/origin/pkg/client/testclient.init
         0     0%   100%  4213.68kB 16.45%  github.com/openshift/origin/pkg/cmd/infra/builder.init
         0     0%   100%  2048.90kB  8.00%  github.com/openshift/origin/pkg/cmd/openshift.CommandFor
         0     0%   100%  2048.90kB  8.00%  github.com/openshift/origin/pkg/cmd/openshift.NewCommandOpenShift
         0     0%   100% 10741.20kB 41.94%  github.com/openshift/origin/pkg/cmd/openshift.init
         0     0%   100%  1095.88kB  4.28%  github.com/openshift/origin/pkg/cmd/server/admin.init
         0     0%   100%  1032.02kB  4.03%  github.com/openshift/origin/pkg/cmd/server/api/install.init
         0     0%   100%  1032.02kB  4.03%  github.com/openshift/origin/pkg/cmd/server/api/v1.init
         0     0%   100%  1032.02kB  4.03%  github.com/openshift/origin/pkg/cmd/server/bootstrappolicy.init
         0     0%   100%  1095.88kB  4.28%  github.com/openshift/origin/pkg/cmd/server/kubernetes/master.init
         0     0%   100%  2694.86kB 10.52%  github.com/openshift/origin/pkg/cmd/server/kubernetes/node.(*NodeConfig).RunKubelet.func1
         0     0%   100%  1095.88kB  4.28%  github.com/openshift/origin/pkg/cmd/server/origin/rest.init
         0     0%   100%  3442.90kB 13.44%  github.com/openshift/origin/pkg/cmd/server/start.init
         0     0%   100%   512.08kB  2.00%  github.com/openshift/origin/pkg/cmd/util/clientcmd.DefaultClientConfig
         0     0%   100%   512.08kB  2.00%  github.com/openshift/origin/pkg/cmd/util/clientcmd.New
         0     0%   100%   512.08kB  2.00%  github.com/openshift/origin/pkg/cmd/util/clientcmd.NewClientAccessFactory
         0     0%   100%   512.08kB  2.00%  github.com/openshift/origin/pkg/cmd/util/clientcmd.NewFactory
         0     0%   100%  2083.59kB  8.14%  github.com/openshift/origin/pkg/cmd/util/clientcmd.init
         0     0%   100%   518.02kB  2.02%  github.com/openshift/origin/pkg/cmd/util/docker.init
         0     0%   100%  1536.82kB  6.00%  github.com/openshift/origin/pkg/oc/cli.NewCommandCLI
         0     0%   100%   512.28kB  2.00%  github.com/openshift/origin/pkg/oc/cli/cmd.NewCmdCreate
         0     0%   100%   512.10kB  2.00%  github.com/openshift/origin/pkg/oc/cli/cmd.NewCmdExplain
         0     0%   100%  3115.99kB 12.17%  github.com/openshift/origin/pkg/oc/cli/cmd.init
         0     0%   100%   512.44kB  2.00%  github.com/openshift/origin/pkg/oc/cli/cmd/set.NewCmdImageLookup
         0     0%   100%   512.44kB  2.00%  github.com/openshift/origin/pkg/oc/cli/cmd/set.NewCmdSet
         0     0%   100%  2083.59kB  8.14%  github.com/openshift/origin/pkg/oc/cli/describe.init
         0     0%   100%  1568.40kB  6.12%  github.com/openshift/origin/pkg/security/legacyclient.init
         0     0%   100%   536.37kB  2.09%  github.com/openshift/origin/pkg/template/apis/template/install.Install
         0     0%   100%   536.37kB  2.09%  github.com/openshift/origin/pkg/template/apis/template/install.init
         0     0%   100%   536.37kB  2.09%  github.com/openshift/origin/pkg/template/apis/template/install.init.1
         0     0%   100%   536.37kB  2.09%  github.com/openshift/origin/pkg/template/apis/template/v1.addKnownTypes
         0     0%   100%   512.12kB  2.00%  github.com/openshift/origin/pkg/templateservicebroker/cmd/server.init
         0     0%   100%  1095.88kB  4.28%  github.com/openshift/origin/pkg/util/restoptions.init
         0     0%   100%   524.09kB  2.05%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*Stream).Insert
         0     0%   100%   524.09kB  2.05%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*Stream).flush
         0     0%   100%   524.09kB  2.05%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*Stream).insert
         0     0%   100%  1097.69kB  4.29%  github.com/openshift/origin/vendor/github.com/gogo/protobuf/proto.RegisterType
         0     0%   100%   512.28kB  2.00%  github.com/openshift/origin/vendor/github.com/google/cadvisor/cache/memory.(*InMemoryCache).AddStats
         0     0%   100%   512.28kB  2.00%  github.com/openshift/origin/vendor/github.com/google/cadvisor/cache/memory.(*containerCache).AddStats
         0     0%   100%   512.02kB  2.00%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.DiskStatsCopy
         0     0%   100%  2048.91kB  8.00%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0%   100%   512.02kB  2.00%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.setDiskIoStats
         0     0%   100%  2048.91kB  8.00%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0%   100%  1834.90kB  7.16%  github.com/openshift/origin/vendor/github.com/google/cadvisor/http.init
         0     0%   100%  3586.09kB 14.00%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
         0     0%   100%  3586.09kB 14.00%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0%   100%  3586.09kB 14.00%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0%   100%  1834.90kB  7.16%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.Asset
         0     0%   100%  1834.90kB  7.16%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.bindataRead
         0     0%   100%  1834.90kB  7.16%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.init
         0     0%   100%  1184.27kB  4.62%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsJsGchartsJs
         0     0%   100%  1184.27kB  4.62%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsJsGchartsJsBytes
         0     0%   100%   650.62kB  2.54%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsStylesContainersCss
         0     0%   100%   650.62kB  2.54%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsStylesContainersCssBytes
         0     0%   100%  3100.09kB 12.11%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).GetMetricWithLabelValues
         0     0%   100%  3100.09kB 12.11%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).WithLabelValues
         0     0%   100%  3100.09kB 12.11%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).getOrCreateMetricWithLabelValues
         0     0%   100%  3100.09kB 12.11%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*SummaryVec).WithLabelValues
         0     0%   100%   524.09kB  2.05%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*summary).asyncFlush.func1
         0     0%   100%   524.09kB  2.05%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*summary).flushColdBuf
         0     0%   100%  3108.13kB 12.14%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*summary).newStream
         0     0%   100%  1550.05kB  6.05%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.NewSummary
         0     0%   100%  3100.09kB 12.11%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.NewSummaryVec.func1
         0     0%   100%   512.44kB  2.00%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).AddFlag
         0     0%   100%   512.44kB  2.00%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).BoolVar
         0     0%   100%   512.44kB  2.00%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).BoolVarP
         0     0%   100%   512.08kB  2.00%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).StringVarP
         0     0%   100%   512.08kB  2.00%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).VarP
         0     0%   100%   513.12kB  2.00%  github.com/openshift/origin/vendor/github.com/ugorji/go/codec.init
         0     0%   100%   809.97kB  3.16%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Transport).getBodyWriterState.func1
         0     0%   100%   809.97kB  3.16%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*clientStream).writeRequestBody
         0     0%   100%   528.17kB  2.06%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*ClientConn).resetAddrConn.func1
         0     0%   100%   512.10kB  2.00%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).RegisterService
         0     0%   100%  1542.73kB  6.02%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0%   100%  1542.73kB  6.02%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
         0     0%   100%   512.10kB  2.00%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).register
         0     0%   100%  1542.73kB  6.02%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0%   100%   528.17kB  2.06%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*addrConn).resetTransport
         0     0%   100%   528.17kB  2.06%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.NewClientTransport
         0     0%   100%   528.17kB  2.06%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.newHTTP2Client
         0     0%   100%   512.88kB  2.00%  github.com/openshift/origin/vendor/k8s.io/apiextensions-apiserver/pkg/apis/apiextensions/install.Install
         0     0%   100%   512.88kB  2.00%  github.com/openshift/origin/vendor/k8s.io/apiextensions-apiserver/pkg/apiserver.init
         0     0%   100%   512.88kB  2.00%  github.com/openshift/origin/vendor/k8s.io/apiextensions-apiserver/pkg/client/clientset/internalclientset.init
         0     0%   100%   512.88kB  2.00%  github.com/openshift/origin/vendor/k8s.io/apiextensions-apiserver/pkg/client/clientset/internalclientset/scheme.Install
         0     0%   100%   512.88kB  2.00%  github.com/openshift/origin/vendor/k8s.io/apiextensions-apiserver/pkg/client/clientset/internalclientset/scheme.init
         0     0%   100%   512.88kB  2.00%  github.com/openshift/origin/vendor/k8s.io/apiextensions-apiserver/pkg/client/clientset/internalclientset/scheme.init.1
         0     0%   100%   512.88kB  2.00%  github.com/openshift/origin/vendor/k8s.io/apiextensions-apiserver/pkg/client/clientset/internalclientset/typed/apiextensions/internalversion.init
         0     0%   100%  1540.51kB  6.02%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/api/meta.(*DefaultRESTMapper).Add
         0     0%   100%  1540.51kB  6.02%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/api/meta.NewDefaultRESTMapperFromScheme
         0     0%   100%   512.02kB  2.00%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/api/resource.init
         0     0%   100%  4209.20kB 16.44%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/apimachinery/announced.(*GroupMetaFactory).Enable
