timestamp_ms,cpu_00,cpu_01,cpu_02,cpu_03,cpu_04,cpu_05,cpu_06,cpu_07,cpu_08,cpu_09,cpu_10,cpu_11,cpu_12,cpu_13,cpu_14,cpu_15
1505941345000,0.2,0.7,0.33,0.28,16.74,0.36,0.17,0.44,1.06,2.21,0.53,1.18,1.13,0.9,0.28,0.71
1505941445000,0.49,0.67,17.96,0.3,0.24,2.88,0.27,0.6,3.25,6.43,2.17,0.94,1.14,1.16,0.33,1.44
1505941545000,0.13,0.21,0.15,0.22,0.16,0.1,0.1,0.13,0.04,0.08,0.06,0.01,0.02,0.04,0.05,0.02
1505941645000,0.14,0.25,0.14,0.1,0.18,0.12,0.16,0.29,3.91,0.3,0.25,0.18,0.16,0.42,0.06,0.38
1505941745000,0.27,0.81,0.52,0.25,0.33,0.43,0.19,1.24,5.6,2,3.93,2.07,1.31,2.42,0.48,2.91
1505941845000,0.35,1.13,0.8,0.41,0.61,0.44,0.54,1.24,1.36,2.2,2.14,1.37,1.49,2.9,0.65,4.02
1505941945000,0.37,0.17,0.22,0.11,0.12,0.11,0.11,0.14,0.99,0.53,0.49,0.91,0.38,0.22,0.57,0.27
1505942045000,1.8,1.54,1.48,1.64,1.28,0.89,1.06,1.23,2.9,1.55,2.8,0.88,1.05,0.88,1.16,1.48
1505942145000,0.28,0.32,0.36,0.43,0.35,0.32,0.23,0.24,0.37,0.56,0.24,0.38,0.41,0.29,0.29,0.32
1505942245000,0.53,0.66,1.35,0.86,0.63,0.48,0.93,0.42,0.98,1.39,1.12,0.93,0.62,0.43,0.49,0.29
1505942345000,0.17,0.32,0.27,0.27,0.21,0.22,0.32,0.49,0.63,0.73,0.38,0.36,0.82,0.19,0.26,0.29
1505942445000,0.34,0.2,0.29,0.19,0.24,0.42,0.34,0.72,1.09,1.06,0.55,0.24,0.92,0.14,0.38,0.58
1505942545000,0.1,0.14,0.16,0.18,0.18,0.17,0.13,0.15,0.17,0.23,0.12,0.17,0.09,0.15,0.08,0.07
1505942645000,0.18,0.16,0.16,0.16,0.19,0.13,0.19,0.12,0.11,0.34,0.09,0.2,0.06,0.11,0.15,0.07
1505942745000,0.17,0.15,0.22,0.19,0.15,0.22,0.12,0.14,0.14,0.33,0.1,0.29,0.09,0.15,0.1,0.14
1505942845000,1.5,1.26,1.47,1.23,1.16,1.11,1.1,1.19,2.49,2.95,1.27,1.47,1.36,1.26,1.79,1.4
1505942945000,2.87,2.39,2.93,2.63,2.23,2.1,2.04,2.28,5.54,5.59,2.4,2.66,2.21,2.49,2.99,2.52
1505943045000,2.01,1.92,2.21,2.06,2.41,2.21,2.1,1.99,4.13,4.82,1.64,2.04,1.86,1.72,2.16,2.35
1505943145000,3.9,3.54,3.56,3.96,3.13,2.85,3.01,2.63,6.76,7.39,3.02,3.36,3.12,2.82,4.08,3.32
1505943245000,3.44,4.18,4.62,4.11,2.95,2.83,3.02,2.85,7.05,8.19,3.47,3.46,2.74,2.56,3.57,3.14
1505943345000,3.29,4.86,4.67,3.95,3.49,2.78,3.04,3.88,7.5,7.42,2.97,3.66,3.04,2.86,3.63,3.64
1505943445000,4.7,4.82,5.76,4.85,4.33,4.03,3.03,4.09,8.07,8.71,3.27,3.79,3.52,3.32,4.09,4.02
1505943545000,3.99,3.92,4.73,5,4,4.45,3.87,3.43,7.27,7.98,3.8,4.48,3.65,3.75,4.08,4.07
1505943645000,1.31,3.34,2.64,3.28,3.08,2.16,1.52,1.63,2.71,4.8,2.23,3.99,2.26,1.71,1.7,1.47
1505943745000,1.93,2.9,3.93,4,4.22,1.76,2.23,2.89,3.87,5.44,2.34,3.69,4.57,2.05,2.06,2.75
1505943845000,2.86,3.16,3.13,3.3,2.29,2.18,2.92,1.88,3.93,5.09,2.29,2.9,2.23,2.94,3.07,2.17
1505943945000,8.16,9.35,8.46,11.65,9.89,7.38,6.82,8.67,15.14,15.51,8.2,8.26,6.24,6.52,7.82,7.35
1505944045000,5.13,6.94,6.66,6.78,6.26,4.9,4.85,4.7,8.68,9.95,5,6.4,5.42,4.04,5.99,5.84
1505944145000,8.16,9.31,8.33,7.57,8.72,7.31,8.57,7.47,10.72,13.33,5.9,8.33,6.27,6.11,8.02,6.99
1505944245000,6.96,10.12,8.89,6.62,7.27,7.64,7.39,7.67,10.11,14.17,6.77,5.85,7.06,5.61,8.31,9.51
1505944345000,6.72,7.33,8.16,6.61,6.75,6.89,7.98,7.53,10.71,11.59,8.5,7.99,7.66,6.37,7.16,6.46
1505944445000,9.07,10.93,10.61,9.91,8.01,7.48,8.47,9.78,12.64,14.15,8.89,8.01,7.02,7.21,9.43,8.39
1505944545000,8.34,8.87,9.1,9.56,7.08,8.24,9.89,7.56,11.32,13.25,7.99,9.22,6.31,8.25,9.73,9.16
1505944645000,3.38,4.61,4.34,4.17,4.05,5.21,4.24,3.78,6.28,6.24,5.28,6.74,4.79,3.78,4.69,5.03
1505944745000,2.29,4.62,5.18,4.62,4.31,3.01,4.15,5.28,5.95,7.02,4.36,5.12,4.09,4.36,3.61,5.75
1505944845000,3.7,5.62,3.69,4.79,4.54,4,5.63,4.77,7.36,8,4.27,4.57,4.4,5.21,5.77,6.51
1505944945000,3.69,6.42,5.54,5.98,8.63,4.33,4.5,4.6,7,10.19,5.6,6.27,6.22,6.71,4.06,3.61
1505945045000,12.76,15.4,12.86,12.46,12.43,11.48,16.25,12.97,15.4,19,10.45,11.62,10.89,11.33,11.16,10.54
1505945145000,12.54,13.85,14.78,11.18,13.11,11.4,12.14,10.08,17.83,16.5,13.18,11.05,11.7,11.91,10.69,11.92
1505945245000,11.6,13.6,12.82,11.09,11.45,11.75,10.95,12.52,14.75,18.6,11.93,11.51,9.75,12.54,10.46,12.51
1505945345000,12.21,11.52,13.94,13.71,10.27,11.57,15.19,11.37,16.22,17.24,10.39,10.25,8.82,11.54,12.77,8.78
1505945445000,12.66,13.94,12.58,14.03,13.1,11.99,13.12,14.76,15.91,18.01,12.93,14.17,11.7,11.83,13.93,12.69
1505945545000,12.87,14.61,15.22,14.89,13.49,17.72,15.4,14.41,17.47,18.91,14.13,17.75,14.03,14.53,14.51,14.19
1505945645000,11.62,14.46,11.52,13.32,13.41,9.09,11.66,10.04,17.87,16.26,10.51,13.23,12.74,11.73,12.58,10.62
1505945745000,10.4,9.43,8.57,9.06,8.43,9.78,13.97,11.34,16.84,13.39,10.22,10.23,8.72,11.98,12.72,10.81
1505945845000,4.11,9.31,6.04,6.63,6.52,5.02,4.95,4.41,7.12,12.47,6.79,6.81,8.1,10.98,5.98,5.72
1505945945000,4.41,7.82,5.19,6.95,6.85,4.53,8.65,6.75,10.61,11.48,6.57,6.41,5.26,7.38,6.19,6.34
1505946045000,4.03,8.89,6.9,6.7,6.36,6.17,6.24,5.85,13.57,12.14,6.33,7.7,6.97,11.15,6.2,6.02
1505946145000,3.39,6.75,6.74,4.95,6.48,5.59,5.34,6.25,8.39,10.16,15.04,8.65,8.39,12.55,6.62,6.81
1505946245000,4.41,6.09,9.4,7.83,5.41,5.87,5.41,6.98,10.78,11.36,8.23,4.86,7.1,6.82,5.63,5.97
1505946345000,1.91,3.86,2.08,3.59,3.29,2.28,2.28,3.61,4.96,4.19,3.73,1.81,2.22,3.82,1.13,2.19
1505946445000,15.17,14.01,14.71,12.55,15.39,12.56,14.69,15.37,20.75,18.13,14.85,12.14,14.5,11.87,12.9,14.75
1505946545000,15.68,13.13,14.65,13.46,11.99,13.04,18.16,15.54,23.96,18.39,12.4,12.79,10.37,13.45,15.11,14.03
1505946645000,19.96,18.16,17.32,19.67,19.44,18.32,18.97,22.19,24.79,24.76,21.38,19.03,15.71,17.83,18.15,15.92
1505946745000,17.12,17.83,25.32,19.16,15.1,16.66,16.94,17.24,23.81,21.86,23.34,19.79,17.54,15.3,17.11,15.78
1505946845000,14.25,14.14,16.56,13.97,16.13,13.11,16.76,16.05,23,18.54,14.81,14.55,15.97,12.79,15.12,14.13
1505946945000,15.93,14.69,16.43,14.7,17.82,13.66,19.07,15.37,22.09,20.12,17.38,17.05,17.57,13.52,15.12,15.35
1505947045000,19.87,17.95,21.94,18.71,19.36,20.72,19.58,18.81,26.07,23.75,25.19,19.4,18.25,20.14,20.51,19.34
1505947145000,18.15,18.42,19.17,18.49,21.81,17.35,19.75,20.03,24.36,23.77,19.46,18.13,16.99,20.41,17.01,18.46
1505947245000,15.44,12.54,18.32,15.16,13.87,14.51,15.19,15.24,20.27,22.42,15.55,13.13,12.32,18.81,12.3,16.44
1505947345000,13.03,13.95,19.53,12.59,17.08,10.7,12.78,14.78,16.15,15.81,26.56,13.65,17.84,15.35,10.82,15.88
1505947445000,5.05,7.18,9.14,8.89,10.35,6.51,7.41,7.37,13.74,13.72,11.09,13.02,10.68,8.49,9.37,9.52
1505947545000,5.62,10.49,7.4,5.34,7.06,5.39,11.64,7.29,13.63,15.95,13.47,9.76,9.99,16.59,8.88,8.93
1505947645000,5.37,7.57,8.97,8.26,10.99,7.51,8.22,6.37,12.18,12.98,12.99,11.99,8.86,14.3,6.58,8.09
1505947745000,4.59,7.38,5.67,10.54,10.06,4.23,11.15,7.44,13.52,16.89,9.62,16.25,8.48,8.72,8.15,9.41
1505947845000,5.96,7.69,8.5,6.7,9.34,7.85,11.68,8.48,14.06,10.25,12.52,9.86,7.82,9.69,8.6,13.79
1505947945000,6.58,9.58,7.04,12.61,23.41,7.02,14.17,8.79,16.03,16.25,9.85,11.34,17.42,11.15,8.5,11.04
1505948045000,12.46,12,10.87,16.35,14.85,9.15,13.6,12.63,18.96,17.94,12.17,15.17,10.33,13.42,12.82,11.53
1505948145000,4.12,7.24,6.13,7.04,10.76,6.29,10.94,7.36,8.41,9.15,6.25,5.63,9.96,11.32,5.53,6.66
1505948245000,1.9,2.21,2.19,2.42,2.24,1.7,4.6,4.78,5.17,2.84,2.56,1.89,1.57,2.57,2.33,3.36
1505948345000,2.37,3.04,2.07,0.82,1.68,1.48,3.04,3.22,4.46,3.21,2.75,1.42,4.42,2.68,1.88,2.4
