timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1505941345000,0.00,0.00,99.26,0.03,0.00,0.00,0.00,0.01,0.25,0.45
1505941445000,0.00,0.00,99.31,0.01,0.00,0.00,0.00,0.01,0.18,0.49
1505941545000,0.00,0.00,99.77,0.00,0.00,0.00,0.00,0.02,0.14,0.07
1505941645000,0.00,0.00,99.74,0.00,0.00,0.00,0.00,0.01,0.09,0.16
1505941745000,0.00,0.00,99.16,0.02,0.00,0.00,0.00,0.01,0.19,0.62
1505941845000,0.00,0.00,98.84,0.01,0.00,0.00,0.01,0.02,0.32,0.80
1505941945000,0.00,0.00,99.82,0.00,0.00,0.00,0.00,0.01,0.07,0.10
1505942045000,0.00,0.00,98.37,0.06,0.00,0.00,0.00,0.03,0.34,1.20
1505942145000,0.00,0.00,99.62,0.03,0.00,0.00,0.00,0.03,0.16,0.16
1505942245000,0.00,0.00,99.31,0.01,0.00,0.00,0.00,0.02,0.25,0.41
1505942345000,0.00,0.00,99.66,0.00,0.00,0.03,0.00,0.02,0.17,0.12
1505942445000,0.00,0.00,99.79,0.00,0.00,0.00,0.00,0.01,0.08,0.12
1505942545000,0.00,0.00,99.84,0.00,0.00,0.00,0.00,0.02,0.06,0.08
1505942645000,0.00,0.00,99.83,0.00,0.00,0.00,0.00,0.01,0.06,0.10
1505942745000,0.00,0.00,99.83,0.00,0.00,0.00,0.00,0.02,0.05,0.10
1505942845000,0.00,0.00,98.51,0.15,0.00,0.00,0.00,0.09,0.62,0.64
1505942945000,0.00,0.00,97.05,0.40,0.00,0.00,0.00,0.17,1.13,1.26
1505943045000,0.00,0.00,97.78,0.18,0.00,0.00,0.01,0.11,0.86,1.05
1505943145000,0.00,0.00,95.94,0.32,0.00,0.00,0.02,0.20,1.72,1.80
1505943245000,0.00,0.00,95.33,0.34,0.00,0.00,0.03,0.15,1.96,2.19
1505943345000,0.00,0.00,94.74,0.23,0.00,0.00,0.01,0.17,2.19,2.66
1505943445000,0.00,0.00,94.74,0.25,0.00,0.00,0.02,0.19,2.46,2.34
1505943545000,0.00,0.00,95.59,0.32,0.00,0.00,0.02,0.18,2.18,1.72
1505943645000,0.00,0.00,96.46,0.10,0.00,0.00,0.02,0.10,1.71,1.61
1505943745000,0.00,0.00,96.88,0.11,0.00,0.00,0.02,0.11,1.48,1.40
1505943845000,0.00,0.00,96.50,0.20,0.00,0.00,0.03,0.13,1.95,1.18
1505943945000,0.00,0.00,89.66,0.72,0.00,0.00,0.07,0.28,5.26,4.02
1505944045000,0.00,0.00,92.13,0.71,0.00,0.00,0.04,0.24,4.26,2.64
1505944145000,0.00,0.00,90.08,0.38,0.00,0.00,0.05,0.24,5.44,3.82
1505944245000,0.00,0.00,89.24,0.37,0.00,0.00,0.06,0.27,5.32,4.74
1505944345000,0.00,0.00,91.96,0.46,0.00,0.00,0.04,0.25,4.12,3.17
1505944445000,0.00,0.00,88.53,0.26,0.00,0.00,0.05,0.28,6.06,4.82
1505944545000,0.00,0.00,90.44,0.39,0.00,0.00,0.06,0.30,5.78,3.03
1505944645000,0.00,0.00,94.96,0.20,0.00,0.00,0.04,0.23,3.19,1.38
1505944745000,0.00,0.00,94.99,0.16,0.00,0.00,0.05,0.23,3.63,0.94
1505944845000,0.00,0.00,94.09,0.07,0.00,0.00,0.06,0.23,3.69,1.87
1505944945000,0.00,0.00,93.26,0.05,0.00,0.00,0.03,0.27,4.00,2.39
1505945045000,0.00,0.00,83.62,0.68,0.00,0.00,0.07,0.30,8.43,6.90
1505945145000,0.00,0.00,85.28,0.55,0.00,0.00,0.06,0.31,8.43,5.36
1505945245000,0.00,0.00,85.42,0.67,0.00,0.01,0.07,0.30,8.30,5.22
1505945345000,0.00,0.00,87.63,0.54,0.00,0.00,0.06,0.31,6.76,4.70
1505945445000,0.00,0.00,85.28,0.49,0.00,0.00,0.05,0.29,9.05,4.84
1505945545000,0.00,0.00,84.51,0.55,0.00,0.01,0.06,0.32,9.01,5.53
1505945645000,0.00,0.00,84.73,0.51,0.00,0.00,0.06,0.31,8.55,5.85
1505945745000,0.00,0.00,89.99,0.27,0.00,0.00,0.05,0.31,5.81,3.57
1505945845000,0.00,0.00,90.31,0.11,0.00,0.00,0.07,0.26,6.16,3.08
1505945945000,0.00,0.00,91.84,0.08,0.00,0.00,0.07,0.26,5.09,2.66
1505946045000,0.00,0.00,90.67,0.18,0.00,0.00,0.09,0.26,6.09,2.71
1505946145000,0.00,0.00,92.86,0.11,0.00,0.00,0.06,0.27,3.83,2.86
1505946245000,0.00,0.00,93.55,0.09,0.00,0.00,0.09,0.27,3.65,2.35
1505946345000,0.00,0.00,95.77,0.00,0.00,0.00,0.02,0.38,2.37,1.47
1505946445000,0.00,0.00,85.28,0.36,0.00,0.00,0.07,0.33,8.71,5.23
1505946545000,0.00,0.00,85.80,0.72,0.00,0.00,0.06,0.35,7.72,5.35
1505946645000,0.00,0.00,81.14,0.36,0.00,0.00,0.09,0.33,11.94,6.13
1505946745000,0.00,0.00,81.24,0.61,0.00,0.00,0.09,0.32,10.53,7.21
1505946845000,0.00,0.00,84.59,0.98,0.00,0.00,0.06,0.29,8.65,5.43
