timestamp_ms,datagram_fragments_gen_sec,datagrams_delivered_sec,datagrams_fragmented_ok_sec,datagrams_output_requests_sec,datagrams_reassmbled_sec,fragments_rx_need_reassemble_sec,rx_datagrams_forwarded_sec,rx_datagrams_header_err_sec,rx_datagrams_invalid_addr_sec,rx_datagrams_nobuff_sec,rx_datagrams_reassmbly_fail_sec,rx_datagrams_sec,rx_datagrams_unknown_proto_sec,tx_datagrams_fragment_fail_sec,tx_datagrams_nobuff_sec,tx_datagrams_noroute_sec
1505941345000,0.00,144.58,0.00,131.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.58,0.00,0.00,0.00,0.00
1505941445000,0.00,148.63,0.00,137.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,148.63,0.00,0.00,0.00,0.00
1505941545000,0.00,10.65,0.00,10.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.65,0.00,0.00,0.00,0.00
1505941645000,0.00,19.26,0.00,19.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.26,0.00,0.00,0.00,0.00
1505941745000,0.00,76.86,0.00,79.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.86,0.00,0.00,0.00,0.00
1505941845000,0.00,67.81,0.00,70.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.81,0.00,0.00,0.00,0.00
1505941945000,0.00,25.05,0.00,25.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.05,0.00,0.00,0.00,0.00
1505942045000,0.00,147.88,0.00,99.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,147.88,0.00,0.00,0.00,0.00
1505942145000,0.00,17.31,0.00,17.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.31,0.00,0.00,0.00,0.00
1505942245000,0.00,112.52,0.00,77.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.52,0.00,0.00,0.00,0.00
1505942345000,0.00,5.81,0.00,5.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.81,0.00,0.00,0.00,0.00
1505942445000,0.00,5.98,0.00,5.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.98,0.00,0.00,0.00,0.00
1505942545000,0.00,5.55,0.00,5.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.55,0.00,0.00,0.00,0.00
1505942645000,0.00,6.71,0.00,6.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.71,0.00,0.00,0.00,0.00
1505942745000,0.00,7.06,0.00,6.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.06,0.00,0.00,0.00,0.00
1505942845000,0.00,165.00,0.00,155.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165.00,0.00,0.00,0.00,0.00
1505942945000,0.00,483.97,0.00,469.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,483.97,0.00,0.00,0.00,0.00
1505943045000,0.00,524.13,0.00,517.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,524.13,0.00,0.00,0.00,0.00
1505943145000,0.00,702.69,0.00,685.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,702.69,0.00,0.00,0.00,0.00
1505943245000,0.00,820.66,0.00,807.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,820.66,0.00,0.00,0.00,0.00
1505943345000,0.00,783.83,0.00,766.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,783.83,0.00,0.00,0.00,0.00
1505943445000,0.00,860.03,0.00,844.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,860.03,0.00,0.00,0.00,0.00
1505943545000,0.00,669.55,0.00,650.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,669.55,0.00,0.00,0.00,0.00
1505943645000,0.00,480.76,0.00,464.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,480.76,0.00,0.00,0.00,0.00
1505943745000,0.00,635.82,0.00,638.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,635.82,0.00,0.00,0.00,0.00
1505943845000,0.00,455.00,0.00,449.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,455.00,0.00,0.00,0.00,0.00
1505943945000,0.00,2185.40,0.00,2155.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2185.40,0.00,0.00,0.00,0.00
1505944045000,0.00,913.59,0.00,890.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,913.59,0.00,0.00,0.00,0.00
1505944145000,0.00,1511.12,0.00,1495.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1511.12,0.00,0.00,0.00,0.00
1505944245000,0.00,1362.85,0.00,1353.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1362.85,0.00,0.00,0.00,0.00
1505944345000,0.00,1012.86,0.00,998.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1012.86,0.00,0.00,0.00,0.00
1505944445000,0.00,1619.96,0.00,1603.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1619.96,0.00,0.00,0.00,0.00
1505944545000,0.00,1122.45,0.00,1110.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1122.45,0.00,0.00,0.00,0.00
1505944645000,0.00,583.11,0.00,576.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,583.11,0.00,0.00,0.00,0.00
1505944745000,0.00,606.67,0.00,601.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,606.67,0.00,0.00,0.00,0.00
1505944845000,0.00,556.42,0.00,553.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,556.42,0.00,0.00,0.00,0.00
1505944945000,0.00,1133.63,0.00,1130.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1133.63,0.00,0.00,0.00,0.00
1505945045000,0.00,2220.52,0.00,2201.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2220.52,0.00,0.00,0.00,0.00
1505945145000,0.00,2041.48,0.00,2022.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2041.48,0.00,0.00,0.00,0.00
1505945245000,0.00,1630.12,0.00,1619.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1630.12,0.00,0.00,0.00,0.00
1505945345000,0.00,2189.06,0.00,2193.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2189.06,0.00,0.00,0.00,0.00
1505945445000,0.00,1674.21,0.00,1663.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1674.21,0.00,0.00,0.00,0.00
1505945545000,0.00,2368.37,0.00,2377.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2368.37,0.00,0.00,0.00,0.00
1505945645000,0.00,1469.54,0.00,1466.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1469.54,0.00,0.00,0.00,0.00
1505945745000,0.00,1427.33,0.00,1415.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1427.33,0.00,0.00,0.00,0.00
1505945845000,0.00,875.78,0.00,876.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,875.78,0.00,0.00,0.00,0.00
1505945945000,0.00,847.21,0.00,848.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,847.21,0.00,0.00,0.00,0.00
1505946045000,0.00,988.58,0.00,994.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,988.58,0.00,0.00,0.00,0.00
1505946145000,0.00,701.44,0.00,691.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,701.44,0.00,0.00,0.00,0.00
1505946245000,0.00,1192.48,0.00,1182.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1192.48,0.00,0.00,0.00,0.00
1505946345000,0.00,853.83,0.00,858.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,853.83,0.00,0.00,0.00,0.00
1505946445000,0.00,1850.03,0.00,1864.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1850.03,0.00,0.00,0.00,0.00
1505946545000,0.00,1826.17,0.00,1810.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1826.17,0.00,0.00,0.00,0.00
1505946645000,0.00,2928.52,0.00,2913.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2928.52,0.00,0.00,0.00,0.00
1505946745000,0.00,2461.49,0.00,2447.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2461.49,0.00,0.00,0.00,0.00
1505946845000,0.00,1937.79,0.00,1932.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1937.79,0.00,0.00,0.00,0.00
1505946945000,0.00,2158.88,0.00,2161.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2158.88,0.00,0.00,0.00,0.00
1505947045000,0.00,3006.62,0.00,3005.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3006.62,0.00,0.00,0.00,0.00
1505947145000,0.00,2682.20,0.00,2668.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2682.20,0.00,0.00,0.00,0.00
1505947245000,0.00,1685.25,0.00,1688.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1685.25,0.00,0.00,0.00,0.00
1505947345000,0.00,1532.89,0.00,1512.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1532.89,0.00,0.00,0.00,0.00
1505947445000,0.00,904.96,0.00,908.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,904.96,0.00,0.00,0.00,0.00
1505947545000,0.00,1024.20,0.00,1033.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1024.20,0.00,0.00,0.00,0.00
1505947645000,0.00,941.26,0.00,935.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,941.26,0.00,0.00,0.00,0.00
1505947745000,0.00,836.93,0.00,838.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,836.93,0.00,0.00,0.00,0.00
1505947845000,0.00,919.82,0.00,923.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,919.82,0.00,0.00,0.00,0.00
1505947945000,0.00,943.73,0.00,974.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,943.73,0.00,0.00,0.00,0.00
1505948045000,0.00,1710.24,0.00,1695.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1710.24,0.00,0.00,0.00,0.00
1505948145000,0.00,1969.98,0.00,1966.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1969.98,0.00,0.00,0.00,0.00
1505948245000,0.00,713.18,0.00,712.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,713.18,0.00,0.00,0.00,0.00
1505948345000,0.00,710.91,0.00,710.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,710.91,0.00,0.00,0.00,0.00
