timestamp_ms,raw_sockets,tcp_sockets,tcp_timewait_sockets,total_sockets,udp_sockets
1505941345000,0,7,140015933849614,630,2
1505941445000,0,7,140015933849603,1034,2
1505941545000,0,6,140015933849600,628,2
1505941645000,0,7,140015933849600,632,2
1505941745000,0,7,140015933849600,628,2
1505941845000,0,11,140015933849601,692,5
1505941945000,0,10,140015933849600,688,5
1505942045000,0,11,140015933849600,1162,10
1505942145000,0,32,140015933849608,1616,10
1505942245000,0,27,140015933849600,1192,10
1505942345000,0,27,140015933849600,1192,10
1505942445000,0,27,140015933849602,1192,10
1505942545000,0,27,140015933849600,1192,10
1505942645000,0,27,140015933849600,1192,10
1505942745000,0,27,140015933849600,1192,10
1505942845000,0,27,140015933849696,1214,10
1505942945000,0,39,140015933850356,1251,10
1505943045000,0,409,140015933850716,1642,10
1505943145000,0,165,140015933851301,1412,10
1505943245000,0,103,140015933852279,1364,10
1505943345000,0,126,140015933852080,1415,10
1505943445000,0,157,140015933852167,1467,10
1505943545000,0,178,140015933851032,1512,10
1505943645000,0,200,140015933850311,1560,10
1505943745000,0,252,140015933850891,1634,10
1505943845000,0,430,140015933849912,1849,10
1505943945000,0,279,140015933855150,1724,10
1505944045000,0,307,140015933851602,1782,10
1505944145000,0,324,140015933851886,1813,10
1505944245000,0,349,140015933853624,1863,10
1505944345000,0,367,140015933852990,1903,10
1505944445000,0,392,140015933852856,1952,10
1505944545000,0,405,140015933853027,1986,10
1505944645000,0,441,140015933849602,2042,10
1505944745000,0,471,140015933849633,2105,10
1505944845000,0,502,140015933849612,2165,10
1505944945000,0,519,140015933852257,2201,10
1505945045000,0,530,140015933855280,2231,10
1505945145000,0,546,140015933856611,2255,10
1505945245000,0,558,140015933854950,2290,10
1505945345000,0,3987,140015933855798,5733,10
1505945445000,0,593,140015933856925,2349,11
1505945545000,0,2936,140015933858171,4717,10
1505945645000,0,1082,140015933856135,2857,10
1505945745000,0,631,140015933854057,2426,10
1505945845000,0,659,140015933850406,2479,10
1505945945000,0,669,140015933850457,2523,10
1505946045000,0,698,140015933850827,2578,10
1505946145000,0,714,140015933849603,2611,10
1505946245000,0,3696,140015933851003,5612,10
1505946345000,0,5281,140015933849600,7198,10
1505946445000,0,790,140015933855964,2728,10
1505946545000,0,779,140015933856114,2727,10
1505946645000,0,808,140015933859515,2773,10
1505946745000,0,1468,140015933858857,3444,10
1505946845000,0,815,140015933857173,2791,10
1505946945000,0,816,140015933857557,2809,10
1505947045000,0,1525,140015933860709,3522,10
1505947145000,0,845,140015933860274,2861,10
1505947245000,0,853,140015933856140,2886,10
1505947345000,0,870,140015933854353,2912,10
1505947445000,0,880,140015933850183,2936,10
1505947545000,0,894,140015933850707,2974,10
1505947645000,0,920,140015933850691,3022,10
1505947745000,0,933,140015933850215,3055,10
1505947845000,0,954,140015933850206,3100,10
1505947945000,0,981,140015933851834,3136,10
1505948045000,0,986,140015933854362,3156,10
1505948145000,0,7085,140015933852639,9257,10
1505948245000,0,7091,140015933849600,9266,11
1505948345000,0,7091,140015933849600,9265,10
