timestamp_ms,commit_pct,hugeused_pct,kbactive,kbanonpg,kbbuffers,kbcached,kbcommit,kbdirty,kbhugefree,kbhugeused,kbinactive,kbkstack,kbmemfree,kbmemused,kbpgtbl,kbslab,kbswpcad,kbswpfree,kbswpused,kbvmused,memused_pct,swpcad_pct,swpused_pct
1505941345000,1.82,0.00,304152,154600,2124,504940,1198700,1564,0,0,340972,7232,64521472,1272408,6344,150756,0,0,0,149940,1.93,0.00,0.00
1505941445000,1.90,0.00,1062924,160368,2124,1230064,1249524,12440,0,0,314128,7344,63737580,2056300,6484,193624,0,0,0,149940,3.13,0.00,0.00
1505941545000,1.91,0.00,1062500,160172,2124,1230244,1256416,36,0,0,313520,7216,63740244,2053636,6116,194328,0,0,0,149940,3.12,0.00,0.00
1505941645000,2.04,0.00,1110388,202584,2124,1230888,1340784,1744,0,0,311520,7312,63689760,2104120,6732,200132,0,0,0,149940,3.20,0.00,0.00
1505941745000,1.83,0.00,1066536,158636,2124,1233912,1206560,2552,0,0,311436,7184,63725620,2068260,6876,204528,0,0,0,149940,3.14,0.00,0.00
1505941845000,2.05,0.00,1113428,298280,2124,1269360,1349888,18664,0,0,300780,7600,63539876,2254004,6852,216788,0,0,0,149940,3.43,0.00,0.00
1505941945000,2.11,0.00,1111668,297112,2124,1269680,1386536,1556,0,0,300752,7568,63538740,2255140,6772,217948,0,0,0,149940,3.43,0.00,0.00
1505942045000,2.79,0.00,1213484,337660,4192,1538952,1833732,116,0,0,510744,8624,63159696,2634184,8160,267188,0,0,0,149952,4.00,0.00,0.00
1505942145000,3.80,0.00,1300768,439932,4268,1556376,2499560,804,0,0,519328,10032,63028984,2764896,10156,270232,0,0,0,151124,4.20,0.00,0.00
1505942245000,3.55,0.00,1310680,404896,4268,1919544,2337136,20,0,0,839888,9936,62654248,3139632,9196,309904,0,0,0,151124,4.77,0.00,0.00
1505942345000,3.58,0.00,1323492,408636,4268,1931312,2358304,420,0,0,842304,10336,62636356,3157524,9736,312596,0,0,0,151172,4.80,0.00,0.00
1505942445000,3.58,0.00,1371148,408008,4268,1944364,2353456,208,0,0,807180,9872,62619840,3174040,9468,316720,0,0,0,151176,4.82,0.00,0.00
1505942545000,3.59,0.00,1379036,415668,4268,1944468,2363884,16,0,0,807176,9824,62612580,3181300,9240,316584,0,0,0,151172,4.84,0.00,0.00
1505942645000,3.59,0.00,1385600,420244,4268,1944572,2363864,8,0,0,807184,9824,62604488,3189392,9240,316532,0,0,0,151172,4.85,0.00,0.00
1505942745000,3.61,0.00,1387508,423340,4268,1944696,2372044,28,0,0,807076,9856,62603560,3190320,9392,316244,0,0,0,151176,4.85,0.00,0.00
1505942845000,5.04,0.00,1490288,533336,4284,1948444,3318816,2068,0,0,808092,21472,62370272,3423608,11564,354900,0,0,0,222536,5.20,0.00,0.00
1505942945000,7.85,0.00,1677744,732852,4420,1957396,5167096,1920,0,0,811864,40784,61965848,3828032,13596,426044,0,0,0,316816,5.82,0.00,0.00
1505943045000,13.35,0.00,1943628,994356,4348,1966324,8784836,1604,0,0,815568,53040,61589296,4204584,16608,463740,0,0,0,373932,6.39,0.00,0.00
1505943145000,14.11,0.00,2093756,1148380,5128,1978812,9280732,3740,0,0,821476,70864,61211312,4582568,16084,538084,0,0,0,475168,6.97,0.00,0.00
1505943245000,15.64,0.00,2125448,1191948,4352,1999476,10287116,3216,0,0,834388,86272,60996556,4797324,17160,596256,0,0,0,555680,7.29,0.00,0.00
1505943345000,18.99,0.00,2323592,1388020,4420,2012912,12496484,2792,0,0,840308,101248,60635312,5158568,18896,650080,0,0,0,632700,7.84,0.00,0.00
1505943445000,21.80,0.00,2558728,1625948,4352,2027588,14345636,3640,0,0,847360,117184,60220832,5573048,20568,707500,0,0,0,712880,8.47,0.00,0.00
1505943545000,25.06,0.00,2787504,1863408,5064,2042264,16486444,5272,0,0,857740,133856,59802960,5990920,22200,767688,0,0,0,794744,9.11,0.00,0.00
1505943645000,28.96,0.00,2980616,2047444,4420,2048712,19051952,2360,0,0,857616,139728,59581164,6212716,23524,775856,0,0,0,797528,9.44,0.00,0.00
1505943745000,33.19,0.00,3267924,2328508,4420,2057608,21835848,2520,0,0,860132,145968,59262664,6531216,25556,783828,0,0,0,797696,9.93,0.00,0.00
1505943845000,38.73,0.00,3905772,2957416,4420,2064636,25483564,2012,0,0,861628,151616,58598412,7195468,28380,789928,0,0,0,831160,10.94,0.00,0.00
1505943945000,38.84,0.00,3829904,2897100,4348,2088748,25552924,6712,0,0,873952,169648,58422600,7371280,30588,870952,0,0,0,925488,11.20,0.00,0.00
1505944045000,41.98,0.00,4044980,3103432,4352,2112580,27621060,5952,0,0,889676,185328,58044152,7749728,31620,923120,0,0,0,1002832,11.78,0.00,0.00
1505944145000,44.82,0.00,4315220,3374476,4352,2134908,29487128,7452,0,0,901076,202096,57577952,8215928,32512,985572,0,0,0,1088452,12.49,0.00,0.00
1505944245000,48.01,0.00,4592844,3650736,4420,2155436,31586812,6236,0,0,912192,218976,57109476,8684404,34456,1045796,0,0,0,1170484,13.20,0.00,0.00
1505944345000,50.73,0.00,4842248,3905216,4352,2174740,33378424,5768,0,0,924060,235104,56671400,9122480,35980,1105000,0,0,0,1253436,13.87,0.00,0.00
1505944445000,53.48,0.00,5180680,4247324,4420,2207724,35185876,10068,0,0,946192,252464,56113436,9680444,38236,1174296,0,0,0,1376196,14.71,0.00,0.00
1505944545000,56.50,0.00,5448264,4516000,4416,2229836,37170508,8596,0,0,960264,269840,55636124,10157756,39708,1239588,0,0,0,1463792,15.44,0.00,0.00
1505944645000,60.55,0.00,5773468,4838948,4420,2238652,39834916,2980,0,0,964672,277952,55255584,10538296,41128,1253412,0,0,0,1474004,16.02,0.00,0.00
1505944745000,64.95,0.00,6189024,5250124,4420,2247404,42733752,3212,0,0,968792,284480,54808344,10985536,43564,1260316,0,0,0,1474712,16.70,0.00,0.00
1505944845000,68.73,0.00,6523180,5579044,4420,2254580,45223184,3168,0,0,970724,290000,54447304,11346576,45716,1265908,0,0,0,1474884,17.25,0.00,0.00
1505944945000,70.06,0.00,6848020,5896408,5100,2265240,46096148,6008,0,0,974568,294240,54073092,11720788,47184,1283160,0,0,0,1485084,17.81,0.00,0.00
1505945045000,72.31,0.00,7149364,6189268,4352,2298144,47577892,8472,0,0,990540,310784,53557376,12236504,53812,1353364,0,0,0,1602744,18.60,0.00,0.00
1505945145000,74.13,0.00,7406144,6452356,4284,2327276,48769936,6920,0,0,1006876,326320,53107640,12686240,51136,1414452,0,0,0,1689164,19.28,0.00,0.00
1505945245000,76.50,0.00,7710700,6768408,4348,2358220,50334464,8292,0,0,1023160,343552,52569372,13224508,52296,1480296,0,0,0,1774732,20.10,0.00,0.00
1505945345000,100.78,0.00,8913244,7961856,4348,2395224,66307208,13360,0,0,1045032,366192,51161532,14632348,62604,1546996,0,0,0,1851728,22.24,0.00,0.00
1505945445000,80.55,0.00,8272392,7368816,4420,2423780,52994464,7516,0,0,1062884,371968,51663172,14130708,59800,1593092,0,0,0,1933908,21.48,0.00,0.00
1505945545000,96.05,0.00,9425968,8455368,4348,2455316,63192264,11692,0,0,1079920,390560,50330532,15463348,61716,1649308,0,0,0,2013212,23.50,0.00,0.00
1505945645000,84.34,0.00,8790744,7821016,4420,2479784,55489284,9372,0,0,1095016,397536,50820208,14973672,60140,1692768,0,0,0,2084660,22.76,0.00,0.00
1505945745000,86.50,0.00,9077244,8104052,4420,2502624,56910208,3884,0,0,1108180,407952,50420492,15373388,57028,1727224,0,0,0,2147152,23.37,0.00,0.00
1505945845000,90.24,0.00,9493904,8512316,4420,2510916,59372016,3376,0,0,1110228,413296,49973500,15820380,65520,1729468,0,0,0,2147844,24.05,0.00,0.00
1505945945000,93.74,0.00,9878812,8892300,4420,2519948,61676604,5044,0,0,1112168,418560,49565672,16228208,61624,1735724,0,0,0,2148212,24.67,0.00,0.00
1505946045000,97.44,0.00,10406152,9355780,4420,2530048,64107048,5560,0,0,1114084,423664,49013596,16780284,63880,1742188,0,0,0,2148892,25.50,0.00,0.00
1505946145000,100.08,0.00,10719340,9714776,4420,2536672,65845984,4144,0,0,1115788,428000,48678972,17114908,65284,1746664,0,0,0,2148832,26.01,0.00,0.00
1505946245000,121.48,0.00,12287568,11275648,4420,2545492,79927476,6596,0,0,1115764,438784,47072600,18721280,75232,1758184,0,0,0,2148948,28.45,0.00,0.00
1505946345000,132.16,0.00,12435876,11424620,4420,2548420,86952028,1460,0,0,1115856,443632,46903140,18890740,78984,1766876,0,0,0,2148948,28.71,0.00,0.00
1505946445000,103.88,0.00,11441072,10443956,4348,2573128,68348348,10912,0,0,1130956,441744,47781904,18011976,69360,1796752,0,0,0,2214768,27.38,0.00,0.00
1505946545000,105.75,0.00,11715244,10714236,4348,2604504,69577336,9220,0,0,1165676,454672,47344440,18449440,70376,1847292,0,0,0,2288168,28.04,0.00,0.00
1505946645000,107.21,0.00,12010808,10981696,4420,2641968,70539436,15028,0,0,1170400,467888,46883932,18909948,71308,1906860,0,0,0,2366480,28.74,0.00,0.00
1505946745000,113.48,0.00,13426232,12394496,5132,2677144,74660376,14268,0,0,1189840,481136,45301836,20492044,75872,1953548,0,0,0,2442416,31.15,0.00,0.00
1505946845000,111.59,0.00,12535280,11497148,4416,2713412,73421352,10988,0,0,1214124,490112,46061712,19732168,74504,1990296,0,0,0,2476384,29.99,0.00,0.00
