45180.72kB of 45180.72kB total (  100%)
Dropped 1294 nodes (cum <= 225.90kB)
      flat  flat%   sum%        cum   cum%
 9216.86kB 20.40% 20.40%  9216.86kB 20.40%  runtime.rawstringtmp
 4787.95kB 10.60% 31.00%  4787.95kB 10.60%  runtime.hashGrow
 4144.18kB  9.17% 40.17%  4144.18kB  9.17%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
 3924.10kB  8.69% 48.86%  3924.10kB  8.69%  bytes.makeSlice
 3585.78kB  7.94% 56.79%  8373.73kB 18.53%  runtime.mapassign
 3074.62kB  6.81% 63.60%  3074.62kB  6.81%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
 1036.05kB  2.29% 65.89%  1036.05kB  2.29%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*stream).merge
 1026.44kB  2.27% 68.16%  1026.44kB  2.27%  github.com/openshift/origin/vendor/github.com/google/cadvisor/summary.(*StatsSummary).AddSample
 1024.17kB  2.27% 70.43%  1024.17kB  2.27%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).getFsStats
  809.97kB  1.79% 72.22%   809.97kB  1.79%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
  650.62kB  1.44% 73.66%   650.62kB  1.44%  encoding/json.(*Decoder).refill
  609.50kB  1.35% 75.01%   609.50kB  1.35%  runtime.stringtoslicebyte
  528.17kB  1.17% 76.18%   528.17kB  1.17%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Framer).WriteDataPadded
     515kB  1.14% 77.32%      515kB  1.14%  strings.NewReplacer
     514kB  1.14% 78.46%      514kB  1.14%  os.(*File).readdirnames
  513.31kB  1.14% 79.59%   513.31kB  1.14%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl.ResourceAliases
  513.31kB  1.14% 80.73%   513.31kB  1.14%  regexp/syntax.(*compiler).quest
  512.75kB  1.13% 81.86%  1562.34kB  3.46%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*Scheme).AddKnownTypeWithName
  512.56kB  1.13% 83.00%   512.56kB  1.13%  encoding/pem.Decode
  512.28kB  1.13% 84.13%   512.28kB  1.13%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils.(*TimedStore).Add
  512.28kB  1.13% 85.27%  1024.42kB  2.27%  github.com/openshift/origin/vendor/github.com/lestrrat/go-jsschema.New
  512.28kB  1.13% 86.40%  1024.29kB  2.27%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/client/clientset_generated/clientset/typed/core/v1.(*persistentVolumes).Get
  512.10kB  1.13% 87.53%  1024.14kB  2.27%  os.Lstat
  512.06kB  1.13% 88.67%   512.06kB  1.13%  github.com/openshift/origin/vendor/github.com/google/cadvisor/cache/memory.(*InMemoryCache).AddStats.func1
  512.06kB  1.13% 89.80%   512.06kB  1.13%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*Capability).Unmarshal
  512.05kB  1.13% 90.93%   512.05kB  1.13%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListImagesResponse).Unmarshal
  512.05kB  1.13% 92.07%  4096.74kB  9.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
  512.04kB  1.13% 93.20%  3586.66kB  7.94%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
  512.04kB  1.13% 94.33%   512.04kB  1.13%  syscall.ByteSliceFromString
  512.03kB  1.13% 95.47%   512.03kB  1.13%  github.com/openshift/origin/vendor/golang.org/x/net/trace.newFamily.func1
  512.03kB  1.13% 96.60%   512.03kB  1.13%  time.NewTimer
  512.02kB  1.13% 97.73%   512.02kB  1.13%  github.com/openshift/origin/vendor/github.com/google/cadvisor/summary.New
  512.02kB  1.13% 98.87%   512.02kB  1.13%  runtime.makemap
  512.01kB  1.13%   100%   512.01kB  1.13%  reflect.unsafe_New
         0     0%   100%  2947.21kB  6.52%  bytes.(*Buffer).ReadFrom
         0     0%   100%   976.89kB  2.16%  bytes.(*Buffer).WriteString
         0     0%   100%   976.89kB  2.16%  bytes.(*Buffer).grow
         0     0%   100%   512.56kB  1.13%  crypto/tls.(*Conn).Handshake
         0     0%   100%   512.56kB  1.13%  crypto/tls.(*Conn).clientHandshake
         0     0%   100%   512.56kB  1.13%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0%   100%   512.56kB  1.13%  crypto/x509.(*CertPool).AppendCertsFromPEM
         0     0%   100%   512.56kB  1.13%  crypto/x509.(*Certificate).Verify
         0     0%   100%   512.56kB  1.13%  crypto/x509.initSystemRoots
         0     0%   100%   512.56kB  1.13%  crypto/x509.loadSystemRoots
         0     0%   100%   512.56kB  1.13%  crypto/x509.systemRootsPool
