121.95s of 146.38s total (83.31%)
Dropped 1441 nodes (cum <= 0.73s)
      flat  flat%   sum%        cum   cum%
    17.49s 11.95% 11.95%     18.32s 12.52%  syscall.Syscall
    17.45s 11.92% 23.87%     30.89s 21.10%  runtime.scanobject
     7.20s  4.92% 28.79%      7.24s  4.95%  runtime.greyobject
     7.20s  4.92% 33.71%      7.20s  4.92%  runtime.heapBitsForObject
     6.50s  4.44% 38.15%      6.50s  4.44%  runtime.memclrNoHeapPointers
     6.20s  4.24% 42.38%     25.35s 17.32%  runtime.mallocgc
     5.15s  3.52% 45.90%      5.23s  3.57%  encoding/json.stateInString
     4.48s  3.06% 48.96%      4.57s  3.12%  syscall.Syscall6
     4.11s  2.81% 51.77%      8.18s  5.59%  encoding/json.(*decodeState).scanWhile
     3.48s  2.38% 54.15%      8.54s  5.83%  encoding/json.(*Decoder).readValue
     3.40s  2.32% 56.47%      3.40s  2.32%  runtime.memmove
     2.67s  1.82% 58.29%      3.25s  2.22%  runtime.mapiternext
     2.23s  1.52% 59.82%      2.38s  1.63%  encoding/json.unquoteBytes
     2.21s  1.51% 61.33%     10.02s  6.85%  runtime.mapassign
     2.14s  1.46% 62.79%      2.14s  1.46%  runtime.heapBitsSetType
     1.74s  1.19% 63.98%      1.74s  1.19%  runtime.(*mSpanList).remove
     1.67s  1.14% 65.12%     31.26s 21.36%  encoding/json.(*decodeState).object
     1.59s  1.09% 66.20%      1.59s  1.09%  runtime.futex
     1.53s  1.05% 67.25%      1.53s  1.05%  runtime.aeshashbody
     1.12s  0.77% 68.01%      2.67s  1.82%  runtime.evacuate
     0.97s  0.66% 68.68%      0.97s  0.66%  runtime.memeqbody
     0.85s  0.58% 69.26%      0.96s  0.66%  encoding/json.stateEndValue
     0.76s  0.52% 69.78%      1.12s  0.77%  path.Clean
     0.70s  0.48% 70.26%      3.48s  2.38%  runtime.gentraceback
     0.70s  0.48% 70.73%      2.43s  1.66%  runtime.typedmemmove
     0.61s  0.42% 71.15%      1.09s  0.74%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.ReadLine
     0.61s  0.42% 71.57%      1.84s  1.26%  runtime.mapiterinit
     0.60s  0.41% 71.98%      2.11s  1.44%  runtime.sweepone
     0.57s  0.39% 72.37%     25.90s 17.69%  runtime.gcDrain
     0.57s  0.39% 72.76%      1.77s  1.21%  syscall.ByteSliceFromString
     0.56s  0.38% 73.14%      1.13s  0.77%  runtime.bulkBarrierPreWrite
     0.56s  0.38% 73.52%      1.62s  1.11%  runtime.pcvalue
     0.56s  0.38% 73.90%     47.36s 32.35%  runtime.systemstack
     0.53s  0.36% 74.27%      1.42s  0.97%  reflect.(*rtype).Name
     0.51s  0.35% 74.61%      0.89s  0.61%  reflect.(*rtype).String
     0.50s  0.34% 74.96%      0.81s  0.55%  runtime.mapaccess2_faststr
     0.47s  0.32% 75.28%      5.14s  3.51%  runtime.rawstring
     0.45s  0.31% 75.58%      1.28s  0.87%  runtime.gcmarkwb_m
     0.45s  0.31% 75.89%      1.87s  1.28%  runtime.writebarrierptr_prewrite1
     0.44s   0.3% 76.19%      6.26s  4.28%  runtime.slicebytetostring
     0.41s  0.28% 76.47%      0.88s   0.6%  runtime.step
     0.39s  0.27% 76.74%      2.45s  1.67%  encoding/json.(*decodeState).indirect
     0.39s  0.27% 77.01%      0.88s   0.6%  runtime.mapaccess1
     0.38s  0.26% 77.26%      6.80s  4.65%  runtime.newobject
     0.37s  0.25% 77.52%      5.51s  3.76%  runtime.rawstringtmp
     0.33s  0.23% 77.74%      4.09s  2.79%  runtime.(*mcentral).cacheSpan
     0.33s  0.23% 77.97%      0.76s  0.52%  runtime.scanblock
     0.32s  0.22% 78.19%      1.51s  1.03%  runtime.concatstrings
     0.30s   0.2% 78.39%      6.42s  4.39%  encoding/json.(*decodeState).literalStore
     0.27s  0.18% 78.58%      1.37s  0.94%  runtime.convT2E
     0.26s  0.18% 78.75%      0.83s  0.57%  runtime.shade
     0.23s  0.16% 78.91%      2.73s  1.87%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.extractLabels
     0.22s  0.15% 79.06%      1.31s  0.89%  runtime.(*mspan).sweep
     0.21s  0.14% 79.20%      4.24s  2.90%  reflect.Value.SetMapIndex
     0.19s  0.13% 79.33%      3.32s  2.27%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*PodSandbox).Unmarshal
     0.19s  0.13% 79.46%      0.86s  0.59%  syscall.ParseDirent
     0.17s  0.12% 79.58%     10.97s  7.49%  encoding/json.(*decodeState).literal
