27517.98kB of 27517.98kB total (  100%)
Dropped 1262 nodes (cum <= 137.59kB)
      flat  flat%   sum%        cum   cum%
 4787.95kB 17.40% 17.40%  4787.95kB 17.40%  runtime.hashGrow
 4144.18kB 15.06% 32.46%  4144.18kB 15.06%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
 3295.71kB 11.98% 44.44%  3295.71kB 11.98%  bytes.makeSlice
 2562.19kB  9.31% 53.75%  3074.21kB 11.17%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
 2049.06kB  7.45% 61.19%  6837.02kB 24.85%  runtime.mapassign
 1036.05kB  3.76% 64.96%  1036.05kB  3.76%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*stream).merge
 1024.41kB  3.72% 68.68%  1024.41kB  3.72%  runtime.rawstringtmp
 1024.05kB  3.72% 72.40%  1024.05kB  3.72%  runtime.makemap
  809.97kB  2.94% 75.35%   809.97kB  2.94%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
  609.50kB  2.21% 77.56%   609.50kB  2.21%  runtime.stringtoslicebyte
  528.17kB  1.92% 79.48%   528.17kB  1.92%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Framer).WriteDataPadded
  517.33kB  1.88% 81.36%   517.33kB  1.88%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).generateContainerConfig
     515kB  1.87% 83.23%      515kB  1.87%  strings.NewReplacer
     514kB  1.87% 85.10%      514kB  1.87%  github.com/openshift/origin/vendor/github.com/google/cadvisor/summary.(*StatsSummary).AddSample
  513.31kB  1.87% 86.96%   513.31kB  1.87%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl.ResourceAliases
  513.31kB  1.87% 88.83%   513.31kB  1.87%  regexp/syntax.(*compiler).quest
  512.75kB  1.86% 90.69%  1562.34kB  5.68%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*Scheme).AddKnownTypeWithName
  512.56kB  1.86% 92.56%   512.56kB  1.86%  encoding/pem.Decode
  512.28kB  1.86% 94.42%  1024.42kB  3.72%  github.com/openshift/origin/vendor/github.com/lestrrat/go-jsschema.New
  512.09kB  1.86% 96.28%   512.09kB  1.86%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).getFsStats
  512.06kB  1.86% 98.14%   512.06kB  1.86%  github.com/openshift/origin/vendor/github.com/google/cadvisor/cache/memory.(*InMemoryCache).AddStats.func1
  512.03kB  1.86%   100%   512.03kB  1.86%  github.com/openshift/origin/vendor/golang.org/x/net/trace.newFamily.func1
         0     0%   100%  2572.91kB  9.35%  bytes.(*Buffer).ReadFrom
         0     0%   100%   722.81kB  2.63%  bytes.(*Buffer).WriteString
         0     0%   100%   722.81kB  2.63%  bytes.(*Buffer).grow
         0     0%   100%   512.56kB  1.86%  crypto/tls.(*Conn).Handshake
         0     0%   100%   512.56kB  1.86%  crypto/tls.(*Conn).clientHandshake
         0     0%   100%   512.56kB  1.86%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0%   100%   512.56kB  1.86%  crypto/x509.(*CertPool).AppendCertsFromPEM
         0     0%   100%   512.56kB  1.86%  crypto/x509.(*Certificate).Verify
         0     0%   100%   512.56kB  1.86%  crypto/x509.initSystemRoots
         0     0%   100%   512.56kB  1.86%  crypto/x509.loadSystemRoots
         0     0%   100%   512.56kB  1.86%  crypto/x509.systemRootsPool
         0     0%   100%  1024.42kB  3.72%  encoding/json.(*Decoder).Decode
         0     0%   100%  1536.70kB  5.58%  encoding/json.(*decodeState).object
         0     0%   100%  1536.70kB  5.58%  encoding/json.(*decodeState).unmarshal
         0     0%   100%  1536.70kB  5.58%  encoding/json.(*decodeState).value
         0     0%   100%   512.28kB  1.86%  encoding/json.Unmarshal
         0     0%   100%      514kB  1.87%  github.com/openshift/origin/pkg/apps/cmd.init
         0     0%   100%      514kB  1.87%  github.com/openshift/origin/pkg/apps/generated/internalclientset.init
