15693.73kB of 15693.73kB total (  100%)
Dropped 664 nodes (cum <= 78.47kB)
      flat  flat%   sum%        cum   cum%
 3250.27kB 20.71% 20.71%  3250.27kB 20.71%  runtime.hashGrow
 3108.13kB 19.80% 40.52%  3108.13kB 19.80%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
 1762.94kB 11.23% 51.75%  1762.94kB 11.23%  bytes.makeSlice
 1536.92kB  9.79% 61.54%  4787.19kB 30.50%  runtime.mapassign
  809.97kB  5.16% 66.70%   809.97kB  5.16%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
  609.50kB  3.88% 70.59%   609.50kB  3.88%  runtime.stringtoslicebyte
     515kB  3.28% 73.87%      515kB  3.28%  strings.NewReplacer
  513.31kB  3.27% 77.14%   513.31kB  3.27%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl.ResourceAliases
  513.31kB  3.27% 80.41%   513.31kB  3.27%  regexp/syntax.(*compiler).quest
  512.75kB  3.27% 83.68%  1562.34kB  9.96%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*Scheme).AddKnownTypeWithName
  512.56kB  3.27% 86.94%   512.56kB  3.27%  encoding/pem.Decode
  512.44kB  3.27% 90.21%   512.44kB  3.27%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
  512.31kB  3.26% 93.47%   512.31kB  3.26%  runtime.rawstringtmp
  512.28kB  3.26% 96.74%  1024.42kB  6.53%  github.com/openshift/origin/vendor/github.com/lestrrat/go-jsschema.New
  512.02kB  3.26%   100%   512.02kB  3.26%  github.com/openshift/origin/vendor/github.com/google/cadvisor/summary.(*StatsSummary).AddSample
         0     0%   100%  1762.94kB 11.23%  bytes.(*Buffer).ReadFrom
         0     0%   100%   512.56kB  3.27%  crypto/tls.(*Conn).Handshake
         0     0%   100%   512.56kB  3.27%  crypto/tls.(*Conn).clientHandshake
         0     0%   100%   512.56kB  3.27%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0%   100%   512.56kB  3.27%  crypto/x509.(*CertPool).AppendCertsFromPEM
         0     0%   100%   512.56kB  3.27%  crypto/x509.(*Certificate).Verify
         0     0%   100%   512.56kB  3.27%  crypto/x509.initSystemRoots
         0     0%   100%   512.56kB  3.27%  crypto/x509.loadSystemRoots
         0     0%   100%   512.56kB  3.27%  crypto/x509.systemRootsPool
         0     0%   100%  1024.42kB  6.53%  encoding/json.(*Decoder).Decode
         0     0%   100%  1536.70kB  9.79%  encoding/json.(*decodeState).object
         0     0%   100%  1536.70kB  9.79%  encoding/json.(*decodeState).unmarshal
         0     0%   100%  1536.70kB  9.79%  encoding/json.(*decodeState).value
         0     0%   100%   512.28kB  3.26%  encoding/json.Unmarshal
         0     0%   100%      514kB  3.28%  github.com/openshift/origin/pkg/apps/cmd.init
         0     0%   100%      514kB  3.28%  github.com/openshift/origin/pkg/apps/generated/internalclientset.init
         0     0%   100%      514kB  3.28%  github.com/openshift/origin/pkg/apps/generated/internalclientset/scheme.init
         0     0%   100%      514kB  3.28%  github.com/openshift/origin/pkg/apps/generated/internalclientset/scheme.init.1
         0     0%   100%      514kB  3.28%  github.com/openshift/origin/pkg/apps/generated/internalclientset/typed/apps/internalversion.init
         0     0%   100%   609.50kB  3.88%  github.com/openshift/origin/pkg/auth/server/selectprovider.init
         0     0%   100%  1545.15kB  9.85%  github.com/openshift/origin/pkg/cmd/infra/builder.init
         0     0%   100%  1025.63kB  6.54%  github.com/openshift/origin/pkg/cmd/openshift.CommandFor
