timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1505941345000,0.00,0.00,97.43,0.03,0.00,0.00,0.00,0.05,0.89,1.60
1505941445000,0.00,0.00,95.74,0.07,0.00,0.00,0.01,0.04,1.36,2.78
1505941545000,0.00,0.00,99.62,0.00,0.00,0.00,0.01,0.02,0.20,0.15
1505941645000,0.00,0.00,99.08,0.00,0.00,0.00,0.00,0.01,0.38,0.53
1505941745000,0.00,0.00,93.38,0.01,0.00,0.00,0.00,0.05,2.13,4.43
1505941845000,0.00,0.00,93.70,0.16,0.00,0.00,0.01,0.05,2.52,3.55
1505941945000,0.00,0.00,95.55,1.12,0.00,0.63,0.00,0.04,1.97,0.68
1505942045000,0.00,0.00,99.61,0.00,0.00,0.00,0.00,0.02,0.17,0.20
1505942145000,0.00,0.00,99.54,0.01,0.00,0.00,0.00,0.02,0.23,0.20
1505942245000,0.00,0.00,99.62,0.00,0.00,0.00,0.00,0.02,0.18,0.18
1505942345000,0.00,0.00,99.58,0.00,0.00,0.00,0.00,0.02,0.20,0.20
1505942445000,0.00,0.00,99.41,0.00,0.00,0.00,0.00,0.02,0.25,0.32
1505942545000,0.00,0.00,99.62,0.00,0.00,0.00,0.00,0.02,0.17,0.19
1505942645000,0.00,0.00,99.63,0.00,0.00,0.00,0.00,0.02,0.17,0.18
1505942745000,0.00,0.00,99.66,0.00,0.00,0.00,0.00,0.02,0.17,0.15
1505942845000,0.00,0.00,99.02,0.02,0.00,0.00,0.00,0.06,0.51,0.39
1505942945000,0.00,0.00,98.36,0.02,0.00,0.01,0.00,0.03,0.89,0.68
1505943045000,0.00,0.00,96.63,0.02,0.00,0.01,0.00,0.08,1.80,1.46
1505943145000,0.00,0.00,97.92,0.02,0.00,0.02,0.01,0.04,1.04,0.95
1505943245000,0.00,0.00,96.93,0.02,0.00,0.03,0.00,0.05,1.52,1.45
1505943345000,0.00,0.00,95.81,0.02,0.00,0.03,0.00,0.12,2.19,1.83
1505943445000,0.00,0.00,95.55,0.02,0.00,0.05,0.01,0.06,2.22,2.10
1505943545000,0.00,0.00,94.83,0.03,0.00,0.04,0.00,0.08,2.59,2.43
1505943645000,0.00,0.00,93.22,0.02,0.00,0.08,0.01,0.09,3.51,3.07
1505943745000,0.00,0.00,92.74,0.04,0.00,0.08,0.00,0.10,3.78,3.26
1505943845000,0.00,0.00,91.40,0.06,0.00,0.12,0.02,0.10,4.28,4.02
1505943945000,0.00,0.00,94.05,0.04,0.00,0.14,0.00,0.07,2.70,3.00
1505944045000,0.00,0.00,91.35,0.04,0.00,0.13,0.01,0.09,4.54,3.84
1505944145000,0.00,0.00,90.83,0.03,0.00,0.17,0.01,0.07,4.83,4.06
1505944245000,0.00,0.00,89.71,0.09,0.00,0.19,0.00,0.09,5.38,4.54
1505944345000,0.00,0.00,89.92,0.04,0.00,0.20,0.01,0.07,5.30,4.46
1505944445000,0.00,0.00,88.99,0.05,0.00,0.24,0.00,0.10,5.83,4.79
1505944545000,0.00,0.00,89.30,0.02,0.00,0.23,0.01,0.07,5.66,4.70
1505944645000,0.00,0.00,84.90,0.06,0.00,0.24,0.01,0.12,8.68,5.98
1505944745000,0.00,0.00,84.68,0.06,0.00,0.31,0.04,0.12,8.53,6.25
1505944845000,0.00,0.00,82.77,0.09,0.00,0.31,0.01,0.13,9.17,7.52
1505944945000,0.00,0.00,86.14,0.03,0.00,0.36,0.02,0.14,6.93,6.37
1505945045000,0.00,0.00,86.98,0.02,0.00,0.34,0.01,0.08,6.46,6.11
1505945145000,0.00,0.00,84.14,0.04,0.00,0.37,0.00,0.08,9.07,6.29
1505945245000,0.00,0.00,83.69,0.02,0.00,0.36,0.01,0.08,9.66,6.17
1505945345000,0.00,0.00,83.02,0.04,0.00,0.42,0.01,0.11,9.08,7.32
1505945445000,0.00,0.00,86.38,0.01,0.00,0.45,0.00,0.07,6.67,6.42
1505945545000,0.00,0.00,84.43,0.04,0.00,0.47,0.00,0.10,7.63,7.33
1505945645000,0.00,0.00,84.50,0.03,0.00,0.50,0.01,0.07,8.04,6.85
1505945745000,0.00,0.00,83.16,0.03,0.00,0.49,0.01,0.09,9.12,7.11
1505945845000,0.00,0.00,81.40,0.04,0.00,0.48,0.04,0.12,9.57,8.35
1505945945000,0.00,0.00,80.72,0.03,0.00,0.55,0.08,0.10,10.58,7.94
1505946045000,0.00,0.00,76.79,0.07,0.00,0.64,0.06,0.12,13.15,9.17
1505946145000,0.00,0.00,74.81,0.04,0.00,0.64,0.10,0.12,13.77,10.52
1505946245000,0.00,0.00,77.10,0.03,0.00,0.60,0.04,0.10,13.01,9.12
1505946345000,0.00,0.00,79.07,0.05,0.00,0.68,0.02,0.10,11.64,8.44
1505946445000,0.00,0.00,82.45,0.01,0.00,0.71,0.00,0.07,9.16,7.60
1505946545000,0.00,0.00,79.86,0.03,0.00,0.71,0.01,0.09,10.40,8.90
1505946645000,0.00,0.00,78.76,0.02,0.00,0.74,0.01,0.09,11.44,8.94
1505946745000,0.00,0.00,75.68,0.01,0.00,0.68,0.01,0.08,12.69,10.84
1505946845000,0.00,0.00,77.91,0.01,0.00,0.80,0.01,0.09,12.34,8.83
1505946945000,0.00,0.00,78.44,0.03,0.00,0.81,0.03,0.09,12.06,8.54
1505947045000,0.00,0.00,77.08,0.03,0.00,0.83,0.01,0.11,12.59,9.35
1505947145000,0.00,0.00,77.70,0.03,0.00,0.85,0.01,0.09,11.72,9.59
1505947245000,0.00,0.00,76.86,0.01,0.00,0.81,0.01,0.07,12.79,9.45
1505947345000,0.00,0.00,73.65,0.03,0.00,0.88,0.02,0.11,13.98,11.34
1505947445000,0.00,0.00,72.31,0.05,0.00,0.91,0.02,0.12,15.89,10.70
1505947545000,0.00,0.00,74.81,0.00,0.00,0.91,0.01,0.07,14.59,9.62
1505947645000,0.00,0.00,69.57,0.09,0.00,1.01,0.08,0.15,17.45,11.64
1505947745000,0.00,0.00,69.74,0.04,0.00,1.04,0.07,0.13,17.04,11.93
1505947845000,0.00,0.00,71.20,0.08,0.00,1.02,0.04,0.08,15.74,11.84
1505947945000,0.00,0.00,56.57,0.10,0.00,1.04,0.08,0.11,25.95,16.14
1505948045000,0.00,0.00,72.76,0.02,0.00,1.12,0.06,0.10,15.59,10.34
1505948145000,0.00,0.00,68.61,0.07,0.00,1.14,0.02,0.11,17.78,12.26
1505948245000,0.00,0.00,75.93,0.00,0.00,1.16,0.00,0.06,13.01,9.83
1505948345000,0.00,0.00,75.13,0.00,0.00,1.24,0.01,0.07,13.75,9.79
