timestamp_ms,active_opens_sec,passive_opens_sec,rx_segments_sec,tcp_attempt_fails_sec,tcp_establish_resets_sec,tcp_rx_segments_error_sec,tcp_segments_retransmitted_sec,tcp_tx_segments_RSTflag_sec,tx_segments_sec
1505941345000,12.04,0.02,209.88,10.51,0.28,0.00,0.01,0.00,193.01
1505941445000,13.56,0.00,192.36,10.54,0.49,0.00,0.00,0.00,177.93
1505941545000,10.52,0.00,21.07,10.52,0.00,0.00,0.00,0.00,21.07
1505941645000,11.06,0.01,26.34,10.50,0.02,0.00,0.00,0.00,26.58
1505941745000,13.88,0.00,58.49,10.52,0.03,0.00,0.01,0.00,60.71
1505941845000,10.89,0.01,46.87,10.29,0.00,0.00,0.02,0.00,49.21
1505941945000,0.46,0.01,5.68,0.00,0.00,0.00,0.00,0.00,5.97
1505942045000,0.40,0.00,3.34,0.00,0.00,0.00,0.00,0.00,3.17
1505942145000,0.40,0.00,3.30,0.00,0.00,0.00,0.00,0.00,3.26
1505942245000,0.40,0.00,3.54,0.00,0.00,0.00,0.00,0.00,3.50
1505942345000,0.40,0.00,3.43,0.00,0.00,0.00,0.00,0.00,3.36
1505942445000,0.44,0.02,3.76,0.02,0.00,0.00,0.00,0.00,3.69
1505942545000,0.40,0.00,3.26,0.00,0.00,0.00,0.00,0.00,3.17
1505942645000,0.40,0.00,3.31,0.00,0.00,0.00,0.00,0.00,3.24
1505942745000,0.40,0.00,3.31,0.00,0.00,0.00,0.00,0.00,3.21
1505942845000,0.69,0.00,9.42,0.00,0.01,0.00,0.00,0.00,9.78
1505942945000,0.79,0.00,13.94,0.00,0.02,0.00,0.00,0.00,15.09
1505943045000,1.48,0.02,31.27,0.02,0.01,0.00,0.02,0.00,34.62
1505943145000,0.66,0.00,19.63,0.00,0.02,0.00,0.00,0.00,21.13
1505943245000,1.08,0.00,31.92,0.00,0.00,0.00,0.02,0.00,34.26
1505943345000,1.11,0.00,40.31,0.00,0.00,0.00,0.01,0.00,42.69
1505943445000,1.18,0.00,47.53,0.00,0.01,0.00,0.00,0.00,49.90
1505943545000,1.18,0.00,53.44,0.00,0.00,0.00,0.00,0.00,56.17
1505943645000,1.35,0.02,71.19,0.02,0.03,0.00,0.02,0.00,72.49
1505943745000,1.47,0.00,87.58,0.00,0.03,0.00,0.07,0.00,88.32
1505943845000,1.57,0.00,90.30,0.00,0.04,0.00,0.01,0.00,91.37
1505943945000,0.79,0.00,60.62,0.00,0.02,0.00,0.00,0.00,62.12
1505944045000,1.25,0.00,93.01,0.00,0.00,0.00,0.01,0.00,95.77
1505944145000,0.94,0.00,90.35,0.00,0.01,0.00,0.01,0.00,92.78
1505944245000,1.20,0.01,96.01,0.01,0.03,0.00,0.00,0.00,98.65
1505944345000,1.07,0.01,97.36,0.01,0.00,0.00,0.03,0.00,100.40
1505944445000,1.18,0.00,108.13,0.00,0.04,0.01,0.05,0.01,110.38
1505944545000,0.75,0.00,106.05,0.00,0.01,0.00,0.01,0.00,108.82
1505944645000,1.53,0.00,158.87,0.00,0.01,0.00,0.00,0.00,161.15
1505944745000,1.27,0.00,162.71,0.00,0.04,0.00,0.02,0.00,159.70
1505944845000,1.41,0.00,160.71,0.00,0.02,0.00,0.00,0.00,163.93
1505944945000,1.08,0.06,103.79,0.03,0.00,0.00,0.02,0.00,105.14
1505945045000,0.75,0.04,118.61,0.00,0.01,0.00,0.02,0.00,120.41
1505945145000,0.92,0.03,125.06,0.00,0.01,0.00,0.03,0.00,126.47
1505945245000,0.62,0.04,126.49,0.00,0.02,0.00,0.03,0.00,128.67
1505945345000,1.27,0.03,131.40,0.00,0.05,0.00,0.00,0.00,134.03
1505945445000,0.49,0.02,120.69,0.00,0.00,0.00,0.00,0.00,121.99
1505945545000,1.05,0.04,127.20,0.02,0.01,0.00,0.05,0.00,129.76
1505945645000,0.79,0.02,136.25,0.00,0.00,0.00,0.05,0.00,138.00
1505945745000,0.75,0.01,142.49,0.00,0.02,0.00,0.00,0.00,144.29
