timestamp_ms,fault_sec,majflt_sec,page_swaps_in_sec,page_swaps_out_sec,pgfree_sec,pgpgin_sec,pgpgout_sec,pgscand_sec,pgscank_sec,pgsteal_sec,vmeff_pct
1505941345000,7820.09,0.47,0.00,0.00,5565.42,1275.74,4553.80,0.00,0.00,0.00,0.00
1505941445000,13394.94,0.08,0.00,0.00,6561.43,171.32,7139.38,0.00,0.00,0.00,0.00
1505941545000,524.40,0.00,0.00,0.00,233.81,0.00,149.29,0.00,0.00,0.00,0.00
1505941645000,3141.53,0.01,0.00,0.00,1147.62,0.60,5.06,0.00,0.00,0.00,0.00
1505941745000,25063.70,0.04,0.00,0.00,9925.76,14.92,58.11,0.00,0.00,0.00,0.00
1505941845000,26955.43,0.30,0.00,0.00,10908.58,241.49,209.13,0.00,0.00,0.00,0.00
1505941945000,27796.54,0.28,0.00,0.00,10921.20,253.56,325.71,0.00,0.00,0.00,0.00
1505942045000,833.81,0.00,0.00,0.00,311.45,0.00,6.94,0.00,0.00,0.00,0.00
1505942145000,1108.97,0.00,0.00,0.00,475.94,0.36,3.35,0.00,0.00,0.00,0.00
1505942245000,1222.11,0.00,0.00,0.00,505.47,0.00,4.47,0.00,0.00,0.00,0.00
1505942345000,1195.95,0.00,0.00,0.00,483.16,0.00,2.63,0.00,0.00,0.00,0.00
1505942445000,1458.53,0.00,0.00,0.00,958.43,0.12,2.91,0.00,0.00,0.00,0.00
1505942545000,880.72,0.00,0.00,0.00,319.10,0.00,5.49,0.00,0.00,0.00,0.00
1505942645000,905.00,0.00,0.00,0.00,318.84,0.00,2.26,0.00,0.00,0.00,0.00
1505942745000,1013.52,0.00,0.00,0.00,373.46,0.00,2.91,0.00,0.00,0.00,0.00
1505942845000,4255.30,0.33,0.00,0.00,2139.29,273.98,16.40,0.00,0.00,0.00,0.00
1505942945000,7010.00,0.00,0.00,0.00,4016.02,0.00,55.23,0.00,0.00,0.00,0.00
1505943045000,15301.90,0.00,0.00,0.00,8468.93,0.00,72.70,0.00,0.00,0.00,0.00
1505943145000,7618.67,0.00,0.00,0.00,3889.58,0.00,49.10,0.00,0.00,0.00,0.00
1505943245000,12904.25,0.00,0.00,0.00,6573.79,0.00,60.09,0.00,0.00,0.00,0.00
1505943345000,15322.02,0.00,0.00,0.00,8010.15,0.00,64.32,0.00,0.00,0.00,0.00
1505943445000,16729.49,0.00,0.00,0.00,9266.78,0.00,85.80,0.00,0.00,0.00,0.00
1505943545000,18187.39,0.00,0.00,0.00,10523.65,0.00,78.17,0.00,0.00,0.00,0.00
1505943645000,22547.68,0.00,0.00,0.00,13291.96,0.16,106.63,0.00,0.00,0.00,0.00
1505943745000,25096.22,0.00,0.00,0.00,14686.07,0.00,120.95,0.00,0.00,0.00,0.00
1505943845000,28488.97,0.00,0.00,0.00,16291.01,0.00,120.28,0.00,0.00,0.00,0.00
