timestamp_ms,commit_pct,hugeused_pct,kbactive,kbanonpg,kbbuffers,kbcached,kbcommit,kbdirty,kbhugefree,kbhugeused,kbinactive,kbkstack,kbmemfree,kbmemused,kbpgtbl,kbslab,kbswpcad,kbswpfree,kbswpused,kbvmused,memused_pct,swpcad_pct,swpused_pct
1505941345000,4.90,0.00,286684,137508,2124,499912,796468,1480,0,0,336340,3392,15399208,867480,5976,80400,0,0,0,39464,5.33,0.00,0.00
1505941445000,4.96,0.00,1043668,142064,2124,1227988,806368,12336,0,0,312248,3504,14617584,1649104,6292,121060,0,0,0,39464,10.14,0.00,0.00
1505941545000,4.95,0.00,1042020,140060,2124,1228244,805056,76,0,0,311892,3392,14623040,1643648,5684,121116,0,0,0,39464,10.10,0.00,0.00
1505941645000,5.26,0.00,1086960,182564,2124,1228764,856436,1636,0,0,309992,3488,14573956,1692732,6668,126200,0,0,0,39464,10.41,0.00,0.00
1505941745000,4.93,0.00,1050160,142520,2124,1231984,802340,2576,0,0,309932,3472,14605148,1661540,6136,132164,0,0,0,39464,10.21,0.00,0.00
1505941845000,5.41,0.00,1089556,176948,2124,1259264,879540,18740,0,0,291224,3664,14529636,1737052,6488,143360,0,0,0,39464,10.68,0.00,0.00
1505941945000,5.41,0.00,1117912,184852,2124,1283684,880308,28,0,0,294888,3568,14490068,1776620,6160,148616,0,0,0,39464,10.92,0.00,0.00
1505942045000,5.42,0.00,1119348,186288,2124,1283732,881472,8,0,0,294888,3520,14490008,1776680,5872,148200,0,0,0,39464,10.92,0.00,0.00
1505942145000,5.44,0.00,1120836,187660,2124,1283852,884512,20,0,0,294916,3504,14489684,1777004,5956,148028,0,0,0,39464,10.92,0.00,0.00
1505942245000,5.42,0.00,1121716,188428,2124,1283952,881508,16,0,0,294924,3488,14487536,1779152,5872,148112,0,0,0,39464,10.94,0.00,0.00
1505942345000,5.42,0.00,1122096,188744,2124,1284040,881508,20,0,0,294932,3504,14487592,1779096,5872,148016,0,0,0,39512,10.94,0.00,0.00
1505942445000,5.37,0.00,1158848,188448,2124,1284272,873760,148,0,0,258092,3472,14487268,1779420,5860,147956,0,0,0,39512,10.94,0.00,0.00
1505942545000,5.37,0.00,1159080,188592,2124,1284356,873760,16,0,0,258100,3472,14487944,1778744,5860,147872,0,0,0,39512,10.93,0.00,0.00
1505942645000,5.42,0.00,1159356,188800,2124,1292628,882208,4,0,0,266308,3472,14478604,1788084,5868,147944,0,0,0,39512,10.99,0.00,0.00
1505942745000,5.42,0.00,1159708,189044,2124,1292704,882208,12,0,0,266312,3472,14478240,1788448,5872,147992,0,0,0,39512,10.99,0.00,0.00
1505942845000,9.89,0.00,1266544,284612,2124,1321556,1608752,1060,0,0,283888,4880,14338204,1928484,7364,152692,0,0,0,39580,11.86,0.00,0.00
1505942945000,16.59,0.00,1413008,430164,2124,1323076,2698452,48,0,0,284384,6944,14171392,2095296,9508,160308,0,0,0,39704,12.88,0.00,0.00
1505943045000,34.44,0.00,1798020,808584,2124,1327044,5602560,488,0,0,285532,12160,13731804,2534884,15776,180004,0,0,0,39876,15.58,0.00,0.00
1505943145000,38.73,0.00,1898228,911584,2124,1328468,6300164,80,0,0,285988,13696,13618772,2647916,16544,186140,0,0,0,40152,16.28,0.00,0.00
1505943245000,50.73,0.00,2146308,1148172,2124,1331280,8252536,136,0,0,286960,17104,13334436,2932252,20544,200224,0,0,0,40296,18.03,0.00,0.00
1505943345000,63.26,0.00,2404124,1413936,2124,1334868,10290316,792,0,0,288160,21392,13035676,3231012,24788,216304,0,0,0,44528,19.86,0.00,0.00
1505943445000,76.55,0.00,2681096,1688436,2124,1338668,12452136,376,0,0,289420,25280,12716404,3550284,28024,233656,0,0,0,44736,21.83,0.00,0.00
1505943545000,89.74,0.00,2951416,1955992,2124,1342664,14597360,784,0,0,290796,29312,12404076,3862612,32448,250592,0,0,0,44896,23.75,0.00,0.00
1505943645000,105.10,0.00,3285600,2285996,2124,1347828,17096664,968,0,0,292032,33920,12020232,4246456,37300,271580,0,0,0,45152,26.11,0.00,0.00
1505943745000,122.87,0.00,3665772,2662804,2124,1353876,19987580,756,0,0,294032,39376,11583148,4683540,42812,294220,0,0,0,45348,28.79,0.00,0.00
