timestamp_ms,raw_sockets,tcp_sockets,tcp_timewait_sockets,total_sockets,udp_sockets
1505941345000,0,7,139753940844561,291,2
1505941445000,0,7,139753940844548,356,2
1505941545000,0,6,139753940844544,289,2
1505941645000,0,7,139753940844544,293,2
1505941745000,0,7,139753940844544,287,2
1505941845000,0,11,139753940844545,317,5
1505941945000,0,10,139753940844544,313,5
1505942045000,0,9,139753940844544,311,5
1505942145000,0,9,139753940844544,312,5
1505942245000,0,9,139753940844544,311,5
1505942345000,0,9,139753940844544,311,5
1505942445000,0,9,139753940844546,311,5
1505942545000,0,9,139753940844544,311,5
1505942645000,0,9,139753940844544,311,5
1505942745000,0,9,139753940844544,311,5
1505942845000,0,17,139753940844551,509,5
1505942945000,0,29,139753940844547,704,5
1505943045000,0,61,139753940844561,1228,5
1505943145000,0,69,139753940844544,1354,5
1505943245000,0,91,139753940844549,1682,5
1505943345000,0,113,139753940844556,2071,5
1505943445000,0,137,139753940844550,2457,5
1505943545000,0,161,139753940844556,2847,5
1505943645000,0,189,139753940844561,3302,5
1505943745000,0,221,139753940844557,3822,5
1505943845000,0,257,139753940844564,4415,5
1505943945000,0,269,139753940844550,4602,5
1505944045000,0,297,139753940844565,5067,5
1505944145000,0,313,139753940844553,5317,5
1505944245000,0,335,139753940844564,5707,5
1505944345000,0,357,139753940844553,6033,5
1505944445000,0,381,139753940844556,6423,5
1505944545000,0,393,139753940844551,6617,5
1505944645000,0,429,139753940844559,7201,5
1505944745000,0,457,139753940844550,7656,5
1505944845000,0,490,139753940844562,8179,5
1505944945000,0,509,139753940844545,8501,5
1505945045000,0,521,139753940844550,8698,5
1505945145000,0,537,139753940844550,8957,5
1505945245000,0,545,139753940844551,9087,5
1505945345000,0,573,139753940844553,9544,5
1505945445000,0,577,139753940844547,9608,5
1505945545000,0,597,139753940844550,9931,5
1505945645000,0,609,139753940844547,10126,5
1505945745000,0,621,139753940844550,10321,5
1505945845000,0,645,139753940844560,10711,5
1505945945000,0,661,139753940844554,10974,5
1505946045000,0,685,139753940844556,11362,5
1505946145000,0,709,139753940844544,11751,5
1505946245000,0,725,139753940844556,12013,5
1505946345000,0,757,139753940844556,12473,5
1505946445000,0,757,139753940844545,12531,5
1505946545000,0,769,139753940844549,12669,5
1505946645000,0,781,139753940844547,12922,5
1505946745000,0,789,139753940844550,13056,5
1505946845000,0,797,139753940844548,13186,5
1505946945000,0,805,139753940844544,13313,5
1505947045000,0,825,139753940844556,13638,5
1505947145000,0,837,139753940844553,13831,5
1505947245000,0,838,139753940844544,13840,5
1505947345000,0,857,139753940844550,14160,5
1505947445000,0,873,139753940844553,14417,5
1505947545000,0,873,139753940844544,14419,5
1505947645000,0,909,139753940844555,14942,5
1505947745000,0,933,139753940844553,15392,5
1505947845000,0,941,139753940844550,15522,5
1505947945000,0,969,139753940844556,15976,5
1505948045000,0,977,139753940844544,16107,5
1505948145000,0,1001,139753940844562,16496,5
1505948245000,0,1001,139753940844544,16496,5
1505948345000,0,1001,139753940844544,16496,5
