33180.95kB of 33180.95kB total (  100%)
Dropped 1216 nodes (cum <= 165.90kB)
      flat  flat%   sum%        cum   cum%
 4144.18kB 12.49% 12.49%  4144.18kB 12.49%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
 3739.54kB 11.27% 23.76%  3739.54kB 11.27%  bytes.makeSlice
 3585.04kB 10.80% 34.56%  6877.22kB 20.73%  runtime.mapassign
 3292.18kB  9.92% 44.49%  3292.18kB  9.92%  runtime.hashGrow
 2562.19kB  7.72% 52.21%  3586.39kB 10.81%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
 2048.09kB  6.17% 58.38%  2048.09kB  6.17%  runtime.rawstringtmp
 1584.50kB  4.78% 63.16%  1584.50kB  4.78%  regexp.(*bitState).reset
 1536.23kB  4.63% 67.79%  2048.34kB  6.17%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).VarPF
 1033.08kB  3.11% 70.90%  1033.08kB  3.11%  runtime.makemap
 1026.63kB  3.09% 73.99%  1026.63kB  3.09%  regexp/syntax.(*compiler).rune
 1024.03kB  3.09% 77.08%  1024.03kB  3.09%  reflect.unsafe_NewArray
  809.97kB  2.44% 79.52%   809.97kB  2.44%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
  636.73kB  1.92% 81.44%   636.73kB  1.92%  runtime.makechan
  517.02kB  1.56% 83.00%   517.02kB  1.56%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).generateContainerConfig
     514kB  1.55% 84.55%      514kB  1.55%  github.com/openshift/origin/vendor/github.com/google/cadvisor/summary.(*StatsSummary).AddSample
     514kB  1.55% 86.10%  4658.18kB 14.04%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.newSummary
     514kB  1.55% 87.64%      514kB  1.55%  os.(*File).readdirnames
     513kB  1.55% 89.19%      513kB  1.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/printers.(*HumanReadablePrinter).HandledResources
  512.88kB  1.55% 90.74%   512.88kB  1.55%  github.com/openshift/origin/vendor/k8s.io/apimachinery/third_party/forked/golang/json.typeFields
  512.56kB  1.54% 92.28%  1024.58kB  3.09%  crypto/x509.parseCertificate
  512.50kB  1.54% 93.83%   512.50kB  1.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl.ResourceAliases
  512.28kB  1.54% 95.37%   512.28kB  1.54%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils.(*TimedStore).Add
  512.28kB  1.54% 96.91%   512.28kB  1.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl/cmd/config.NewCmdConfigUseContext
  512.03kB  1.54% 98.46%   512.03kB  1.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/volume.(*metricsDu).getFsInfo
  512.01kB  1.54%   100%   512.01kB  1.54%  errors.New
         0     0%   100%  3739.54kB 11.27%  bytes.(*Buffer).ReadFrom
         0     0%   100%  1536.59kB  4.63%  crypto/tls.(*Conn).Handshake
         0     0%   100%  1536.59kB  4.63%  crypto/tls.(*Conn).clientHandshake
         0     0%   100%  1536.59kB  4.63%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0%   100%  1536.59kB  4.63%  crypto/x509.(*CertPool).AppendCertsFromPEM
         0     0%   100%  1536.59kB  4.63%  crypto/x509.(*Certificate).Verify
         0     0%   100%  1536.59kB  4.63%  crypto/x509.ParseCertificate
         0     0%   100%  1536.59kB  4.63%  crypto/x509.initSystemRoots
         0     0%   100%  1536.59kB  4.63%  crypto/x509.loadSystemRoots
         0     0%   100%  1536.59kB  4.63%  crypto/x509.systemRootsPool
         0     0%   100%  1024.03kB  3.09%  encoding/asn1.Unmarshal
         0     0%   100%  1024.03kB  3.09%  encoding/asn1.UnmarshalWithParams
         0     0%   100%  1024.03kB  3.09%  encoding/asn1.parseField
         0     0%   100%  1024.03kB  3.09%  encoding/asn1.parseSequenceOf
         0     0%   100%   512.04kB  1.54%  encoding/json.(*Decoder).Decode
         0     0%   100%   512.04kB  1.54%  encoding/json.(*decodeState).literal
         0     0%   100%   512.04kB  1.54%  encoding/json.(*decodeState).literalStore
         0     0%   100%   512.04kB  1.54%  encoding/json.(*decodeState).object
         0     0%   100%   512.04kB  1.54%  encoding/json.(*decodeState).unmarshal
         0     0%   100%   512.04kB  1.54%  encoding/json.(*decodeState).value
         0     0%   100%   518.02kB  1.56%  github.com/openshift/origin/pkg/api/install.init
         0     0%   100%   548.84kB  1.65%  github.com/openshift/origin/pkg/api/legacy.InstallLegacy
         0     0%   100%   548.84kB  1.65%  github.com/openshift/origin/pkg/authorization/apis/authorization.addLegacyKnownTypes
         0     0%   100%   548.84kB  1.65%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.init
         0     0%   100%   548.84kB  1.65%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.init.1
         0     0%   100%   548.84kB  1.65%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/scheme.init
         0     0%   100%   548.84kB  1.65%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/typed/authorization/internalversion.init
         0     0%   100%   518.02kB  1.56%  github.com/openshift/origin/pkg/client/testclient.init
         0     0%   100%  2635.21kB  7.94%  github.com/openshift/origin/pkg/cmd/infra/builder.init
         0     0%   100%  4098.29kB 12.35%  github.com/openshift/origin/pkg/cmd/openshift.CommandFor
         0     0%   100%  4098.29kB 12.35%  github.com/openshift/origin/pkg/cmd/openshift.NewCommandOpenShift
         0     0%   100%  8832.68kB 26.62%  github.com/openshift/origin/pkg/cmd/openshift.init
