22113.86kB of 22113.86kB total (  100%)
Dropped 680 nodes (cum <= 110.57kB)
      flat  flat%   sum%        cum   cum%
 3626.16kB 16.40% 16.40%  3626.16kB 16.40%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
 2929.57kB 13.25% 29.65%  2929.57kB 13.25%  bytes.makeSlice
 2267.06kB 10.25% 39.90%  2267.06kB 10.25%  runtime.hashGrow
 1584.50kB  7.17% 47.06%  1584.50kB  7.17%  regexp.(*bitState).reset
 1536.23kB  6.95% 54.01%  2048.34kB  9.26%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).VarPF
 1026.63kB  4.64% 58.65%  1026.63kB  4.64%  regexp/syntax.(*compiler).rune
 1024.27kB  4.63% 63.28%  3291.33kB 14.88%  runtime.mapassign
 1024.03kB  4.63% 67.91%  1024.03kB  4.63%  reflect.unsafe_NewArray
  809.97kB  3.66% 71.58%   809.97kB  3.66%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
  636.73kB  2.88% 74.46%   636.73kB  2.88%  runtime.makechan
  521.05kB  2.36% 76.81%   521.05kB  2.36%  runtime.makemap
  514.38kB  2.33% 79.14%   514.38kB  2.33%  github.com/openshift/origin/vendor/golang.org/x/net/http2.NewFramer.func1
     514kB  2.32% 81.46%  4140.16kB 18.72%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.newSummary
     513kB  2.32% 83.78%      513kB  2.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/printers.(*HumanReadablePrinter).HandledResources
  512.88kB  2.32% 86.10%   512.88kB  2.32%  github.com/openshift/origin/vendor/k8s.io/apimachinery/third_party/forked/golang/json.typeFields
  512.56kB  2.32% 88.42%  1024.58kB  4.63%  crypto/x509.parseCertificate
  512.50kB  2.32% 90.74%   512.50kB  2.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl.ResourceAliases
  512.28kB  2.32% 93.05%   512.28kB  2.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl/cmd/config.NewCmdConfigUseContext
  512.04kB  2.32% 95.37%   512.04kB  2.32%  runtime.acquireSudog
  512.02kB  2.32% 97.68%   512.02kB  2.32%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.setCpuStats
  512.01kB  2.32%   100%   512.01kB  2.32%  errors.New
         0     0%   100%  2929.57kB 13.25%  bytes.(*Buffer).ReadFrom
         0     0%   100%  1536.59kB  6.95%  crypto/tls.(*Conn).Handshake
         0     0%   100%  1536.59kB  6.95%  crypto/tls.(*Conn).clientHandshake
         0     0%   100%  1536.59kB  6.95%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0%   100%  1536.59kB  6.95%  crypto/x509.(*CertPool).AppendCertsFromPEM
         0     0%   100%  1536.59kB  6.95%  crypto/x509.(*Certificate).Verify
         0     0%   100%  1536.59kB  6.95%  crypto/x509.ParseCertificate
         0     0%   100%  1536.59kB  6.95%  crypto/x509.initSystemRoots
         0     0%   100%  1536.59kB  6.95%  crypto/x509.loadSystemRoots
         0     0%   100%  1536.59kB  6.95%  crypto/x509.systemRootsPool
         0     0%   100%  1024.03kB  4.63%  encoding/asn1.Unmarshal
         0     0%   100%  1024.03kB  4.63%  encoding/asn1.UnmarshalWithParams
         0     0%   100%  1024.03kB  4.63%  encoding/asn1.parseField
         0     0%   100%  1024.03kB  4.63%  encoding/asn1.parseSequenceOf
         0     0%   100%   518.02kB  2.34%  github.com/openshift/origin/pkg/api/install.init
         0     0%   100%   548.84kB  2.48%  github.com/openshift/origin/pkg/api/legacy.InstallLegacy
         0     0%   100%   548.84kB  2.48%  github.com/openshift/origin/pkg/authorization/apis/authorization.addLegacyKnownTypes
         0     0%   100%   548.84kB  2.48%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.init
         0     0%   100%   548.84kB  2.48%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.init.1
         0     0%   100%   548.84kB  2.48%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/scheme.init
         0     0%   100%   548.84kB  2.48%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/typed/authorization/internalversion.init
         0     0%   100%   518.02kB  2.34%  github.com/openshift/origin/pkg/client/testclient.init
         0     0%   100%  2635.21kB 11.92%  github.com/openshift/origin/pkg/cmd/infra/builder.init
         0     0%   100%  4098.29kB 18.53%  github.com/openshift/origin/pkg/cmd/openshift.CommandFor
         0     0%   100%  4098.29kB 18.53%  github.com/openshift/origin/pkg/cmd/openshift.NewCommandOpenShift
         0     0%   100%  8832.68kB 39.94%  github.com/openshift/origin/pkg/cmd/openshift.init
         0     0%   100%   518.02kB  2.34%  github.com/openshift/origin/pkg/cmd/server/api/install.init
         0     0%   100%   518.02kB  2.34%  github.com/openshift/origin/pkg/cmd/server/api/v1.init
         0     0%   100%   518.02kB  2.34%  github.com/openshift/origin/pkg/cmd/server/bootstrappolicy.init
         0     0%   100%  1666.74kB  7.54%  github.com/openshift/origin/pkg/cmd/server/kubernetes/node.(*NodeConfig).RunKubelet.func1
         0     0%   100%  4625.93kB 20.92%  github.com/openshift/origin/pkg/cmd/server/start.init
         0     0%   100%  1066.87kB  4.82%  github.com/openshift/origin/pkg/cmd/util/clientcmd.init
         0     0%   100%   512.01kB  2.32%  github.com/openshift/origin/pkg/cmd/util/docker.init
         0     0%   100%  1036.04kB  4.69%  github.com/openshift/origin/pkg/network/common.RunEventQueue
         0     0%   100%  1036.04kB  4.69%  github.com/openshift/origin/pkg/network/common.newEventQueue
         0     0%   100%   518.02kB  2.34%  github.com/openshift/origin/pkg/network/node.(*OsdnNode).(github.com/openshift/origin/pkg/network/node.watchEgressNetworkPolicies)-fm
         0     0%   100%   518.02kB  2.34%  github.com/openshift/origin/pkg/network/node.(*OsdnNode).watchEgressNetworkPolicies
         0     0%   100%   518.02kB  2.34%  github.com/openshift/origin/pkg/network/proxy.(*OsdnProxy).(github.com/openshift/origin/pkg/network/proxy.watchNetNamespaces)-fm
         0     0%   100%   518.02kB  2.34%  github.com/openshift/origin/pkg/network/proxy.(*OsdnProxy).watchNetNamespaces
         0     0%   100%  1024.27kB  4.63%  github.com/openshift/origin/pkg/oc/admin.NewCommandAdmin
         0     0%   100%   513.31kB  2.32%  github.com/openshift/origin/pkg/oc/admin.init
         0     0%   100%   513.31kB  2.32%  github.com/openshift/origin/pkg/oc/admin/image.init
         0     0%   100%   512.17kB  2.32%  github.com/openshift/origin/pkg/oc/admin/migrate.(*ResourceOptions).Bind
         0     0%   100%   512.17kB  2.32%  github.com/openshift/origin/pkg/oc/admin/migrate/storage.NewCmdMigrateAPIStorage
         0     0%   100%   512.10kB  2.32%  github.com/openshift/origin/pkg/oc/admin/policy.NewCmdAddClusterRoleToUser
         0     0%   100%   512.10kB  2.32%  github.com/openshift/origin/pkg/oc/admin/policy.NewCmdPolicy
         0     0%   100%   512.08kB  2.32%  github.com/openshift/origin/pkg/oc/admin/policy.NewCmdSccSubjectReview
         0     0%   100%  1537.58kB  6.95%  github.com/openshift/origin/pkg/oc/cli.NewCmdKubectl
         0     0%   100%  2560.71kB 11.58%  github.com/openshift/origin/pkg/oc/cli.NewCommandCLI
         0     0%   100%   512.28kB  2.32%  github.com/openshift/origin/pkg/oc/cli/cmd.NewCmdConfig
         0     0%   100%  2635.21kB 11.92%  github.com/openshift/origin/pkg/oc/cli/cmd.init
         0     0%   100%   512.08kB  2.32%  github.com/openshift/origin/pkg/oc/cli/cmd/set.NewCmdEnv
         0     0%   100%   512.08kB  2.32%  github.com/openshift/origin/pkg/oc/cli/cmd/set.NewCmdSet
         0     0%   100%  1066.87kB  4.82%  github.com/openshift/origin/pkg/oc/cli/describe.init
         0     0%   100%   512.08kB  2.32%  github.com/openshift/origin/pkg/oc/cli/policy.NewCmdPolicy
         0     0%   100%   518.02kB  2.34%  github.com/openshift/origin/pkg/security/legacyclient.init
         0     0%   100%   513.31kB  2.32%  github.com/openshift/origin/vendor/github.com/containers/image/docker/policyconfiguration.init
         0     0%   100%   513.31kB  2.32%  github.com/openshift/origin/vendor/github.com/containers/image/docker/reference.init
         0     0%   100%   512.02kB  2.32%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0%   100%   512.02kB  2.32%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
         0     0%   100%   512.02kB  2.32%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0%   100%  2413.56kB 10.91%  github.com/openshift/origin/vendor/github.com/google/cadvisor/http.init
         0     0%   100%   516.01kB  2.33%  github.com/openshift/origin/vendor/github.com/google/cadvisor/machine.Info
         0     0%   100%   512.02kB  2.32%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
         0     0%   100%   512.02kB  2.32%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0%   100%   512.02kB  2.32%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0%   100%   516.01kB  2.33%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.New
         0     0%   100%  2413.56kB 10.91%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.Asset
         0     0%   100%  2413.56kB 10.91%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.bindataRead
         0     0%   100%  2413.56kB 10.91%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.init
         0     0%   100%  1184.27kB  5.36%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsJsGchartsJs
         0     0%   100%  1184.27kB  5.36%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsJsGchartsJsBytes
         0     0%   100%   578.66kB  2.62%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsStylesBootstrap311MinCss
         0     0%   100%   578.66kB  2.62%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsStylesBootstrap311MinCssBytes
         0     0%   100%   650.62kB  2.94%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsStylesContainersCss
         0     0%   100%   650.62kB  2.94%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsStylesContainersCssBytes
         0     0%   100%   528.17kB  2.39%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils/oomparser.(*OomParser).StreamOoms
         0     0%   100%   528.17kB  2.39%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils/oomparser.checkIfStartOfOomMessages
         0     0%   100%  2586.09kB 11.69%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).GetMetricWithLabelValues
         0     0%   100%  2586.09kB 11.69%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).WithLabelValues
         0     0%   100%  2586.09kB 11.69%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).getOrCreateMetricWithLabelValues
         0     0%   100%  2586.09kB 11.69%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*SummaryVec).WithLabelValues
         0     0%   100%  3626.16kB 16.40%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*summary).newStream
         0     0%   100%   518.02kB  2.34%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.Handler
         0     0%   100%   518.02kB  2.34%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.InstrumentHandler
         0     0%   100%   518.02kB  2.34%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.InstrumentHandlerFunc
         0     0%   100%   518.02kB  2.34%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.InstrumentHandlerFuncWithOpts
         0     0%   100%  1554.07kB  7.03%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.NewSummary
         0     0%   100%  2586.09kB 11.69%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.NewSummaryVec.func1
         0     0%   100%  1056.33kB  4.78%  github.com/openshift/origin/vendor/github.com/renstrom/dedent.Dedent
         0     0%   100%   512.10kB  2.32%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).AddFlag
         0     0%   100%   512.08kB  2.32%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).Bool
         0     0%   100%   512.08kB  2.32%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).BoolP
         0     0%   100%   512.08kB  2.32%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).BoolVar
         0     0%   100%  1024.16kB  4.63%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).BoolVarP
         0     0%   100%   512.17kB  2.32%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).SetAnnotation
         0     0%   100%   512.08kB  2.32%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).String
         0     0%   100%   512.10kB  2.32%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).StringVar
         0     0%   100%   512.08kB  2.32%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).StringVarP
         0     0%   100%  1024.18kB  4.63%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).VarP
         0     0%   100%  1181.04kB  5.34%  github.com/openshift/origin/vendor/github.com/vmware/govmomi.init
         0     0%   100%  1181.04kB  5.34%  github.com/openshift/origin/vendor/github.com/vmware/govmomi/property.init
