4.09s of 4.82s total (84.85%)
Dropped 433 nodes (cum <= 0.02s)
      flat  flat%   sum%        cum   cum%
     1.28s 26.56% 26.56%      1.42s 29.46%  syscall.Syscall
     0.44s  9.13% 35.68%      0.46s  9.54%  syscall.Syscall6
     0.35s  7.26% 42.95%      0.56s 11.62%  runtime.scanobject
     0.18s  3.73% 46.68%      0.18s  3.73%  runtime.memclrNoHeapPointers
     0.13s  2.70% 49.38%      0.13s  2.70%  runtime.futex
     0.13s  2.70% 52.07%      0.13s  2.70%  runtime.greyobject
     0.12s  2.49% 54.56%      0.44s  9.13%  runtime.mallocgc
     0.11s  2.28% 56.85%      0.11s  2.28%  runtime.heapBitsForObject
     0.09s  1.87% 58.71%      0.37s  7.68%  runtime.gentraceback
     0.07s  1.45% 60.17%      0.07s  1.45%  runtime.readvarint
     0.06s  1.24% 61.41%      0.17s  3.53%  runtime.pcvalue
     0.06s  1.24% 62.66%      0.18s  3.73%  runtime.selectgoImpl
     0.05s  1.04% 63.69%      0.05s  1.04%  runtime.heapBitsSetType
     0.05s  1.04% 64.73%      0.06s  1.24%  runtime.lock
     0.04s  0.83% 65.56%      0.13s  2.70%  runtime.mapassign
     0.04s  0.83% 66.39%      0.04s  0.83%  runtime.memmove
     0.04s  0.83% 67.22%      0.11s  2.28%  runtime.step
     0.03s  0.62% 67.84%      0.03s  0.62%  runtime.aeshashbody
     0.03s  0.62% 68.46%      0.03s  0.62%  runtime.casgstatus
     0.03s  0.62% 69.09%      0.03s  0.62%  runtime.cmpbody
     0.03s  0.62% 69.71%      0.03s  0.62%  runtime.evacuate
     0.03s  0.62% 70.33%      0.04s  0.83%  runtime.exitsyscallfast
     0.03s  0.62% 70.95%      0.03s  0.62%  runtime.findfunc
     0.03s  0.62% 71.58%      0.60s 12.45%  runtime.gcDrain
     0.03s  0.62% 72.20%      0.03s  0.62%  runtime.getitab
     0.03s  0.62% 72.82%      0.03s  0.62%  runtime.makemap
     0.03s  0.62% 73.44%      0.03s  0.62%  runtime.mapiternext
     0.03s  0.62% 74.07%      0.03s  0.62%  runtime.unlock
     0.03s  0.62% 74.69%      0.03s  0.62%  runtime.usleep
     0.02s  0.41% 75.10%      0.03s  0.62%  bytes.(*Buffer).grow
     0.02s  0.41% 75.52%      0.09s  1.87%  encoding/json.(*Decoder).readValue
     0.02s  0.41% 75.93%      0.17s  3.53%  runtime.(*mcentral).cacheSpan
     0.02s  0.41% 76.35%      0.04s  0.83%  runtime.SetFinalizer
     0.02s  0.41% 76.76%      0.11s  2.28%  runtime.adjustframe
     0.02s  0.41% 77.18%      0.07s  1.45%  runtime.concatstrings
     0.02s  0.41% 77.59%      0.09s  1.87%  runtime.exitsyscall
     0.02s  0.41% 78.01%      0.28s  5.81%  runtime.makeslice
     0.02s  0.41% 78.42%      0.14s  2.90%  runtime.newobject
     0.02s  0.41% 78.84%      0.05s  1.04%  runtime.reentersyscall
     0.02s  0.41% 79.25%      0.15s  3.11%  runtime.schedule
     0.02s  0.41% 79.67%      0.03s  0.62%  strings.FieldsFunc
     0.02s  0.41% 80.08%      0.08s  1.66%  syscall.ByteSliceFromString
     0.01s  0.21% 80.29%      0.05s  1.04%  encoding/json.(*decodeState).object
     0.01s  0.21% 80.50%      0.11s  2.28%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
     0.01s  0.21% 80.71%      0.93s 19.29%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
     0.01s  0.21% 80.91%      0.03s  0.62%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Client).reader
     0.01s  0.21% 81.12%      0.07s  1.45%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
     0.01s  0.21% 81.33%      0.09s  1.87%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
     0.01s  0.21% 81.54%      0.10s  2.07%  net/http.(*Client).send
     0.01s  0.21% 81.74%      0.04s  0.83%  net/http.(*persistConn).roundTrip
     0.01s  0.21% 81.95%      0.03s  0.62%  net/textproto.(*Reader).ReadMIMEHeader
     0.01s  0.21% 82.16%      0.22s  4.56%  os.(*File).Read
     0.01s  0.21% 82.37%      0.03s  0.62%  os.fillFileStatFromSys
     0.01s  0.21% 82.57%      0.06s  1.24%  runtime.concatstring3
     0.01s  0.21% 82.78%      0.20s  4.15%  runtime.copystack
     0.01s  0.21% 82.99%      0.07s  1.45%  runtime.entersyscall
     0.01s  0.21% 83.20%      0.12s  2.49%  runtime.findrunnable
     0.01s  0.21% 83.40%      0.03s  0.62%  runtime.hashGrow
     0.01s  0.21% 83.61%      0.03s  0.62%  runtime.newarray
     0.01s  0.21% 83.82%      0.03s  0.62%  runtime.notetsleep_internal
     0.01s  0.21% 84.02%      0.05s  1.04%  runtime.rawstring
     0.01s  0.21% 84.23%      0.04s  0.83%  runtime.scanblock
     0.01s  0.21% 84.44%      0.19s  3.94%  runtime.selectgo
     0.01s  0.21% 84.65%      0.03s  0.62%  runtime.sweepone
     0.01s  0.21% 84.85%      0.07s  1.45%  syscall.write
         0     0% 84.85%      0.06s  1.24%  bufio.(*Reader).Peek
         0     0% 84.85%      0.06s  1.24%  bufio.(*Reader).fill
         0     0% 84.85%      0.12s  2.49%  bufio.(*Scanner).Scan
         0     0% 84.85%      0.07s  1.45%  bufio.(*Writer).Flush
         0     0% 84.85%      0.22s  4.56%  bytes.(*Buffer).ReadFrom
         0     0% 84.85%      0.07s  1.45%  bytes.makeSlice
         0     0% 84.85%      0.14s  2.90%  encoding/json.(*Decoder).Decode
         0     0% 84.85%      0.06s  1.24%  encoding/json.(*Decoder).refill
         0     0% 84.85%      0.05s  1.04%  encoding/json.(*decodeState).array
         0     0% 84.85%      0.05s  1.04%  encoding/json.(*decodeState).unmarshal
         0     0% 84.85%      0.05s  1.04%  encoding/json.(*decodeState).value
         0     0% 84.85%      0.03s  0.62%  encoding/json.(*encodeState).marshal
         0     0% 84.85%      0.03s  0.62%  encoding/json.(*encodeState).reflectValue
         0     0% 84.85%      0.03s  0.62%  encoding/json.Marshal
         0     0% 84.85%      0.12s  2.49%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
         0     0% 84.85%      0.10s  2.07%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListImages
         0     0% 84.85%      0.03s  0.62%  github.com/openshift/origin/vendor/github.com/aws/aws-sdk-go/aws/ec2metadata.(*EC2Metadata).GetMetadata
         0     0% 84.85%      0.04s  0.83%  github.com/openshift/origin/vendor/github.com/aws/aws-sdk-go/aws/request.(*HandlerList).Run
         0     0% 84.85%      0.04s  0.83%  github.com/openshift/origin/vendor/github.com/aws/aws-sdk-go/aws/request.(*Request).Send
         0     0% 84.85%      0.10s  2.07%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ImageList
         0     0% 84.85%      0.04s  0.83%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ServerVersion
         0     0% 84.85%      0.10s  2.07%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).get
         0     0% 84.85%      0.04s  0.83%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).getAPIPath
         0     0% 84.85%      0.04s  0.83%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).newRequest
         0     0% 84.85%      0.10s  2.07%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendClientRequest
         0     0% 84.85%      0.10s  2.07%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendRequest
         0     0% 84.85%      0.03s  0.62%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.(*notifyingReader).Read
         0     0% 84.85%      0.05s  1.04%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do
         0     0% 84.85%      0.08s  1.66%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do.func1
         0     0% 84.85%      0.45s  9.34%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.GetSpec
         0     0% 84.85%      0.31s  6.43%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListContainers
         0     0% 84.85%      0.31s  6.43%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListDirectories
         0     0% 84.85%      0.33s  6.85%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readString
         0     0% 84.85%      0.27s  5.60%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readUInt64
         0     0% 84.85%      0.89s 18.46%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0% 84.85%      0.46s  9.54%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetSpec
         0     0% 84.85%      0.89s 18.46%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0% 84.85%      0.31s  6.43%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).ListContainers
         0     0% 84.85%      0.43s  8.92%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).GetInfo
         0     0% 84.85%      0.91s 18.88%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 84.85%      0.45s  9.34%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateSpec
         0     0% 84.85%      0.91s 18.88%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0% 84.85%      0.44s  9.13%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).GetContainerInfoV2
