4.82s of 6.22s total (77.49%)
Dropped 596 nodes (cum <= 0.03s)
      flat  flat%   sum%        cum   cum%
     1.44s 23.15% 23.15%      1.58s 25.40%  syscall.Syscall
     0.58s  9.32% 32.48%      0.60s  9.65%  syscall.Syscall6
     0.54s  8.68% 41.16%      0.76s 12.22%  runtime.scanobject
     0.24s  3.86% 45.02%      0.24s  3.86%  runtime.memclrNoHeapPointers
     0.22s  3.54% 48.55%      0.63s 10.13%  runtime.mallocgc
     0.12s  1.93% 50.48%      0.12s  1.93%  runtime.futex
     0.12s  1.93% 52.41%      0.12s  1.93%  runtime.heapBitsForObject
     0.11s  1.77% 54.18%      0.11s  1.77%  runtime.memmove
     0.10s  1.61% 55.79%      0.10s  1.61%  encoding/json.stateInString
     0.10s  1.61% 57.40%      0.10s  1.61%  runtime.greyobject
     0.07s  1.13% 58.52%      0.07s  1.13%  runtime.getitab
     0.07s  1.13% 59.65%      0.07s  1.13%  runtime.heapBitsSetType
     0.06s  0.96% 60.61%      0.15s  2.41%  runtime.pcvalue
     0.05s   0.8% 61.41%      0.26s  4.18%  runtime.gentraceback
     0.05s   0.8% 62.22%      0.17s  2.73%  runtime.mapassign
     0.04s  0.64% 62.86%      0.14s  2.25%  encoding/json.(*Decoder).readValue
     0.04s  0.64% 63.50%      0.04s  0.64%  runtime._ExternalCode
     0.04s  0.64% 64.15%      0.05s   0.8%  runtime.lock
     0.04s  0.64% 64.79%      0.04s  0.64%  runtime.mapiternext
     0.04s  0.64% 65.43%      0.29s  4.66%  runtime.newobject
     0.04s  0.64% 66.08%      0.12s  1.93%  runtime.rawstring
     0.04s  0.64% 66.72%      0.07s  1.13%  runtime.reentersyscall
     0.04s  0.64% 67.36%      0.07s  1.13%  runtime.step
     0.04s  0.64% 68.01%      0.06s  0.96%  syscall.ParseDirent
     0.03s  0.48% 68.49%      0.05s   0.8%  encoding/json.(*decodeState).indirect
     0.03s  0.48% 68.97%      0.09s  1.45%  encoding/json.(*decodeState).scanWhile
     0.03s  0.48% 69.45%      0.12s  1.93%  runtime.adjustframe
     0.03s  0.48% 69.94%      0.06s  0.96%  runtime.exitsyscall
     0.03s  0.48% 70.42%      0.81s 13.02%  runtime.gcDrain
     0.03s  0.48% 70.90%      0.04s  0.64%  runtime.makechan
     0.03s  0.48% 71.38%      0.11s  1.77%  runtime.selectgoImpl
     0.03s  0.48% 71.86%      0.09s  1.45%  strings.FieldsFunc
     0.02s  0.32% 72.19%      0.35s  5.63%  encoding/json.(*decodeState).object
     0.02s  0.32% 72.51%      0.41s  6.59%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
     0.02s  0.32% 72.83%      0.90s 14.47%  os.(*File).readdir
     0.02s  0.32% 73.15%      0.19s  3.05%  runtime.makeslice
     0.02s  0.32% 73.47%      0.08s  1.29%  runtime.saveblockevent
     0.02s  0.32% 73.79%      0.04s  0.64%  syscall.ByteSliceFromString
     0.01s  0.16% 73.95%      0.21s  3.38%  bytes.(*Buffer).ReadFrom
     0.01s  0.16% 74.12%      0.06s  0.96%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamKeyValue
