26215.54kB of 26215.54kB total (  100%)
Dropped 1034 nodes (cum <= 131.08kB)
      flat  flat%   sum%        cum   cum%
 4144.18kB 15.81% 15.81%  4144.18kB 15.81%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
 2929.57kB 11.17% 26.98%  2929.57kB 11.17%  bytes.makeSlice
 2267.06kB  8.65% 35.63%  2267.06kB  8.65%  runtime.hashGrow
 2049.75kB  7.82% 43.45%  3073.88kB 11.73%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
 1584.50kB  6.04% 49.49%  1584.50kB  6.04%  regexp.(*bitState).reset
 1536.38kB  5.86% 55.35%  3803.43kB 14.51%  runtime.mapassign
 1536.23kB  5.86% 61.21%  2048.34kB  7.81%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).VarPF
 1536.18kB  5.86% 67.07%  1536.18kB  5.86%  runtime.rawstringtmp
 1033.08kB  3.94% 71.01%  1033.08kB  3.94%  runtime.makemap
 1026.63kB  3.92% 74.93%  1026.63kB  3.92%  regexp/syntax.(*compiler).rune
 1024.03kB  3.91% 78.84%  1024.03kB  3.91%  reflect.unsafe_NewArray
  809.97kB  3.09% 81.93%   809.97kB  3.09%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
  636.73kB  2.43% 84.36%   636.73kB  2.43%  runtime.makechan
     514kB  1.96% 86.32%  4658.18kB 17.77%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.newSummary
     513kB  1.96% 88.27%      513kB  1.96%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/printers.(*HumanReadablePrinter).HandledResources
  512.88kB  1.96% 90.23%   512.88kB  1.96%  github.com/openshift/origin/vendor/k8s.io/apimachinery/third_party/forked/golang/json.typeFields
  512.56kB  1.96% 92.18%  1024.58kB  3.91%  crypto/x509.parseCertificate
  512.50kB  1.95% 94.14%   512.50kB  1.95%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl.ResourceAliases
  512.28kB  1.95% 96.09%   512.28kB  1.95%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl/cmd/config.NewCmdConfigUseContext
  512.03kB  1.95% 98.05%   512.03kB  1.95%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/volume.(*metricsDu).getFsInfo
