38.17s of 45.56s total (83.78%)
Dropped 1029 nodes (cum <= 0.23s)
      flat  flat%   sum%        cum   cum%
     9.26s 20.32% 20.32%      9.38s 20.59%  syscall.Syscall
     4.81s 10.56% 30.88%      9.10s 19.97%  runtime.scanobject
     2.73s  5.99% 36.87%      2.75s  6.04%  runtime.greyobject
     2.67s  5.86% 42.73%      2.67s  5.86%  math/big.addMulVVW
     2.40s  5.27% 48.00%      2.40s  5.27%  syscall.Syscall6
     1.84s  4.04% 52.04%      1.84s  4.04%  runtime.memclrNoHeapPointers
     1.61s  3.53% 55.58%      1.61s  3.53%  runtime.heapBitsForObject
     1.34s  2.94% 58.52%      2.77s  6.08%  strings.FieldsFunc
     1.10s  2.41% 60.93%      4.27s  9.37%  runtime.mallocgc
     1.08s  2.37% 63.30%      1.08s  2.37%  runtime.memmove
     1.07s  2.35% 65.65%      1.07s  2.35%  runtime.futex
     0.94s  2.06% 67.71%      3.98s  8.74%  math/big.nat.montgomery
     0.76s  1.67% 69.38%      0.76s  1.67%  runtime.heapBitsSetType
     0.50s  1.10% 70.48%      1.92s  4.21%  runtime.mapassign
     0.44s  0.97% 71.44%      0.44s  0.97%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.splitBlkioStatLine
     0.42s  0.92% 72.37%      0.42s  0.92%  runtime.aeshashbody
     0.31s  0.68% 73.05%      0.31s  0.68%  syscall.RawSyscall6
     0.28s  0.61% 73.66%      0.28s  0.61%  runtime.duffcopy
     0.27s  0.59% 74.25%      0.78s  1.71%  math/big.nat.divLarge
     0.27s  0.59% 74.85%      0.27s  0.59%  strconv.ParseUint
     0.26s  0.57% 75.42%      0.27s  0.59%  runtime.lock
     0.24s  0.53% 75.94%      0.46s  1.01%  runtime.mapaccess2
     0.22s  0.48% 76.43%      0.69s  1.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.writeLine
     0.21s  0.46% 76.89%      9.46s 20.76%  runtime.gcDrain
     0.20s  0.44% 77.33%      0.25s  0.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.ReadLine
     0.19s  0.42% 77.74%      0.46s  1.01%  runtime.evacuate
     0.16s  0.35% 78.09%      0.71s  1.56%  runtime.gentraceback
     0.14s  0.31% 78.40%      1.07s  2.35%  runtime.findrunnable
     0.11s  0.24% 78.64%      9.62s 21.12%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getBlkioStat
     0.10s  0.22% 78.86%      0.34s  0.75%  bytes.(*Buffer).WriteString
     0.10s  0.22% 79.08%      0.35s  0.77%  encoding/json.(*Decoder).readValue
     0.10s  0.22% 79.30%      2.27s  4.98%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.DiskStatsCopy
     0.10s  0.22% 79.52%      1.10s  2.41%  runtime.newobject
