32.87s of 40.14s total (81.89%)
Dropped 1059 nodes (cum <= 0.20s)
      flat  flat%   sum%        cum   cum%
     8.58s 21.38% 21.38%      8.77s 21.85%  syscall.Syscall
     3.99s  9.94% 31.32%      7.31s 18.21%  runtime.scanobject
     3.18s  7.92% 39.24%      3.18s  7.92%  math/big.addMulVVW
     2.22s  5.53% 44.77%      2.22s  5.53%  runtime.greyobject
     1.86s  4.63% 49.40%      1.87s  4.66%  syscall.Syscall6
     1.31s  3.26% 52.67%      1.31s  3.26%  runtime.memclrNoHeapPointers
     1.14s  2.84% 55.51%      1.14s  2.84%  runtime.heapBitsForObject
     1.03s  2.57% 58.07%      4.52s 11.26%  math/big.nat.montgomery
     0.95s  2.37% 60.44%      0.95s  2.37%  runtime.futex
     0.92s  2.29% 62.73%      0.92s  2.29%  runtime.memmove
     0.92s  2.29% 65.02%      1.84s  4.58%  strings.FieldsFunc
     0.71s  1.77% 66.79%      3.23s  8.05%  runtime.mallocgc
     0.66s  1.64% 68.44%      0.69s  1.72%  runtime.heapBitsSetType
     0.38s  0.95% 69.38%      1.05s  2.62%  math/big.nat.divLarge
     0.36s   0.9% 70.28%      1.27s  3.16%  runtime.mapassign
     0.30s  0.75% 71.03%      0.30s  0.75%  runtime.aeshashbody
     0.25s  0.62% 71.65%      0.25s  0.62%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.splitBlkioStatLine
     0.22s  0.55% 72.20%      0.22s  0.55%  syscall.RawSyscall6
     0.21s  0.52% 72.72%      0.21s  0.52%  runtime._ExternalCode
     0.21s  0.52% 73.24%      7.63s 19.01%  runtime.gcDrain
     0.21s  0.52% 73.77%      0.21s  0.52%  strconv.ParseUint
     0.21s  0.52% 74.29%      0.21s  0.52%  vendor/golang_org/x/crypto/curve25519.ladderstep
     0.20s   0.5% 74.79%      0.99s  2.47%  runtime.gentraceback
     0.18s  0.45% 75.24%      0.21s  0.52%  runtime.mapiternext
     0.17s  0.42% 75.66%      0.30s  0.75%  encoding/json.(*decodeState).scanWhile
     0.14s  0.35% 76.01%      0.47s  1.17%  runtime.pcvalue
     0.13s  0.32% 76.33%      0.22s  0.55%  runtime.typedmemmove
     0.12s   0.3% 76.63%      0.30s  0.75%  runtime.evacuate
     0.12s   0.3% 76.93%      0.30s  0.75%  runtime.mapaccess2
