37.03s of 43.47s total (85.19%)
Dropped 1005 nodes (cum <= 0.22s)
      flat  flat%   sum%        cum   cum%
     9.39s 21.60% 21.60%      9.53s 21.92%  syscall.Syscall
     4.05s  9.32% 30.92%      7.91s 18.20%  runtime.scanobject
     2.43s  5.59% 36.51%      2.45s  5.64%  runtime.greyobject
     2.40s  5.52% 42.03%      2.40s  5.52%  syscall.Syscall6
     2.28s  5.24% 47.27%      2.28s  5.24%  math/big.addMulVVW
     1.86s  4.28% 51.55%      1.86s  4.28%  runtime.memclrNoHeapPointers
     1.49s  3.43% 54.98%      1.49s  3.43%  runtime.heapBitsForObject
     1.45s  3.34% 58.32%      2.99s  6.88%  strings.FieldsFunc
     1.29s  2.97% 61.28%      4.75s 10.93%  runtime.mallocgc
     1.08s  2.48% 63.77%      1.08s  2.48%  runtime.memmove
        1s  2.30% 66.07%         1s  2.30%  runtime.futex
     0.85s  1.96% 68.02%      0.86s  1.98%  runtime.heapBitsSetType
     0.61s  1.40% 69.43%      3.22s  7.41%  math/big.nat.montgomery
     0.56s  1.29% 70.72%      2.23s  5.13%  runtime.mapassign
     0.48s  1.10% 71.82%      0.48s  1.10%  runtime.aeshashbody
     0.43s  0.99% 72.81%      0.43s  0.99%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.splitBlkioStatLine
     0.33s  0.76% 73.57%      0.33s  0.76%  syscall.RawSyscall6
     0.32s  0.74% 74.30%      0.32s  0.74%  runtime.(*mSpanList).remove
     0.28s  0.64% 74.95%      0.28s  0.64%  strconv.ParseUint
     0.26s   0.6% 75.55%      0.26s   0.6%  runtime.duffcopy
     0.24s  0.55% 76.10%      0.24s  0.55%  runtime._ExternalCode
     0.23s  0.53% 76.63%      8.36s 19.23%  runtime.gcDrain
     0.23s  0.53% 77.16%      0.40s  0.92%  runtime.mapaccess2
     0.23s  0.53% 77.69%      0.23s  0.53%  runtime.mapiternext
     0.20s  0.46% 78.15%     10.13s 23.30%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getBlkioStat
     0.19s  0.44% 78.58%      0.23s  0.53%  runtime.lock
     0.17s  0.39% 78.97%      0.29s  0.67%  bytes.(*Buffer).WriteString
     0.17s  0.39% 79.37%      0.26s   0.6%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.ReadLine
     0.16s  0.37% 79.73%      0.54s  1.24%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.writeLine
     0.16s  0.37% 80.10%      0.70s  1.61%  math/big.nat.divLarge
     0.14s  0.32% 80.42%      0.59s  1.36%  runtime.gentraceback
     0.13s   0.3% 80.72%      0.46s  1.06%  runtime.typedmemmove
     0.12s  0.28% 81.00%      0.98s  2.25%  runtime.findrunnable
     0.11s  0.25% 81.25%      1.63s  3.75%  runtime.makeslice
     0.11s  0.25% 81.50%      0.27s  0.62%  runtime.sweepone
     0.10s  0.23% 81.73%      0.35s  0.81%  encoding/json.(*Decoder).readValue
     0.10s  0.23% 81.96%      0.33s  0.76%  runtime.evacuate
     0.09s  0.21% 82.17%      2.48s  5.71%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.DiskStatsCopy
     0.09s  0.21% 82.38%      0.76s  1.75%  runtime.slicebytetostring
     0.07s  0.16% 82.54%      0.88s  2.02%  encoding/json.(*decodeState).object
     0.07s  0.16% 82.70%      3.45s  7.94%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).syncProxyRules
     0.07s  0.16% 82.86%      0.26s   0.6%  runtime.pcvalue
     0.07s  0.16% 83.02%      0.34s  0.78%  runtime.selectgoImpl
     0.06s  0.14% 83.16%      0.62s  1.43%  runtime.rawstringtmp
     0.06s  0.14% 83.30%      1.17s  2.69%  runtime.schedule
     0.05s  0.12% 83.41%      0.74s  1.70%  runtime.(*mcentral).cacheSpan
     0.05s  0.12% 83.53%      0.25s  0.58%  runtime.memhash
     0.04s 0.092% 83.62%      7.93s 18.24%  bufio.(*Scanner).Scan
     0.04s 0.092% 83.71%      0.76s  1.75%  math/big.(*Int).GCD
     0.04s 0.092% 83.80%      0.62s  1.43%  runtime.futexsleep
     0.04s 0.092% 83.90%      0.24s  0.55%  runtime.memhash128
     0.04s 0.092% 83.99%      1.02s  2.35%  runtime.newobject
     0.04s 0.092% 84.08%      0.56s  1.29%  runtime.rawstring
     0.04s 0.092% 84.17%      0.47s  1.08%  runtime.sysmon
     0.04s 0.092% 84.27%     11.25s 25.88%  runtime.systemstack
     0.03s 0.069% 84.33%      0.89s  2.05%  encoding/json.(*decodeState).value
     0.03s 0.069% 84.40%      0.42s  0.97%  runtime.notesleep
     0.03s 0.069% 84.47%      0.24s  0.55%  runtime.notetsleep_internal
     0.02s 0.046% 84.52%     10.84s 24.94%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
     0.02s 0.046% 84.56%      0.32s  0.74%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getMemoryData
     0.02s 0.046% 84.61%      0.47s  1.08%  math/big.(*Int).QuoRem
     0.02s 0.046% 84.66%      0.74s  1.70%  math/big.nat.div
     0.02s 0.046% 84.70%      3.25s  7.48%  math/big.nat.expNNMontgomery
     0.02s 0.046% 84.75%      0.35s  0.81%  runtime.growWork
     0.02s 0.046% 84.79%      1.27s  2.92%  runtime.mcall
     0.02s 0.046% 84.84%      0.26s   0.6%  runtime.saveblockevent
     0.01s 0.023% 84.86%      0.30s  0.69%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendClientRequest
     0.01s 0.023% 84.89%      0.41s  0.94%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.assignDeviceNamesToPerDiskStats
     0.01s 0.023% 84.91%      0.39s   0.9%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.deviceIdentifierMap.Find
     0.01s 0.023% 84.93%      0.74s  1.70%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
     0.01s 0.023% 84.96%      0.24s  0.55%  net.(*netFD).Write
     0.01s 0.023% 84.98%      6.19s 14.24%  net/http.(*conn).serve
     0.01s 0.023% 85.00%      0.30s  0.69%  net/http.(*persistConn).readLoop
     0.01s 0.023% 85.02%      8.04s 18.50%  os.(*File).read
     0.01s 0.023% 85.05%      0.91s  2.09%  os.(*File).readdir
     0.01s 0.023% 85.07%      0.96s  2.21%  runtime.(*mcache).nextFree
     0.01s 0.023% 85.09%      0.76s  1.75%  runtime.(*mcache).nextFree.func1
     0.01s 0.023% 85.12%      0.75s  1.73%  runtime.(*mcache).refill
     0.01s 0.023% 85.14%      1.11s  2.55%  runtime.growslice
     0.01s 0.023% 85.16%      0.53s  1.22%  runtime.stopm
     0.01s 0.023% 85.19%      8.31s 19.12%  syscall.read
         0     0% 85.19%      0.36s  0.83%  bytes.(*Buffer).ReadFrom
         0     0% 85.19%      0.23s  0.53%  compress/flate.NewWriter
         0     0% 85.19%      0.24s  0.55%  compress/flate.NewWriterDict
         0     0% 85.19%      0.25s  0.58%  compress/zlib.(*Writer).Write
         0     0% 85.19%      0.25s  0.58%  compress/zlib.(*Writer).writeHeader
         0     0% 85.19%      4.24s  9.75%  crypto/rsa.(*PrivateKey).Sign
         0     0% 85.19%      4.24s  9.75%  crypto/rsa.SignPKCS1v15
         0     0% 85.19%      4.13s  9.50%  crypto/rsa.decrypt
         0     0% 85.19%      4.24s  9.75%  crypto/rsa.decryptAndCheck
         0     0% 85.19%      0.31s  0.71%  crypto/rsa.encrypt
         0     0% 85.19%      0.77s  1.77%  crypto/rsa.modInverse
         0     0% 85.19%      4.92s 11.32%  crypto/tls.(*Conn).Handshake
         0     0% 85.19%      4.92s 11.32%  crypto/tls.(*Conn).serverHandshake
         0     0% 85.19%      4.29s  9.87%  crypto/tls.(*ecdheKeyAgreement).generateServerKeyExchange
         0     0% 85.19%      4.79s 11.02%  crypto/tls.(*serverHandshakeState).doFullHandshake
         0     0% 85.19%      0.29s  0.67%  encoding/binary.Write
         0     0% 85.19%      1.25s  2.88%  encoding/json.(*Decoder).Decode
         0     0% 85.19%      0.51s  1.17%  encoding/json.(*decodeState).array
         0     0% 85.19%      0.23s  0.53%  encoding/json.(*decodeState).literal
         0     0% 85.19%      0.91s  2.09%  encoding/json.(*decodeState).unmarshal
         0     0% 85.19%      0.70s  1.61%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).InspectContainer
         0     0% 85.19%      0.79s  1.82%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
         0     0% 85.19%      0.69s  1.59%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerInspect
         0     0% 85.19%      0.78s  1.79%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
         0     0% 85.19%      0.28s  0.64%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).get
         0     0% 85.19%      0.30s  0.69%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendRequest
         0     0% 85.19%      0.33s  0.76%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).Serve.func2
         0     0% 85.19%      0.33s  0.76%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).frameHandler
         0     0% 85.19%      0.31s  0.71%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).handleStreamFrame
         0     0% 85.19%      0.29s  0.67%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).sendReply
         0     0% 85.19%      0.30s  0.69%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Stream).SendReply
         0     0% 85.19%      0.32s  0.74%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*idleAwareFramer).WriteFrame
         0     0% 85.19%      0.31s  0.71%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*Framer).WriteFrame
         0     0% 85.19%      0.29s  0.67%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*Framer).writeSynReplyFrame
         0     0% 85.19%      0.29s  0.67%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*SynReplyFrame).write
         0     0% 85.19%      0.25s  0.58%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.writeHeaderValueBlock
         0     0% 85.19%      1.01s  2.32%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).(github.com/openshift/origin/vendor/github.com/emicklei/go-restful.dispatch)-fm
         0     0% 85.19%      0.74s  1.70%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).HandleWithFilter.func1
         0     0% 85.19%      0.67s  1.54%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).HandleWithFilter.func1.1
         0     0% 85.19%      1.08s  2.48%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).ServeHTTP
         0     0% 85.19%      1.01s  2.32%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).dispatch
         0     0% 85.19%      0.25s  0.58%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).dispatch.func5
         0     0% 85.19%      1.06s  2.44%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*FilterChain).ProcessFilter
         0     0% 85.19%      0.41s  0.94%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.AssignDeviceNamesToDiskStats
         0     0% 85.19%      0.45s  1.04%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.GetSpec
         0     0% 85.19%      0.31s  0.71%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListContainers
         0     0% 85.19%      0.31s  0.71%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListDirectories
