17964.67kB of 17964.67kB total (  100%)
Dropped 873 nodes (cum <= 89.82kB)
      flat  flat%   sum%        cum   cum%
 3072.65kB 17.10% 17.10%  4625.03kB 25.75%  runtime.mapassign
 2072.09kB 11.53% 28.64%  2072.09kB 11.53%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
 1728.94kB  9.62% 38.26%  1728.94kB  9.62%  bytes.makeSlice
 1552.38kB  8.64% 46.90%  1552.38kB  8.64%  runtime.hashGrow
 1536.63kB  8.55% 55.46%  1536.63kB  8.55%  runtime.rawstringtmp
 1028.06kB  5.72% 61.18%  1028.06kB  5.72%  runtime.makechan
    1026kB  5.71% 66.89%     1026kB  5.71%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/printers.(*HumanReadablePrinter).HandledResources
 1024.88kB  5.70% 72.60%  1536.98kB  8.56%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
 1024.16kB  5.70% 78.30%  1536.26kB  8.55%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).VarPF
  809.97kB  4.51% 82.81%   809.97kB  4.51%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
  528.17kB  2.94% 85.75%   528.17kB  2.94%  regexp.(*bitState).reset
  512.38kB  2.85% 88.60%   512.38kB  2.85%  reflect.unsafe_New
  512.28kB  2.85% 91.45%   512.28kB  2.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl/cmd/config.NewCmdConfigView
  512.04kB  2.85% 94.30%   512.04kB  2.85%  regexp/syntax.(*Regexp).CapNames
  512.03kB  2.85% 97.15%   512.03kB  2.85%  github.com/openshift/origin/pkg/cmd/server/start.NewDefaultMasterArgs
  512.02kB  2.85%   100%   512.02kB  2.85%  runtime.makemap
         0     0%   100%   544.67kB  3.03%  archive/zip.(*countWriter).Write
         0     0%   100%   544.67kB  3.03%  archive/zip.(*fileWriter).Write
         0     0%   100%   544.67kB  3.03%  archive/zip.(*pooledFlateWriter).Write
         0     0%   100%   544.67kB  3.03%  bufio.(*Writer).Flush
         0     0%   100%   544.67kB  3.03%  bufio.(*Writer).Write
         0     0%   100%  1184.27kB  6.59%  bytes.(*Buffer).ReadFrom
         0     0%   100%   544.67kB  3.03%  bytes.(*Buffer).Write
         0     0%   100%   544.67kB  3.03%  bytes.(*Buffer).grow
         0     0%   100%   544.67kB  3.03%  compress/flate.(*Writer).Write
         0     0%   100%   544.67kB  3.03%  compress/flate.(*compressor).deflate
         0     0%   100%   544.67kB  3.03%  compress/flate.(*compressor).write
         0     0%   100%   544.67kB  3.03%  compress/flate.(*compressor).writeBlock
         0     0%   100%   544.67kB  3.03%  compress/flate.(*huffmanBitWriter).write
         0     0%   100%   544.67kB  3.03%  compress/flate.(*huffmanBitWriter).writeBlock
         0     0%   100%   544.67kB  3.03%  compress/flate.(*huffmanBitWriter).writeCode
         0     0%   100%   544.67kB  3.03%  compress/flate.(*huffmanBitWriter).writeTokens
         0     0%   100%   512.06kB  2.85%  encoding/json.(*Decoder).Decode
         0     0%   100%   512.06kB  2.85%  encoding/json.(*decodeState).array
         0     0%   100%   512.06kB  2.85%  encoding/json.(*decodeState).literal
         0     0%   100%   512.06kB  2.85%  encoding/json.(*decodeState).literalStore
         0     0%   100%  1537.85kB  8.56%  encoding/json.(*decodeState).object
