timestamp_ms,br0-rx,br0-tx,docker0-rx,docker0-tx,eth0-rx,eth0-tx,lo-rx,lo-tx,ovs-system-rx,ovs-system-tx,tun0-rx,tun0-tx,veth34b3614f-rx,veth34b3614f-tx,veth9998ed77-rx,veth9998ed77-tx,vethaf619c9b-rx,vethaf619c9b-tx,vxlan_sys_4789-rx,vxlan_sys_4789-tx
1505941345000,,,0,0,9.5911936,0.090112,0.01015808,0.01015808,,,,,,,,,,,,
1505941445000,,,0,0,9.99186432,0.09404416,0.01015808,0.01015808,,,,,,,,,,,,
1505941545000,,,0,0,0.00016384,8.192e-05,0.01007616,0.01007616,,,,,,,,,,,,
1505941645000,,,0,0,0.04005888,0.00786432,0.01007616,0.01007616,,,,,,,,,,,,
1505941745000,,,0,0,0.3391488,0.05849088,0.01007616,0.01007616,,,,,,,,,,,,
1505941845000,0,0,,,20.2764288,0.30908416,,,0,0,0,0,,,,,,,0,0
1505941945000,0,0,,,0.04112384,0.0073728,,,0,0,0,0,,,,,,,0,0
1505942045000,0,0,,,0.01425408,0.00278528,,,0,0,0,0,,,,,,,0,0
1505942145000,0,0,,,0.02490368,0.00524288,,,0,0,0.00090112,0.00557056,,,,,,,0,0
1505942245000,0,0,,,0.01499136,0.00303104,,,0,0,0,0,,,,,,,0,0
1505942345000,0,0,,,,,,,0,0,0.00073728,0.00417792,,,0.0008192,0.00417792,,,0,0
1505942445000,0,0,,,20.4115968,0.3354624,,,0,0,8.192e-05,0.00106496,,,,,,,0,0
1505942545000,0,0,,,,,,,0,0,0.00090112,0.00548864,,,,,0.00098304,0.00548864,0,0
1505942645000,0,0,,,,,,,0,0,0.0012288,0.0057344,0.00073728,0.00073728,,,,,0.00016384,0.00016384
1505942745000,0,0,,,,,,,0,0,0.00065536,0.00073728,0.00106496,0.00106496,,,,,0.00024576,0.00016384
1505942845000,0,0,,,,,,,0,0,0.21118976,0.37756928,0.25935872,0.41394176,,,,,0.03506176,0.02064384
1505942945000,0,0,,,,,,,0,0,0.39477248,0.69943296,0.58056704,0.95346688,,,,,0.2453504,0.13041664
1505943045000,0,0,,,,,,,0,0,0.24887296,0.44990464,0.60473344,0.94887936,,,,,0.48308224,0.31318016
1505943145000,0,0,,,,,,,0,0,0.42205184,0.73998336,0.8527872,1.4782464,,,,,0.71671808,0.36077568
1505943245000,0,0,,,,,,,0,0,0.38510592,0.67895296,0.97296384,1.65781504,,,,,0.9515008,0.5173248
1505943345000,0,0,,,,,,,0,0,0.29999104,0.53682176,0.9510912,1.4835712,,,,,0.917504,0.59097088
1505943445000,0,0,,,,,,,0,0,0.32292864,0.57884672,0.937984,1.38616832,,,,,0.7806976,0.55476224
1505943545000,0,0,,,,,,,0,0,0.26271744,0.4763648,0.88244224,1.15335168,,,,,0.65298432,0.56918016
1505943645000,0,0,,,,,,,0,0,0.03907584,0.09043968,0.671744,0.60694528,,,,,0.49668096,0.61374464
1505943745000,0,0,,,,,,,0,0,0.04096,0.09854976,0.7278592,0.41418752,,,,,0.30326784,0.67321856
1505943845000,0,0,,,,,,,0,0,0.03497984,0.08454144,0.65077248,0.18685952,,,,,0.09822208,0.60841984
1505943945000,0,0,,,,,,,0,0,0.37183488,0.65437696,0.73498624,0.81903616,,,,,0.15949824,0.31236096
1505944045000,0,0,,,,,,,0,0,0.35454976,0.62988288,1.1214848,1.05332736,,,,,0.41091072,0.71254016
1505944145000,0,0,,,,,,,0,0,0.37199872,0.65880064,1.23813888,1.30777088,,,,,0.62971904,0.80412672
1505944245000,0,0,,,,,,,0,0,0.38322176,0.67837952,1.36708096,1.56008448,,,,,0.8556544,0.91455488
1505944345000,0,0,,,,,,,0,0,0.36134912,0.64176128,1.41877248,1.61103872,,,,,0.94093312,0.98910208
1505944445000,0,0,,,,,,,0,0,0.34865152,0.6168576,1.31203072,1.45719296,,,,,0.81526784,0.89980928
1505944545000,0,0,,,,,,,0,0,0.33169408,0.589824,1.34176768,1.30859008,,,,,0.69623808,0.95059968
1505944645000,0,0,,,,,,,0,0,0.06078464,0.1306624,1.36282112,0.68829184,,,,,0.53968896,1.28073728
1505944745000,0,0,,,,,,,0,0,0.04030464,0.09797632,1.34832128,0.45318144,,,,,0.34258944,1.29368064
1505944845000,0,0,,,,,,,0,0,0.03588096,0.08626176,1.16588544,0.24551424,,,,,0.15327232,1.12115712
1505944945000,0,0,,,,,,,0,0,0.06823936,0.12763136,0.499712,0.14852096,,,,,0.01990656,0.42213376
1505945045000,0,0,,,,,,,0,0,0.32120832,0.56549376,1.0227712,0.77971456,,,,,0.20717568,0.6557696
1505945145000,0,0,,,,,,,0,0,0.33046528,0.58155008,1.20537088,1.07323392,,,,,0.477184,0.8216576
1505945245000,0,0,,,,,,,0,0,0.32382976,0.57040896,1.376256,1.33505024,,,,,0.74211328,0.99352576
1505945345000,0,0,,,,,,,0,0,0.31145984,0.54575104,1.384448,1.56246016,,,,,0.98820096,1.00990976
1505945445000,0,0,,,,,,,0,0,0.32120832,0.56664064,1.40066816,1.6736256,,,,,1.07380736,1.01269504
1505945545000,0,0,,,,,,,0,0,0.31735808,0.55558144,1.32571136,1.57933568,,,,,0.99074048,0.94322688
1505945645000,0,0,,,,,,,0,0,0.28975104,0.51265536,1.4372864,1.45989632,,,,,0.91602944,1.08732416
1505945745000,0,0,,,,,,,0,0,0.23453696,0.41558016,1.30228224,1.26722048,,,,,0.82305024,1.01646336
1505945845000,0,0,,,,,,,0,0,0.05021696,0.11198464,1.8706432,0.82567168,,,,,0.68886528,1.79519488
1505945945000,0,0,,,,,,,0,0,0.03268608,0.0794624,1.6613376,0.62160896,,,,,0.52256768,1.6101376
