timestamp_ms,all_interrupts
1505941345000,2418.26
1505941445000,2911.92
1505941545000,1296.36
1505941645000,1480.84
1505941745000,3381.89
1505941845000,3864.96
1505941945000,1908.90
1505942045000,1736.90
1505942145000,2464.44
1505942245000,1876.93
1505942345000,2092.17
1505942445000,2082.60
1505942545000,2104.06
1505942645000,4954.64
1505942745000,1910.91
1505942845000,5537.57
1505942945000,11863.80
1505943045000,13322.09
1505943145000,16197.46
1505943245000,16803.12
1505943345000,14699.73
1505943445000,13396.18
1505943545000,11961.68
1505943645000,9111.44
1505943745000,9190.32
1505943845000,5911.42
1505943945000,12792.59
1505944045000,16580.14
1505944145000,18338.53
1505944245000,19448.54
1505944345000,17028.34
1505944445000,15319.55
1505944545000,15186.59
1505944645000,12312.91
1505944745000,10971.64
1505944845000,9139.21
1505944945000,5290.42
1505945045000,15289.67
1505945145000,18566.03
1505945245000,20361.45
1505945345000,21428.00
1505945445000,17060.58
1505945545000,15332.66
1505945645000,14728.37
1505945745000,13822.71
1505945845000,12360.90
1505945945000,10501.89
1505946045000,10084.05
1505946145000,9112.86
1505946245000,7584.87
1505946345000,2236.25
1505946445000,12310.01
1505946545000,19216.06
1505946645000,20701.86
1505946745000,22884.38
1505946845000,20002.10
1505946945000,16770.98
1505947045000,15707.83
1505947145000,15659.89
1505947245000,16030.38
1505947345000,15079.18
1505947445000,13551.84
1505947545000,12515.84
1505947645000,10922.18
1505947745000,11173.36
1505947845000,10378.76
1505947945000,8876.73
1505948045000,6121.84
1505948145000,4134.47
1505948245000,2523.89
1505948345000,2479.15
