timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1505941345000,0.00,0.00,83.20,0.02,0.00,0.00,0.00,0.01,0.50,16.27
1505941445000,0.00,0.00,99.68,0.01,0.00,0.00,0.00,0.01,0.08,0.22
1505941545000,0.00,0.00,99.90,0.00,0.00,0.00,0.00,0.01,0.04,0.05
1505941645000,0.00,0.00,99.86,0.00,0.00,0.00,0.00,0.01,0.07,0.06
1505941745000,0.00,0.00,99.80,0.01,0.00,0.00,0.00,0.01,0.07,0.11
1505941845000,0.00,0.00,99.59,0.02,0.00,0.00,0.00,0.02,0.17,0.20
1505941945000,0.00,0.00,99.86,0.00,0.00,0.00,0.00,0.01,0.06,0.07
1505942045000,0.00,0.00,99.93,0.00,0.00,0.00,0.00,0.01,0.02,0.04
1505942145000,0.00,0.00,99.71,0.02,0.00,0.00,0.00,0.02,0.14,0.11
1505942245000,0.00,0.00,99.86,0.00,0.00,0.00,0.00,0.01,0.07,0.06
1505942345000,0.00,0.00,99.82,0.00,0.00,0.00,0.00,0.02,0.08,0.08
1505942445000,0.00,0.00,99.74,0.02,0.00,0.00,0.00,0.01,0.09,0.14
1505942545000,0.00,0.00,99.87,0.00,0.00,0.00,0.00,0.02,0.03,0.08
1505942645000,0.00,0.00,98.95,0.01,0.00,0.00,0.00,0.02,0.21,0.81
1505942745000,0.00,0.00,99.88,0.00,0.00,0.00,0.00,0.01,0.04,0.07
1505942845000,0.00,0.00,99.61,0.00,0.00,0.00,0.00,0.03,0.12,0.24
1505942945000,0.00,0.00,99.04,0.02,0.00,0.00,0.01,0.06,0.31,0.56
1505943045000,0.00,0.00,98.96,0.02,0.00,0.00,0.00,0.07,0.37,0.58
1505943145000,0.00,0.00,98.65,0.01,0.00,0.00,0.01,0.09,0.39,0.85
1505943245000,0.00,0.00,98.82,0.01,0.00,0.00,0.01,0.09,0.34,0.73
1505943345000,0.00,0.00,98.93,0.00,0.00,0.00,0.01,0.08,0.34,0.64
1505943445000,0.00,0.00,98.81,0.01,0.00,0.00,0.00,0.06,0.42,0.70
1505943545000,0.00,0.00,98.70,0.00,0.00,0.00,0.01,0.07,0.59,0.64
1505943645000,0.00,0.00,98.98,0.00,0.00,0.00,0.00,0.05,0.49,0.47
1505943745000,0.00,0.00,98.82,0.02,0.00,0.01,0.00,0.04,0.52,0.58
1505943845000,0.00,0.00,99.07,0.00,0.00,0.00,0.00,0.03,0.49,0.40
1505943945000,0.00,0.00,98.23,0.01,0.00,0.00,0.01,0.07,0.43,1.26
1505944045000,0.00,0.00,97.53,0.01,0.00,0.00,0.01,0.09,0.80,1.55
1505944145000,0.00,0.00,96.97,0.02,0.00,0.00,0.00,0.09,1.04,1.88
1505944245000,0.00,0.00,96.94,0.03,0.00,0.00,0.01,0.11,0.88,2.02
1505944345000,0.00,0.00,98.15,0.00,0.00,0.00,0.00,0.10,0.75,0.99
1505944445000,0.00,0.00,98.48,0.00,0.00,0.00,0.01,0.08,0.63,0.80
1505944545000,0.00,0.00,97.96,0.01,0.00,0.00,0.01,0.08,1.00,0.94
1505944645000,0.00,0.00,98.68,0.00,0.00,0.00,0.00,0.06,0.58,0.69
1505944745000,0.00,0.00,98.07,0.03,0.00,0.00,0.00,0.06,1.10,0.74
1505944845000,0.00,0.00,98.19,0.02,0.00,0.00,0.00,0.05,1.09,0.65
1505944945000,0.00,0.00,99.23,0.00,0.00,0.00,0.00,0.03,0.17,0.57
1505945045000,0.00,0.00,97.33,0.03,0.00,0.00,0.01,0.08,0.60,1.95
1505945145000,0.00,0.00,96.57,0.01,0.00,0.00,0.00,0.10,1.04,2.28
1505945245000,0.00,0.00,96.65,0.01,0.00,0.00,0.00,0.11,1.16,2.07
1505945345000,0.00,0.00,97.24,0.01,0.00,0.00,0.01,0.11,0.54,2.09
1505945445000,0.00,0.00,97.99,0.00,0.00,0.00,0.01,0.10,0.82,1.07
1505945545000,0.00,0.00,98.57,0.00,0.00,0.00,0.01,0.08,0.34,0.99
1505945645000,0.00,0.00,98.32,0.01,0.00,0.00,0.00,0.09,0.68,0.90
1505945745000,0.00,0.00,97.91,0.00,0.00,0.00,0.01,0.07,0.76,1.25
1505945845000,0.00,0.00,97.75,0.08,0.00,0.00,0.00,0.07,0.98,1.12
