timestamp_ms,fault_sec,majflt_sec,page_swaps_in_sec,page_swaps_out_sec,pgfree_sec,pgpgin_sec,pgpgout_sec,pgscand_sec,pgscank_sec,pgsteal_sec,vmeff_pct
1505941345000,7835.45,0.47,0.00,0.00,5896.21,1275.10,7095.12,0.00,0.00,0.00,0.00
1505941445000,13551.44,0.06,0.00,0.00,6842.49,141.04,7155.05,0.00,0.00,0.00,0.00
1505941545000,410.54,0.00,0.00,0.00,266.38,0.00,134.46,0.00,0.00,0.00,0.00
1505941645000,3190.65,0.01,0.00,0.00,1238.31,0.60,5.27,0.00,0.00,0.00,0.00
1505941745000,25242.86,0.04,0.00,0.00,10330.35,14.92,66.36,0.00,0.00,0.00,0.00
1505941845000,27425.15,0.30,0.00,0.00,11403.56,241.49,189.59,0.00,0.00,0.00,0.00
1505941945000,3363.49,0.00,0.00,0.00,1533.36,0.00,230.58,0.00,0.00,0.00,0.00
1505942045000,840.03,0.00,0.00,0.00,448.79,0.00,11.69,0.00,0.00,0.00,0.00
1505942145000,2604.81,0.62,0.00,0.00,1338.46,1723.58,22.25,0.00,0.00,0.00,0.00
1505942245000,1265.41,0.00,0.00,0.00,808.83,0.04,8.82,0.00,0.00,0.00,0.00
1505942345000,2150.50,0.03,0.00,0.00,1037.77,56.04,6.48,0.00,0.00,0.00,0.00
1505942445000,1998.12,0.00,0.00,0.00,1636.21,0.12,18.72,0.00,0.00,0.00,0.00
1505942545000,1842.07,0.01,0.00,0.00,955.55,20.56,12.27,0.00,0.00,0.00,0.00
1505942645000,2945.34,0.30,0.00,0.00,3817.94,43.76,2692.35,0.00,0.00,0.00,0.00
1505942745000,1257.33,0.00,0.00,0.00,610.96,0.76,6.71,0.00,0.00,0.00,0.00
1505942845000,2409.28,10.18,0.00,0.00,1431.32,0.00,6.08,0.00,0.00,0.00,0.00
1505942945000,4467.25,32.15,0.00,0.00,3353.97,0.00,14.62,0.00,0.00,0.00,0.00
1505943045000,6530.33,49.70,0.00,0.00,5945.26,0.00,13.29,0.00,0.00,0.00,0.00
