timestamp_ms,context_switches_sec,processes_created_sec
1505941345000,1508.88,10.82
1505941445000,1771.13,18.31
1505941545000,1062.81,0.51
1505941645000,1155.21,5.67
1505941745000,2211.98,41.68
1505941845000,2500.25,51.38
1505941945000,1608.76,6.30
1505942045000,1528.50,1.50
1505942145000,2117.34,5.78
1505942245000,1699.67,2.33
1505942345000,1809.59,4.40
1505942445000,1855.57,3.70
1505942545000,1915.56,3.74
1505942645000,4547.92,6.81
1505942745000,1779.77,2.03
1505942845000,5454.75,3.68
1505942945000,12246.95,5.92
1505943045000,13746.83,8.45
1505943145000,16671.02,4.96
1505943245000,16863.68,6.42
1505943345000,14698.23,6.86
1505943445000,13146.17,6.47
1505943545000,11220.09,6.74
1505943645000,8435.86,8.15
1505943745000,8148.05,161.22
1505943845000,5388.76,7.42
1505943945000,12759.63,4.48
1505944045000,16548.26,7.13
1505944145000,17567.84,6.88
1505944245000,17897.45,7.17
1505944345000,16610.91,6.03
1505944445000,14772.11,5.68
1505944545000,14247.10,6.60
1505944645000,11951.97,7.47
1505944745000,10148.20,6.95
1505944845000,8004.95,8.56
1505944945000,4458.98,3.94
1505945045000,14158.40,4.42
1505945145000,17361.27,5.00
1505945245000,18447.38,5.23
1505945345000,19401.55,4.78
1505945445000,16076.42,5.52
1505945545000,13881.78,4.35
1505945645000,13414.60,4.77
1505945745000,11947.13,4.86
1505945845000,10744.79,5.62
1505945945000,9549.12,4.84
1505946045000,8830.90,6.00
1505946145000,7315.74,5.67
1505946245000,5602.63,5.53
1505946345000,1810.33,1.68
1505946445000,10143.18,3.60
1505946545000,16577.98,4.25
1505946645000,18121.13,4.42
1505946745000,19516.13,3.85
1505946845000,17691.37,4.21
1505946945000,14816.47,4.05
1505947045000,14352.96,3.13
1505947145000,13673.97,3.40
1505947245000,13203.80,4.51
1505947345000,12410.37,4.77
1505947445000,10657.52,4.64
1505947545000,9892.10,4.96
1505947645000,8329.39,4.18
1505947745000,8513.96,4.54
1505947845000,7352.86,5.42
1505947945000,6479.90,4.98
1505948045000,4789.90,2.38
1505948145000,2800.05,2.68
1505948245000,1942.08,1.44
1505948345000,1927.67,1.34
