timestamp_ms,active_opens_sec,passive_opens_sec,rx_segments_sec,tcp_attempt_fails_sec,tcp_establish_resets_sec,tcp_rx_segments_error_sec,tcp_segments_retransmitted_sec,tcp_tx_segments_RSTflag_sec,tx_segments_sec
1505941345000,12.04,0.02,157.74,10.51,0.41,0.00,0.00,0.00,145.47
1505941445000,13.56,0.00,147.51,10.54,0.48,0.00,0.00,0.00,137.59
1505941545000,10.50,0.00,21.03,10.50,0.00,0.00,0.00,0.00,21.03
1505941645000,11.08,0.01,26.35,10.52,0.02,0.00,0.00,0.00,26.51
1505941745000,13.88,0.00,58.57,10.52,0.03,0.00,0.00,0.00,60.34
1505941845000,10.93,0.01,46.81,10.33,0.00,0.00,0.01,0.00,48.77
1505941945000,0.46,0.01,5.74,0.00,0.00,0.00,0.00,0.00,6.04
1505942045000,0.40,0.00,3.29,0.00,0.00,0.00,0.00,0.00,3.25
1505942145000,0.40,0.00,3.97,0.00,0.00,0.00,0.00,0.00,3.91
1505942245000,0.40,0.00,3.65,0.00,0.00,0.00,0.00,0.00,3.56
1505942345000,0.40,0.00,3.97,0.00,0.00,0.00,0.00,0.00,3.96
1505942445000,0.44,0.02,3.86,0.02,0.00,0.00,0.00,0.00,3.79
1505942545000,0.40,0.00,3.80,0.00,0.00,0.00,0.00,0.00,3.74
1505942645000,0.74,0.00,149.20,0.00,0.01,0.00,0.00,0.00,99.62
1505942745000,0.60,0.02,5.65,0.00,0.00,0.00,0.00,0.00,5.44
1505942845000,0.60,0.01,102.47,0.00,0.01,0.00,0.00,0.00,114.89
1505942945000,0.60,0.00,308.49,0.00,0.00,0.00,0.00,0.00,314.62
1505943045000,0.64,0.02,387.16,0.02,0.00,0.00,0.00,0.00,391.29
1505943145000,0.60,0.00,431.23,0.00,0.00,0.00,0.00,0.00,430.40
1505943245000,0.60,0.00,345.17,0.00,0.00,0.00,0.00,0.00,344.25
1505943345000,0.60,0.00,131.95,0.00,0.00,0.00,0.00,0.00,128.19
1505943445000,0.60,0.00,138.72,0.00,0.00,0.00,0.00,0.00,134.27
1505943545000,0.60,0.00,148.45,0.00,0.00,0.00,0.00,0.00,144.12
1505943645000,0.64,0.02,166.29,0.02,0.00,0.00,0.00,0.00,159.83
1505943745000,0.60,0.00,138.34,0.00,0.00,0.00,0.00,0.00,134.72
1505943845000,0.60,0.00,177.00,0.00,0.00,0.00,0.00,0.00,170.92
1505943945000,0.60,0.00,695.42,0.00,0.00,0.00,0.00,0.00,681.89
1505944045000,0.60,0.00,822.13,0.00,0.00,0.00,0.00,0.00,802.17
1505944145000,0.56,0.00,859.38,0.00,0.00,0.00,0.00,0.00,840.22
1505944245000,0.64,0.02,868.69,0.02,0.00,0.00,0.00,0.00,851.10
1505944345000,0.60,0.00,277.81,0.00,0.00,0.00,0.00,0.00,268.90
1505944445000,0.60,0.00,197.67,0.00,0.00,0.00,0.00,0.00,189.35
1505944545000,0.60,0.00,228.52,0.00,0.00,0.00,0.00,0.00,219.59
1505944645000,0.60,0.01,255.56,0.01,0.00,0.00,0.00,0.00,246.63
1505944745000,0.60,0.00,264.42,0.00,0.00,0.00,0.00,0.00,256.15
1505944845000,0.64,0.02,316.55,0.02,0.00,0.00,0.00,0.00,300.86
1505944945000,0.60,0.00,276.32,0.01,0.00,0.00,0.00,0.00,266.82
1505945045000,0.60,0.00,1080.66,0.00,0.00,0.00,0.00,0.00,1045.78
1505945145000,0.60,0.00,1124.50,0.00,0.00,0.00,0.02,0.00,1092.96
1505945245000,0.60,0.00,1171.08,0.00,0.00,0.00,0.00,0.00,1133.75
