timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1505941345000,0.00,0.00,99.76,0.00,0.00,0.00,0.00,0.01,0.07,0.16
1505941445000,0.00,0.00,82.96,0.00,0.00,0.00,0.00,0.01,0.53,16.50
1505941545000,0.00,0.00,99.88,0.01,0.00,0.00,0.00,0.01,0.06,0.04
1505941645000,0.00,0.00,99.86,0.00,0.00,0.00,0.00,0.01,0.07,0.06
1505941745000,0.00,0.00,99.56,0.00,0.00,0.00,0.00,0.01,0.12,0.31
1505941845000,0.00,0.00,99.68,0.01,0.00,0.00,0.00,0.02,0.15,0.14
1505941945000,0.00,0.00,99.83,0.00,0.00,0.00,0.00,0.02,0.08,0.07
1505942045000,0.00,0.00,99.88,0.00,0.00,0.00,0.00,0.01,0.07,0.04
1505942145000,0.00,0.00,99.75,0.06,0.00,0.00,0.00,0.01,0.09,0.09
1505942245000,0.00,0.00,99.82,0.00,0.00,0.00,0.00,0.02,0.09,0.07
1505942345000,0.00,0.00,99.83,0.00,0.00,0.00,0.00,0.01,0.09,0.07
1505942445000,0.00,0.00,99.86,0.00,0.00,0.00,0.00,0.01,0.05,0.08
1505942545000,0.00,0.00,99.82,0.01,0.00,0.00,0.00,0.01,0.08,0.08
1505942645000,0.00,0.00,98.60,0.00,0.00,0.00,0.00,0.04,0.36,0.99
1505942745000,0.00,0.00,99.84,0.00,0.00,0.00,0.00,0.01,0.08,0.07
1505942845000,0.00,0.00,99.52,0.00,0.00,0.00,0.01,0.02,0.15,0.30
1505942945000,0.00,0.00,99.11,0.01,0.00,0.00,0.00,0.06,0.29,0.53
1505943045000,0.00,0.00,98.95,0.02,0.00,0.00,0.01,0.07,0.39,0.56
1505943145000,0.00,0.00,98.66,0.02,0.00,0.00,0.02,0.08,0.45,0.77
1505943245000,0.00,0.00,98.47,0.01,0.00,0.00,0.03,0.09,0.59,0.81
1505943345000,0.00,0.00,98.67,0.00,0.00,0.00,0.02,0.08,0.53,0.70
1505943445000,0.00,0.00,98.46,0.00,0.00,0.00,0.02,0.07,0.68,0.77
1505943545000,0.00,0.00,98.86,0.00,0.00,0.00,0.02,0.06,0.52,0.55
1505943645000,0.00,0.00,98.67,0.06,0.00,0.00,0.02,0.05,0.52,0.68
1505943745000,0.00,0.00,98.73,0.01,0.00,0.05,0.00,0.04,0.50,0.66
1505943845000,0.00,0.00,99.23,0.01,0.00,0.00,0.00,0.03,0.38,0.35
