timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1505941345000,0.00,0.00,64.27,1.33,0.00,0.00,0.07,0.05,6.27,28.00
1505941445000,0.00,0.00,70.14,4.42,0.00,0.00,0.03,0.08,11.23,14.10
1505941545000,0.00,0.00,84.69,0.24,0.00,0.00,0.02,0.10,4.09,10.86
1505941645000,0.00,0.00,78.29,0.85,0.00,0.00,0.08,0.14,6.42,14.22
1505941745000,0.00,0.00,48.49,0.33,0.00,0.00,0.04,0.13,22.96,28.04
1505941845000,0.00,0.00,51.17,0.69,0.00,0.00,0.04,0.11,21.74,26.26
1505941945000,0.00,0.00,41.00,0.24,0.00,0.00,0.21,0.17,24.35,34.02
1505942045000,0.00,0.00,92.89,0.88,0.00,0.00,0.04,0.13,1.43,4.62
1505942145000,0.00,0.00,94.17,0.59,0.00,0.00,0.06,0.13,1.21,3.84
1505942245000,0.00,0.00,89.77,0.42,0.00,0.00,0.05,0.14,2.80,6.81
1505942345000,0.00,0.00,88.96,0.40,0.00,0.00,0.06,0.13,2.31,8.13
1505942445000,0.00,0.00,95.53,0.24,0.00,0.00,0.03,0.11,1.13,2.95
1505942545000,0.00,0.00,96.80,0.33,0.00,0.00,0.02,0.09,0.54,2.23
1505942645000,0.00,0.00,97.26,0.12,0.00,0.00,0.03,0.11,0.57,1.91
1505942745000,0.00,0.00,97.15,0.14,0.00,0.00,0.02,0.10,0.57,2.01
1505942845000,0.00,0.00,93.19,0.66,0.00,0.00,0.15,0.16,1.43,4.41
1505942945000,0.00,0.00,88.51,1.40,0.00,0.00,0.26,0.21,2.68,6.96
1505943045000,0.00,0.00,86.70,1.90,0.00,0.00,0.29,0.20,3.23,7.68
1505943145000,0.00,0.00,85.03,2.01,0.00,0.00,0.32,0.25,3.24,9.15
1505943245000,0.00,0.00,83.97,2.36,0.00,0.00,0.35,0.26,3.30,9.75
1505943345000,0.00,0.00,84.86,2.51,0.00,0.00,0.30,0.25,3.42,8.66
1505943445000,0.00,0.00,85.79,1.87,0.00,0.00,0.26,0.23,3.62,8.23
1505943545000,0.00,0.00,86.51,1.41,0.00,0.00,0.21,0.21,3.70,7.96
1505943645000,0.00,0.00,89.27,1.20,0.00,0.00,0.14,0.14,3.01,6.24
1505943745000,0.00,0.00,88.90,1.20,0.00,0.00,0.13,0.14,3.19,6.43
1505943845000,0.00,0.00,85.86,1.23,0.00,0.75,0.11,0.16,5.69,6.21
1505943945000,0.00,0.00,85.71,1.47,0.00,0.00,0.26,0.18,3.50,8.88
1505944045000,0.00,0.00,82.83,1.90,0.00,0.00,0.29,0.20,4.96,9.83
1505944145000,0.00,0.00,80.42,2.31,0.00,0.00,0.38,0.22,5.44,11.23
1505944245000,0.00,0.00,78.92,2.90,0.00,0.00,0.38,0.23,5.25,12.32
1505944345000,0.00,0.00,79.57,2.43,0.00,0.00,0.35,0.23,6.08,11.34
1505944445000,0.00,0.00,80.96,2.53,0.00,0.00,0.29,0.21,4.81,11.20
1505944545000,0.00,0.00,81.04,1.76,0.00,0.00,0.28,0.21,5.97,10.75
1505944645000,0.00,0.00,82.23,1.69,0.00,0.00,0.20,0.15,5.86,9.86
1505944745000,0.00,0.00,85.41,1.14,0.00,0.00,0.12,0.14,4.93,8.26
1505944845000,0.00,0.00,83.07,1.49,0.00,0.00,0.12,0.13,6.47,8.71
1505944945000,0.00,0.00,87.79,0.97,0.00,0.00,0.11,0.13,3.56,7.43
1505945045000,0.00,0.00,81.15,1.57,0.00,0.00,0.29,0.19,5.43,11.37
1505945145000,0.00,0.00,81.03,2.69,0.00,0.00,0.36,0.20,4.29,11.44
1505945245000,0.00,0.00,77.44,2.77,0.00,0.00,0.32,0.21,6.58,12.69
1505945345000,0.00,0.00,75.41,3.74,0.00,0.00,0.40,0.24,6.21,14.00
1505945445000,0.00,0.00,77.18,2.66,0.00,0.00,0.33,0.21,6.19,13.42
1505945545000,0.00,0.00,78.47,2.89,0.00,0.00,0.34,0.23,5.80,12.28
1505945645000,0.00,0.00,79.94,1.77,0.00,0.00,0.29,0.20,5.76,12.05
1505945745000,0.00,0.00,81.58,1.17,0.00,0.00,0.27,0.18,5.23,11.57
1505945845000,0.00,0.00,80.92,1.20,0.00,0.00,0.19,0.15,6.82,10.72
1505945945000,0.00,0.00,84.35,1.63,0.00,0.00,0.14,0.13,3.97,9.77
1505946045000,0.00,0.00,83.24,1.21,0.00,0.00,0.15,0.14,5.11,10.15
1505946145000,0.00,0.00,84.16,0.73,0.00,0.00,0.13,0.13,5.25,9.60
1505946245000,0.00,0.00,83.79,1.40,0.00,0.00,0.13,0.14,5.74,8.80
1505946345000,0.00,0.00,88.75,1.09,0.00,0.00,0.11,0.11,2.39,7.55
1505946445000,0.00,0.00,83.81,1.29,0.00,0.00,0.20,0.16,4.41,10.13
1505946545000,0.00,0.00,79.49,2.17,0.00,0.00,0.26,0.20,5.37,12.51
1505946645000,0.00,0.00,77.68,2.43,0.00,0.00,0.33,0.21,5.64,13.72
1505946745000,0.00,0.00,77.53,2.50,0.00,0.00,0.35,0.23,5.17,14.22
1505946845000,0.00,0.00,74.74,2.70,0.00,0.00,0.33,0.19,6.46,15.58
1505946945000,0.00,0.00,76.60,2.96,0.00,0.00,0.33,0.21,6.16,13.74
1505947045000,0.00,0.00,77.08,2.06,0.00,0.00,0.33,0.21,5.28,15.04
1505947145000,0.00,0.00,79.90,1.41,0.00,0.00,0.30,0.20,5.29,12.91
1505947245000,0.00,0.00,78.81,0.86,0.00,0.00,0.27,0.21,6.20,13.65
