timestamp_ms,br0-rx,br0-tx,docker0-rx,docker0-tx,eth0-rx,eth0-tx,lo-rx,lo-tx,ovs-system-rx,ovs-system-tx,tun0-rx,tun0-tx,vxlan_sys_4789-rx,vxlan_sys_4789-tx
1505941345000,,,0,0,9.76510976,0.82878464,0.12197888,0.12197888,,,,,,
1505941445000,,,0,0,9.9520512,1.18931456,0.1077248,0.1077248,,,,,,
1505941545000,,,0,0,0.9060352,0.14163968,0.74989568,0.74989568,,,,,,
1505941645000,,,0,0,0.21454848,0.37634048,4.72686592,4.72686592,,,,,,
1505941745000,,,0,0,0.40689664,2.4354816,0.79306752,0.79306752,,,,,,
1505941845000,0,0,,,21.54315776,7.4522624,,,0,0,0,0,0,0
1505941945000,0,0,,,0.08159232,0.55074816,,,0,0,0,0,0,0
1505942045000,0,0,,,0.0344064,0.16023552,,,0,0,0,0,0,0
1505942145000,0,0,,,0.10452992,0.25591808,,,0,0,0,0,0,0
1505942245000,0,0,,,0.05464064,0.17014784,,,0,0,0,0,0,0
1505942345000,0,0,,,0.0405504,0.17989632,,,0,0,0,0,0,0
1505942445000,0,0,,,0.02179072,0.15785984,,,0,0,0,0,0,0
1505942545000,0,0,,,0.02564096,0.18161664,,,0,0,0,0,0,0
1505942645000,0,0,,,0.01777664,0.14163968,,,0,0,0,0,0,0
1505942745000,0,0,,,0.01769472,0.1298432,,,0,0,0,0,0,0
1505942845000,0,0,,,0.70459392,0.98852864,,,0,0,0,0,0,0
1505942945000,0,0,,,1.42450688,1.75243264,,,0,0,0,0,0,0
1505943045000,0,0,,,1.26500864,1.5589376,,,0,0,0,0,0,0
1505943145000,0,0,,,1.84287232,2.18128384,,,0,0,0,0,0,0
1505943245000,0,0,,,1.9480576,2.26156544,,,0,0,0,0,0,0
1505943345000,0,0,,,1.75906816,1.9668992,,,0,0,0,0,0,0
1505943445000,0,0,,,1.76357376,1.95985408,,,0,0,0,0,0,0
1505943545000,0,0,,,1.57433856,1.67387136,,,0,0,0,0,0,0
1505943645000,0,0,,,0.94715904,0.86458368,,,0,0,0,0,0,0
1505943745000,0,0,,,0.9818112,0.75481088,,,0,0,0,0,0,0
1505943845000,0,0,,,0.841728,0.56418304,,,0,0,0,0,0,0
1505943945000,0,0,,,1.511424,1.61579008,,,0,0,0,0,0,0
1505944045000,0,0,,,1.96698112,1.85090048,,,0,0,0,0,0,0
1505944145000,0,0,,,2.17325568,2.039808,,,0,0,0,0,0,0
1505944245000,0,0,,,2.36937216,2.28163584,,,0,0,0,0,0,0
1505944345000,0,0,,,2.35995136,2.20356608,,,0,0,0,0,0,0
1505944445000,0,0,,,2.21257728,2.10395136,,,0,0,0,0,0,0
1505944545000,0,0,,,2.16948736,1.9070976,,,0,0,0,0,0,0
1505944645000,0,0,,,1.72998656,1.03858176,,,0,0,0,0,0,0
1505944745000,0,0,,,1.62390016,0.78389248,,,0,0,0,0,0,0
1505944845000,0,0,,,1.39231232,0.64741376,,,0,0,0,0,0,0
1505944945000,0,0,,,0.7041024,0.54370304,,,0,0,0,0,0,0
1505945045000,0,0,,,1.75628288,1.55942912,,,0,0,0,0,0,0
1505945145000,0,0,,,2.01981952,1.80068352,,,0,0,0,0,0,0
