timestamp_ms,commit_pct,hugeused_pct,kbactive,kbanonpg,kbbuffers,kbcached,kbcommit,kbdirty,kbhugefree,kbhugeused,kbinactive,kbkstack,kbmemfree,kbmemused,kbpgtbl,kbslab,kbswpcad,kbswpfree,kbswpused,kbvmused,memused_pct,swpcad_pct,swpused_pct
1505941345000,5.04,0.00,288168,139080,2124,498916,819668,1524,0,0,335388,3472,15398240,868448,5992,80620,0,0,0,39464,5.34,0.00,0.00
1505941445000,5.11,0.00,1045904,144692,2124,1223972,831580,13900,0,0,308372,3520,14618944,1647744,6264,121268,0,0,0,39464,10.13,0.00,0.00
1505941545000,5.05,0.00,1045156,143424,2124,1224216,822056,88,0,0,308084,3408,14623732,1642956,5708,120992,0,0,0,39464,10.10,0.00,0.00
1505941645000,5.37,0.00,1090136,185804,2124,1224848,873416,1728,0,0,306100,3456,14574096,1692592,6836,126852,0,0,0,39464,10.41,0.00,0.00
1505941745000,5.13,0.00,1056948,149620,2124,1229784,833788,2512,0,0,308008,3440,14599772,1666916,6316,132512,0,0,0,39464,10.25,0.00,0.00
1505941845000,5.39,0.00,1095872,183808,2124,1257016,877264,18752,0,0,289204,3600,14524592,1742096,6360,143788,0,0,0,39464,10.71,0.00,0.00
1505941945000,5.45,0.00,1104192,191960,2124,1257184,885924,516,0,0,289204,3584,14515356,1751332,6192,144836,0,0,0,39464,10.77,0.00,0.00
1505942045000,5.50,0.00,1106644,194412,2124,1257228,894000,4,0,0,289204,3568,14514896,1751792,5888,144064,0,0,0,39464,10.77,0.00,0.00
1505942145000,5.57,0.00,1108388,196000,2124,1257356,906772,36,0,0,289232,3536,14512600,1754088,5992,143996,0,0,0,39464,10.78,0.00,0.00
1505942245000,5.56,0.00,1108228,195752,2124,1257448,903768,16,0,0,289240,3536,14513468,1753220,5900,144000,0,0,0,39464,10.78,0.00,0.00
1505942345000,9.58,0.00,1226692,260692,2124,1511592,1558004,312,0,0,489764,5040,14178160,2088528,7324,149752,0,0,0,39524,12.84,0.00,0.00
1505942445000,9.51,0.00,1266380,263236,2124,1511704,1546668,208,0,0,452736,5008,14175492,2091196,7336,149788,0,0,0,39528,12.86,0.00,0.00
1505942545000,11.17,0.00,1335348,285992,2124,1916808,1816240,16,0,0,811628,5632,13669624,2597064,7888,213808,0,0,0,39524,15.97,0.00,0.00
1505942645000,11.17,0.00,1336300,286872,2124,1916896,1816304,12,0,0,811644,5568,13669048,2597640,7900,213732,0,0,0,39524,15.97,0.00,0.00
1505942745000,11.17,0.00,1337500,288044,2124,1916984,1816304,24,0,0,811648,5584,13667344,2599344,7944,213744,0,0,0,39528,15.98,0.00,0.00
1505942845000,11.24,0.00,1336644,286992,2124,1917116,1828728,48,0,0,811616,5568,13667724,2598964,7912,213844,0,0,0,39580,15.98,0.00,0.00
1505942945000,11.25,0.00,1340100,290276,2124,1917276,1830052,48,0,0,811608,5568,13663628,2603060,7920,214184,0,0,0,39704,16.00,0.00,0.00
1505943045000,11.27,0.00,1339208,289132,2124,1917632,1833704,228,0,0,811596,5568,13664016,2602672,7932,214604,0,0,0,39860,16.00,0.00,0.00
1505943145000,11.27,0.00,1339944,289800,2124,1917772,1833832,48,0,0,811620,5568,13661580,2605108,7928,215068,0,0,0,40152,16.01,0.00,0.00
1505943245000,11.28,0.00,1339884,289584,2124,1917904,1834892,32,0,0,811620,5568,13661792,2604896,7932,215112,0,0,0,40264,16.01,0.00,0.00
1505943345000,11.28,0.00,1340656,290412,2124,1918080,1835412,64,0,0,811632,5600,13659196,2607492,8172,215952,0,0,0,40400,16.03,0.00,0.00
1505943445000,11.29,0.00,1362488,291372,2124,1942584,1836364,76,0,0,815380,5584,13624272,2642416,7952,222908,0,0,0,40588,16.24,0.00,0.00
1505943545000,11.30,0.00,1364192,292964,2124,1942764,1838476,64,0,0,815392,5568,13622084,2644604,7944,223496,0,0,0,40732,16.26,0.00,0.00
1505943645000,11.36,0.00,1368732,297068,2124,1943136,1847512,268,0,0,815376,5584,13617364,2649324,7956,223472,0,0,0,40988,16.29,0.00,0.00
1505943745000,11.38,0.00,1372240,300136,2124,1943296,1850844,24,0,0,815384,5584,13613712,2652976,7964,223460,0,0,0,41184,16.31,0.00,0.00
1505943845000,11.36,0.00,1368984,297140,2124,1943476,1847104,20,0,0,815396,5600,13616860,2649828,7964,221996,0,0,0,41428,16.29,0.00,0.00
1505943945000,11.36,0.00,1369480,297504,2124,1943608,1847236,32,0,0,815408,5632,13616520,2650168,7968,221544,0,0,0,41504,16.29,0.00,0.00
1505944045000,11.37,0.00,1370808,298656,2124,1943796,1849620,64,0,0,815420,5600,13614816,2651872,7972,221600,0,0,0,41652,16.30,0.00,0.00
1505944145000,11.38,0.00,1371800,299628,2124,1943948,1850664,40,0,0,815432,5616,13612448,2654240,7980,221992,0,0,0,41848,16.32,0.00,0.00
1505944245000,11.51,0.00,1375276,302732,2124,1944316,1872800,264,0,0,815436,5616,13608220,2658468,7988,222776,0,0,0,41980,16.34,0.00,0.00
1505944345000,11.59,0.00,1386876,309724,2124,1957492,1886020,612,0,0,823996,5664,13586088,2680600,8060,223340,0,0,0,46220,16.48,0.00,0.00
1505944445000,11.64,0.00,1391916,310236,2124,1970300,1894212,320,0,0,832288,5680,13571940,2694748,8116,223592,0,0,0,46396,16.57,0.00,0.00
1505944545000,11.76,0.00,1397292,311092,2124,1983048,1912164,120,0,0,840580,5728,13557908,2708780,8176,223752,0,0,0,46540,16.65,0.00,0.00
1505944645000,11.81,0.00,1398948,312392,2124,1991772,1921408,32,0,0,848756,5696,13546996,2719692,8248,224004,0,0,0,46736,16.72,0.00,0.00
1505944745000,11.92,0.00,1402208,314432,2124,2009428,1939104,1168,0,0,865188,5696,13526776,2739912,8340,224084,0,0,0,46992,16.84,0.00,0.00
1505944845000,11.89,0.00,1409920,317856,2124,2013708,1933336,552,0,0,865236,5680,13518984,2747704,8372,223468,0,0,0,47180,16.89,0.00,0.00
1505944945000,11.94,0.00,1411656,318620,2124,2023068,1942588,52,0,0,873428,5680,13510552,2756136,8400,223036,0,0,0,47244,16.94,0.00,0.00
1505945045000,12.05,0.00,1413220,320112,2124,2023208,1960268,52,0,0,873440,5744,13509016,2757672,8588,222828,0,0,0,47392,16.95,0.00,0.00
1505945145000,11.94,0.00,1413292,320024,2124,2023332,1942984,32,0,0,873452,5728,13507624,2759064,8396,223020,0,0,0,47488,16.96,0.00,0.00
1505945245000,12.00,0.00,1420112,326912,2124,2023468,1951320,32,0,0,873460,5728,13500472,2766216,8408,223552,0,0,0,47584,17.01,0.00,0.00
1505945345000,11.95,0.00,1407688,314280,2124,2023620,1944312,32,0,0,873476,5696,13512224,2754464,8404,224328,0,0,0,47680,16.93,0.00,0.00
1505945445000,11.91,0.00,1410156,316400,2124,2023972,1937968,264,0,0,873428,5664,13509320,2757368,8404,225016,0,0,0,47820,16.95,0.00,0.00
1505945545000,11.91,0.00,1410468,316632,2124,2024100,1938164,40,0,0,873440,5664,13507568,2759120,8408,225420,0,0,0,47928,16.96,0.00,0.00
1505945645000,11.91,0.00,1412116,318112,2124,2024240,1938152,40,0,0,873452,5664,13505588,2761100,8404,225540,0,0,0,48024,16.97,0.00,0.00
1505945745000,11.91,0.00,1411984,317876,2124,2024356,1937888,36,0,0,873460,5664,13505076,2761612,8400,225516,0,0,0,48112,16.98,0.00,0.00
1505945845000,11.92,0.00,1412016,317772,2124,2024508,1939436,56,0,0,873460,5632,13505848,2760840,8328,225576,0,0,0,48352,16.97,0.00,0.00
1505945945000,12.01,0.00,1425208,329176,2124,2024640,1953008,32,0,0,873468,5680,13487832,2778856,8436,225608,0,0,0,52592,17.08,0.00,0.00
1505946045000,11.50,0.00,1411700,376924,2124,2024876,1870352,128,0,0,873484,5744,13506084,2760604,8380,225560,0,0,0,48728,16.97,0.00,0.00
1505946145000,12.63,0.00,1416072,321068,2124,2025168,2054348,20,0,0,873488,5664,13500272,2766416,8168,224664,0,0,0,48872,17.01,0.00,0.00
1505946245000,12.01,0.00,1423416,328620,2124,2025332,1954024,48,0,0,873500,5664,13493752,2772936,8460,223728,0,0,0,48988,17.05,0.00,0.00
1505946345000,11.97,0.00,1418092,323244,2124,2025408,1946520,16,0,0,873512,5632,13499492,2767196,8348,223456,0,0,0,48988,17.01,0.00,0.00
1505946445000,12.02,0.00,1418288,323344,2124,2025520,1954848,40,0,0,873520,5664,13498492,2768196,8352,223420,0,0,0,49036,17.02,0.00,0.00
1505946545000,12.02,0.00,1418468,323400,2124,2025656,1954980,48,0,0,873536,5664,13497732,2768956,8356,223460,0,0,0,49172,17.02,0.00,0.00
1505946645000,12.02,0.00,1419656,324492,2124,2025768,1956040,32,0,0,873544,5648,13496252,2770436,8444,223916,0,0,0,49244,17.03,0.00,0.00
1505946745000,12.02,0.00,1421436,325928,2124,2026112,1955568,44,0,0,873548,5664,13493932,2772756,8368,224552,0,0,0,53400,17.05,0.00,0.00
1505946845000,12.12,0.00,1436236,334456,2124,2026236,1971220,20,0,0,873560,5728,13474536,2792152,8364,225456,0,0,0,58312,17.16,0.00,0.00
1505946945000,12.02,0.00,1421780,326012,2124,2026368,1955568,44,0,0,873568,5680,13492360,2774328,8368,225812,0,0,0,53604,17.06,0.00,0.00
1505947045000,12.02,0.00,1421784,325936,2124,2026468,1955704,28,0,0,873584,5680,13492016,2774672,8368,225972,0,0,0,53724,17.06,0.00,0.00
1505947145000,12.03,0.00,1422992,327148,2124,2026584,1957156,28,0,0,873592,5648,13489688,2777000,8372,226076,0,0,0,53784,17.07,0.00,0.00
1505947245000,12.13,0.00,1439124,343280,2124,2026728,1973936,52,0,0,873604,5680,13469392,2797296,8508,226016,0,0,0,58972,17.20,0.00,0.00
1505947345000,12.78,0.00,1427880,331636,2124,2027088,2078628,52,0,0,873608,5664,13483900,2782788,8672,226472,0,0,0,53964,17.11,0.00,0.00
1505947445000,12.16,0.00,1444304,341748,2124,2027212,1978612,24,0,0,873620,5696,13462400,2804288,8676,226468,0,0,0,59416,17.24,0.00,0.00
