timestamp_ms,fault_sec,majflt_sec,page_swaps_in_sec,page_swaps_out_sec,pgfree_sec,pgpgin_sec,pgpgout_sec,pgscand_sec,pgscank_sec,pgsteal_sec,vmeff_pct
1505941345000,7870.32,0.49,0.00,0.00,5716.18,1337.73,3086.34,0.00,0.00,0.00,0.00
1505941445000,13549.64,0.06,0.00,0.00,6823.81,141.04,7155.19,0.00,0.00,0.00,0.00
1505941545000,430.65,0.00,0.00,0.00,179.24,0.00,150.14,0.00,0.00,0.00,0.00
1505941645000,3139.25,0.01,0.00,0.00,1317.62,0.60,5.83,0.00,0.00,0.00,0.00
1505941745000,25525.65,0.05,0.00,0.00,10569.98,33.64,68.09,0.00,0.00,0.00,0.00
1505941845000,26860.25,0.30,0.00,0.00,11557.54,241.49,190.62,0.00,0.00,0.00,0.00
1505941945000,2868.63,0.00,0.00,0.00,1037.11,0.00,231.68,0.00,0.00,0.00,0.00
1505942045000,843.77,0.00,0.00,0.00,325.22,0.00,12.22,0.00,0.00,0.00,0.00
1505942145000,1116.70,0.00,0.00,0.00,692.06,0.36,3.52,0.00,0.00,0.00,0.00
1505942245000,1207.38,0.00,0.00,0.00,581.26,0.00,2.96,0.00,0.00,0.00,0.00
1505942345000,6423.23,1.31,0.00,0.00,3940.93,2459.82,45.62,0.00,0.00,0.00,0.00
1505942445000,2035.08,0.00,0.00,0.00,1486.81,0.12,15.84,0.00,0.00,0.00,0.00
1505942545000,3894.27,0.00,0.00,0.00,3915.39,0.12,5353.13,0.00,0.00,0.00,0.00
1505942645000,1637.01,0.00,0.00,0.00,914.87,0.00,61.13,0.00,0.00,0.00,0.00
1505942745000,1497.56,0.00,0.00,0.00,743.72,0.00,3.10,0.00,0.00,0.00,0.00
1505942845000,3323.69,0.00,0.00,0.00,1827.74,0.00,8.17,0.00,0.00,0.00,0.00
1505942945000,5663.41,0.00,0.00,0.00,2865.74,0.00,14.15,0.00,0.00,0.00,0.00
1505943045000,7939.76,0.00,0.00,0.00,5306.90,0.00,15.67,0.00,0.00,0.00,0.00
1505943145000,5482.85,0.00,0.00,0.00,3268.43,0.00,16.01,0.00,0.00,0.00,0.00
1505943245000,6668.30,0.00,0.00,0.00,4494.67,0.00,12.85,0.00,0.00,0.00,0.00
1505943345000,7688.43,0.00,0.00,0.00,5613.14,0.00,14.63,0.00,0.00,0.00,0.00
1505943445000,32201.63,0.28,0.00,0.00,14434.11,253.56,57.03,0.00,0.00,0.00,0.00
1505943545000,8753.81,0.00,0.00,0.00,6463.12,0.00,72.22,0.00,0.00,0.00,0.00
1505943645000,10052.00,0.00,0.00,0.00,7668.88,0.00,14.78,0.00,0.00,0.00,0.00
1505943745000,10238.06,0.00,0.00,0.00,7925.86,0.00,19.15,0.00,0.00,0.00,0.00
1505943845000,10863.02,0.00,0.00,0.00,8085.46,0.00,13.53,0.00,0.00,0.00,0.00
1505943945000,7099.70,0.00,0.00,0.00,5090.06,0.00,10.45,0.00,0.00,0.00,0.00
1505944045000,11035.96,0.00,0.00,0.00,8555.88,0.00,14.36,0.00,0.00,0.00,0.00
1505944145000,11256.26,0.00,0.00,0.00,8260.45,0.00,15.17,0.00,0.00,0.00,0.00
1505944245000,11725.19,0.00,0.00,0.00,8484.50,0.00,14.64,0.00,0.00,0.00,0.00
1505944345000,42733.39,0.00,0.00,0.00,25442.51,2.64,59.58,0.00,0.00,0.00,0.00
1505944445000,41623.64,0.00,0.00,0.00,24848.10,0.00,60.97,0.00,0.00,0.00,0.00
1505944545000,43068.71,0.00,0.00,0.00,26346.53,0.00,60.69,0.00,0.00,0.00,0.00
1505944645000,46611.29,0.00,0.00,0.00,28871.27,0.00,19.02,0.00,0.00,0.00,0.00
1505944745000,44753.83,0.00,0.00,0.00,28026.92,0.00,14.87,0.00,0.00,0.00,0.00
1505944845000,43124.82,0.00,0.00,0.00,28484.18,0.00,62.29,0.00,0.00,0.00,0.00
1505944945000,14605.91,0.00,0.00,0.00,9918.79,0.00,26.71,0.00,0.00,0.00,0.00
1505945045000,9335.44,0.00,0.00,0.00,7298.78,0.00,11.04,0.00,0.00,0.00,0.00
1505945145000,10100.60,0.00,0.00,0.00,8260.83,0.00,14.86,0.00,0.00,0.00,0.00
1505945245000,10889.21,0.00,0.00,0.00,9691.87,0.00,11.89,0.00,0.00,0.00,0.00
1505945345000,10078.84,0.00,0.00,0.00,8957.77,0.00,10.92,0.00,0.00,0.00,0.00
1505945445000,10443.93,0.00,0.00,0.00,9220.10,0.00,10.44,0.00,0.00,0.00,0.00
1505945545000,9210.59,0.00,0.00,0.00,8097.32,0.00,13.61,0.00,0.00,0.00,0.00
1505945645000,10657.32,0.00,0.00,0.00,9316.83,0.00,12.87,0.00,0.00,0.00,0.00
1505945745000,10257.01,0.00,0.00,0.00,9260.57,0.00,10.72,0.00,0.00,0.00,0.00
1505945845000,12643.58,0.00,0.00,0.00,11483.83,0.00,15.11,0.00,0.00,0.00,0.00
1505945945000,11321.27,0.00,0.00,0.00,9995.89,0.00,14.09,0.00,0.00,0.00,0.00
1505946045000,12868.12,0.00,0.00,0.00,12224.12,0.00,14.27,0.00,0.00,0.00,0.00
1505946145000,13778.05,0.00,0.00,0.00,12526.01,0.00,19.77,0.00,0.00,0.00,0.00
1505946245000,13087.38,0.00,0.00,0.00,12139.86,0.00,12.62,0.00,0.00,0.00,0.00
1505946345000,3170.89,0.00,0.00,0.00,2978.81,0.00,3.67,0.00,0.00,0.00,0.00
1505946445000,6958.17,0.00,0.00,0.00,6505.63,0.00,7.06,0.00,0.00,0.00,0.00
1505946545000,10185.10,0.00,0.00,0.00,10053.31,0.00,9.46,0.00,0.00,0.00,0.00
1505946645000,9595.79,0.00,0.00,0.00,10021.70,0.00,9.37,0.00,0.00,0.00,0.00
1505946745000,9152.18,0.00,0.00,0.00,9342.61,0.00,13.69,0.00,0.00,0.00,0.00
1505946845000,10403.00,0.00,0.00,0.00,10119.00,0.00,11.21,0.00,0.00,0.00,0.00
1505946945000,9457.07,0.00,0.00,0.00,9361.33,0.00,8.69,0.00,0.00,0.00,0.00
1505947045000,7746.97,0.00,0.00,0.00,7330.97,0.00,8.53,0.00,0.00,0.00,0.00
1505947145000,8345.00,0.00,0.00,0.00,8047.70,0.00,7.85,0.00,0.00,0.00,0.00
1505947245000,11309.76,0.00,0.00,0.00,11466.01,0.00,10.86,0.00,0.00,0.00,0.00
1505947345000,11102.13,0.00,0.00,0.00,10552.11,0.00,16.03,0.00,0.00,0.00,0.00
1505947445000,12555.72,0.00,0.00,0.00,11632.06,0.00,14.09,0.00,0.00,0.00,0.00
1505947545000,13350.81,0.00,0.00,0.00,12600.04,0.00,13.12,0.00,0.00,0.00,0.00
1505947645000,11535.11,0.00,0.00,0.00,10789.49,0.00,14.13,0.00,0.00,0.00,0.00
1505947745000,13118.49,0.00,0.00,0.00,12603.96,0.00,14.32,0.00,0.00,0.00,0.00
1505947845000,12810.63,0.00,0.00,0.00,12312.01,0.00,12.66,0.00,0.00,0.00,0.00
1505947945000,12763.25,0.00,0.00,0.00,13165.83,0.00,18.23,0.00,0.00,0.00,0.00
1505948045000,6436.93,0.00,0.00,0.00,6577.65,0.00,6.34,0.00,0.00,0.00,0.00
1505948145000,6251.89,0.00,0.00,0.00,6710.75,0.00,5.70,0.00,0.00,0.00,0.00
1505948245000,3452.00,0.00,0.00,0.00,3518.97,0.00,4.45,0.00,0.00,0.00,0.00
1505948345000,3306.04,0.00,0.00,0.00,3528.28,0.00,1.92,0.00,0.00,0.00,0.00
