timestamp_ms,br0-rx,br0-tx,docker0-rx,docker0-tx,eth0-rx,eth0-tx,lo-rx,lo-tx,ovs-system-rx,ovs-system-tx,tun0-rx,tun0-tx,vxlan_sys_4789-rx,vxlan_sys_4789-tx
1505941345000,,,0,0,9.58644224,0.11124736,0.01015808,0.01015808,,,,,,
1505941445000,,,0,0,9.98621184,0.11157504,0.01007616,0.01007616,,,,,,
1505941545000,,,0,0,8.192e-05,8.192e-05,0.01007616,0.01007616,,,,,,
1505941645000,,,0,0,0.04005888,0.00794624,0.01007616,0.01007616,,,,,,
1505941745000,,,0,0,0.34373632,0.0598016,0.01007616,0.01007616,,,,,,
1505941845000,0,0,,,20.26708992,0.34947072,,,0,0,0,0,0,0
1505941945000,0,0,,,0.04071424,0.00663552,,,0,0,0,0,0,0
1505942045000,0,0,,,0.01417216,0.00278528,,,0,0,0,0,0,0
1505942145000,0,0,,,0.014336,0.00278528,,,0,0,0,0,0,0
1505942245000,0,0,,,0.01466368,0.00294912,,,0,0,0,0,0,0
1505942345000,0,0,,,0.04988928,0.0114688,,,0,0,0.00303104,0.01327104,0.00016384,0.00024576
1505942445000,0,0,,,0.01957888,0.004096,,,0,0,0.00598016,0.00262144,0.00032768,0.0004096
1505942545000,0,0,,,11.71972096,0.05267456,,,0,0,0.01032192,0.0372736,0.00032768,0.00049152
1505942645000,0,0,,,0.02113536,0.00360448,,,0,0,0.00663552,0.00352256,0.00016384,0.00016384
1505942745000,0,0,,,0.02048,0.00376832,,,0,0,0.00663552,0.00360448,0.00016384,0.00024576
1505942845000,0,0,,,0.07217152,0.07315456,,,0,0,0.02859008,0.0405504,0.02203648,0.03579904
1505942945000,0,0,,,0.36380672,0.47357952,,,0,0,0.13582336,0.25796608,0.1294336,0.24592384
1505943045000,0,0,,,0.761856,0.98828288,,,0,0,0.31997952,0.50331648,0.31391744,0.48398336
1505943145000,0,0,,,0.99868672,1.34316032,,,0,0,0.3674112,0.74203136,0.3612672,0.71712768
1505943245000,0,0,,,1.35708672,1.82001664,,,0,0,0.52404224,0.98353152,0.51822592,0.95264768
1505943345000,0,0,,,1.41869056,1.86146816,,,0,0,0.59727872,0.94994432,0.59154432,0.91725824
1505943445000,0,0,,,1.2742656,1.64806656,,,0,0,0.56098816,0.8097792,0.55533568,0.77971456
1505943545000,0,0,,,1.18874112,1.49864448,,,0,0,0.57565184,0.67960832,0.57024512,0.65216512
1505943645000,0,0,,,1.107968,1.34135808,,,0,0,0.62029824,0.51994624,0.61538304,0.49676288
1505943745000,0,0,,,1.00655104,1.1497472,,,0,0,0.6979584,0.31834112,0.69353472,0.30253056
1505943845000,0,0,,,0.71172096,0.75374592,,,0,0,0.59662336,0.10469376,0.59195392,0.09715712
1505943945000,0,0,,,0.48529408,0.5574656,,,0,0,0.33456128,0.16932864,0.32907264,0.16072704
1505944045000,0,0,,,1.07569152,1.2787712,,,0,0,0.70377472,0.42770432,0.69894144,0.41156608
1505944145000,0,0,,,1.37486336,1.68984576,,,0,0,0.81043456,0.6529024,0.80543744,0.63012864
1505944245000,0,0,,,1.6826368,2.10952192,,,0,0,0.92110848,0.886784,0.9162752,0.8572928
1505944345000,0,0,,,2.5452544,2.71966208,,,0,0,1.40091392,1.6896,0.99033088,0.93978624
1505944445000,0,0,,,2.32955904,2.45096448,,,0,0,1.30318336,1.54189824,0.90120192,0.81502208
1505944545000,0,0,,,2.2675456,2.33889792,,,0,0,1.34496256,1.40468224,0.95199232,0.69574656
1505944645000,0,0,,,2.52985344,2.50953728,,,0,0,1.70868736,1.30277376,1.2832768,0.53919744
1505944745000,0,0,,,2.31325696,2.22273536,,,0,0,1.68820736,1.03809024,1.29654784,0.34168832
1505944845000,0,0,,,1.88997632,1.73449216,,,0,0,1.47062784,0.76316672,1.12500736,0.15261696
1505944945000,0,0,,,0.62603264,0.56451072,,,0,0,0.51970048,0.18415616,0.42401792,0.01998848
1505945045000,0,0,,,0.8617984,0.96518144,,,0,0,0.66256896,0.21864448,0.6578176,0.20799488
1505945145000,0,0,,,1.2558336,1.49938176,,,0,0,0.8282112,0.4964352,0.82354176,0.4784128
