timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1505941345000,0.00,0.00,84.86,10.41,0.00,0.00,0.11,0.05,1.37,3.20
1505941445000,0.00,0.00,85.68,6.97,0.00,0.00,0.07,0.06,2.09,5.14
1505941545000,0.00,0.00,99.52,0.00,0.00,0.00,0.00,0.02,0.29,0.17
1505941645000,0.00,0.00,98.99,0.00,0.00,0.00,0.01,0.02,0.39,0.59
1505941745000,0.00,0.00,91.06,0.21,0.00,0.00,0.02,0.04,2.48,6.18
1505941845000,0.00,0.00,90.99,2.39,0.00,0.00,0.02,0.05,2.93,3.62
1505941945000,0.00,0.00,99.07,0.00,0.00,0.00,0.01,0.03,0.37,0.52
1505942045000,0.00,0.00,99.57,0.00,0.00,0.00,0.00,0.02,0.19,0.22
1505942145000,0.00,0.00,99.54,0.00,0.00,0.00,0.00,0.02,0.23,0.21
1505942245000,0.00,0.00,99.54,0.00,0.00,0.00,0.00,0.02,0.22,0.22
1505942345000,0.00,0.00,95.48,2.57,0.00,0.00,0.01,0.08,0.87,0.98
1505942445000,0.00,0.00,99.07,0.19,0.00,0.00,0.00,0.02,0.32,0.40
1505942545000,0.00,0.00,94.93,0.21,0.00,0.01,0.05,0.09,1.13,3.58
1505942645000,0.00,0.00,99.30,0.00,0.00,0.01,0.00,0.03,0.27,0.39
1505942745000,0.00,0.00,99.33,0.00,0.00,0.00,0.01,0.02,0.26,0.38
1505942845000,0.00,0.00,98.92,0.00,0.00,0.01,0.00,0.03,0.55,0.48
1505942945000,0.00,0.00,98.48,0.00,0.00,0.00,0.03,0.03,0.79,0.67
1505943045000,0.00,0.00,97.97,0.00,0.00,0.01,0.09,0.05,1.14,0.74
1505943145000,0.00,0.00,98.34,0.00,0.00,0.00,0.10,0.05,0.87,0.64
1505943245000,0.00,0.00,97.81,0.00,0.00,0.00,0.12,0.05,1.19,0.83
1505943345000,0.00,0.00,97.58,0.00,0.00,0.01,0.19,0.05,1.29,0.87
1505943445000,0.00,0.00,90.94,3.69,0.00,0.90,0.23,0.08,3.27,0.89
1505943545000,0.00,0.00,97.32,0.00,0.00,0.00,0.21,0.05,1.51,0.91
1505943645000,0.00,0.00,96.96,0.00,0.00,0.01,0.17,0.05,1.77,1.04
1505943745000,0.00,0.00,97.15,0.01,0.00,0.00,0.09,0.05,1.69,1.01
1505943845000,0.00,0.00,97.55,0.00,0.00,0.00,0.03,0.04,1.48,0.90
1505943945000,0.00,0.00,97.75,0.00,0.00,0.00,0.01,0.03,1.42,0.80
1505944045000,0.00,0.00,97.29,0.00,0.00,0.00,0.06,0.05,1.61,0.99
1505944145000,0.00,0.00,96.33,0.01,0.00,0.01,0.09,0.05,2.38,1.12
1505944245000,0.00,0.00,96.58,0.00,0.00,0.01,0.12,0.06,2.03,1.19
1505944345000,0.00,0.00,91.32,0.00,0.00,0.00,0.29,0.13,4.25,4.01
1505944445000,0.00,0.00,92.27,0.00,0.00,0.01,0.19,0.12,3.85,3.55
1505944545000,0.00,0.00,90.56,0.00,0.00,0.00,0.23,0.12,4.90,4.19
1505944645000,0.00,0.00,90.37,0.00,0.00,0.00,0.19,0.12,4.98,4.33
1505944745000,0.00,0.00,90.23,0.00,0.00,0.01,0.17,0.12,5.21,4.26
1505944845000,0.00,0.00,89.79,0.01,0.00,0.00,0.12,0.10,5.70,4.27
1505944945000,0.00,0.00,96.36,0.00,0.00,0.00,0.03,0.06,1.98,1.57
1505945045000,0.00,0.00,97.00,0.01,0.00,0.01,0.03,0.04,1.97,0.94
1505945145000,0.00,0.00,95.25,0.00,0.00,0.00,0.06,0.04,3.33,1.32
1505945245000,0.00,0.00,95.95,0.00,0.00,0.00,0.13,0.05,2.65,1.22
1505945345000,0.00,0.00,95.04,0.00,0.00,0.01,0.18,0.06,3.42,1.28
1505945445000,0.00,0.00,96.35,0.00,0.00,0.00,0.23,0.07,2.18,1.16
