timestamp_ms,fault_sec,majflt_sec,page_swaps_in_sec,page_swaps_out_sec,pgfree_sec,pgpgin_sec,pgpgout_sec,pgscand_sec,pgscank_sec,pgsteal_sec,vmeff_pct
1505941345000,7813.32,0.47,0.00,0.00,5553.70,1275.54,1150.56,0.00,0.00,0.00,0.00
1505941445000,13350.46,0.06,0.00,0.00,6514.30,141.04,7140.19,0.00,0.00,0.00,0.00
1505941545000,486.39,0.00,0.00,0.00,198.70,0.00,146.69,0.00,0.00,0.00,0.00
1505941645000,3178.70,0.01,0.00,0.00,1163.28,0.60,4.79,0.00,0.00,0.00,0.00
1505941745000,25089.36,0.05,0.00,0.00,9943.61,25.44,57.47,0.00,0.00,0.00,0.00
1505941845000,26985.21,0.30,0.00,0.00,11269.54,241.49,204.69,0.00,0.00,0.00,0.00
1505941945000,3246.50,0.00,0.00,0.00,1500.70,0.00,230.66,0.00,0.00,0.00,0.00
1505942045000,825.84,0.00,0.00,0.00,516.83,0.00,6.18,0.00,0.00,0.00,0.00
1505942145000,27188.84,0.45,0.00,0.00,13264.32,497.22,4084.03,0.00,0.00,0.00,0.00
1505942245000,1815.87,0.01,0.00,0.00,1181.49,0.32,55.75,0.00,0.00,0.00,0.00
1505942345000,1223.40,0.00,0.00,0.00,950.30,0.00,6.58,0.00,0.00,0.00,0.00
1505942445000,2722.32,0.00,0.00,0.00,3144.33,0.12,4382.55,0.00,0.00,0.00,0.00
1505942545000,1402.78,0.00,0.00,0.00,687.16,0.00,6.69,0.00,0.00,0.00,0.00
1505942645000,1030.69,0.00,0.00,0.00,462.26,0.00,10.72,0.00,0.00,0.00,0.00
1505942745000,1022.28,0.00,0.00,0.00,568.60,0.00,2.57,0.00,0.00,0.00,0.00
1505942845000,3933.51,0.18,0.00,0.00,2249.43,37.24,9.64,0.00,0.00,0.00,0.00
1505942945000,7204.03,0.00,0.00,0.00,4018.72,0.00,57.44,0.00,0.00,0.00,0.00
1505943045000,15864.05,0.00,0.00,0.00,8320.30,0.00,79.06,0.00,0.00,0.00,0.00
1505943145000,7603.28,0.00,0.00,0.00,3912.96,0.00,44.67,0.00,0.00,0.00,0.00
1505943245000,13687.42,0.00,0.00,0.00,7644.33,0.00,69.36,0.00,0.00,0.00,0.00
1505943345000,14851.65,0.00,0.00,0.00,8319.63,0.00,66.30,0.00,0.00,0.00,0.00
1505943445000,17521.05,0.00,0.00,0.00,9158.39,0.16,88.80,0.00,0.00,0.00,0.00
1505943545000,17737.53,0.00,0.00,0.00,10127.58,0.00,75.05,0.00,0.00,0.00,0.00
1505943645000,22919.23,0.00,0.00,0.00,14743.67,0.00,101.05,0.00,0.00,0.00,0.00
1505943745000,25309.91,0.00,0.00,0.00,14679.20,0.00,120.04,0.00,0.00,0.00,0.00
1505943845000,28858.42,0.00,0.00,0.00,18212.78,0.00,131.44,0.00,0.00,0.00,0.00
1505943945000,19657.51,0.00,0.00,0.00,9955.05,0.00,75.48,0.00,0.00,0.00,0.00
1505944045000,28177.24,0.00,0.00,0.00,14863.90,0.00,91.19,0.00,0.00,0.00,0.00
1505944145000,26356.50,0.00,0.00,0.00,14317.62,0.00,78.07,0.00,0.00,0.00,0.00
1505944245000,31598.23,0.00,0.00,0.00,17165.82,0.00,103.90,0.00,0.00,0.00,0.00
1505944345000,27496.74,0.00,0.00,0.00,15063.15,0.00,95.12,0.00,0.00,0.00,0.00
1505944445000,31596.17,0.00,0.00,0.00,16844.27,0.00,99.24,0.00,0.00,0.00,0.00
1505944545000,31380.03,0.00,0.00,0.00,20477.76,0.00,83.10,0.00,0.00,0.00,0.00
1505944645000,40546.40,0.00,0.00,0.00,29256.60,0.00,137.50,0.00,0.00,0.00,0.00
1505944745000,40452.44,0.00,0.00,0.00,27528.42,0.00,134.31,0.00,0.00,0.00,0.00
1505944845000,47379.06,0.00,0.00,0.00,32403.37,0.00,143.38,0.00,0.00,0.00,0.00
1505944945000,34915.21,0.00,0.00,0.00,20733.69,0.00,121.47,0.00,0.00,0.00,0.00
