timestamp_ms,commit_pct,hugeused_pct,kbactive,kbanonpg,kbbuffers,kbcached,kbcommit,kbdirty,kbhugefree,kbhugeused,kbinactive,kbkstack,kbmemfree,kbmemused,kbpgtbl,kbslab,kbswpcad,kbswpfree,kbswpused,kbvmused,memused_pct,swpcad_pct,swpused_pct
1505941345000,5.04,0.00,286192,137108,2124,497948,819172,1528,0,0,334448,3488,15401552,865136,5948,80548,0,0,0,40488,5.32,0.00,0.00
1505941445000,5.10,0.00,1044812,142936,2124,1223184,829032,12548,0,0,307484,3536,14620668,1646020,6444,121856,0,0,0,40488,10.12,0.00,0.00
1505941545000,5.04,0.00,1042352,140544,2124,1223244,819248,12,0,0,307048,3424,14625796,1640892,5664,122076,0,0,0,40488,10.09,0.00,0.00
1505941645000,5.36,0.00,1086796,182468,2124,1223884,871680,1732,0,0,305080,3472,14575640,1691048,6712,127952,0,0,0,40488,10.40,0.00,0.00
1505941745000,4.98,0.00,1042460,135068,2124,1227916,810424,2464,0,0,306188,3424,14614620,1652068,5972,133600,0,0,0,40488,10.16,0.00,0.00
1505941845000,5.38,0.00,1095924,184052,2124,1255212,875140,19852,0,0,287380,3616,14526136,1740552,6836,144216,0,0,0,40488,10.70,0.00,0.00
1505941945000,5.36,0.00,1099328,187052,2124,1255400,872232,8,0,0,287376,3568,14521736,1744952,6160,145080,0,0,0,40488,10.73,0.00,0.00
1505942045000,5.35,0.00,1098936,186616,2124,1255448,870004,0,0,0,287376,3536,14523708,1742980,5844,144220,0,0,0,40488,10.72,0.00,0.00
1505942145000,7.89,0.00,1208640,235112,2124,1556992,1284208,172,0,0,527696,4400,14112500,2154188,6608,191480,0,0,0,40500,13.24,0.00,0.00
1505942245000,6.28,0.00,1201100,215268,2124,1556632,1022264,20,0,0,515020,3776,14146256,2120432,6004,183716,0,0,0,40500,13.04,0.00,0.00
1505942345000,6.28,0.00,1201332,215400,2124,1556720,1022264,24,0,0,515032,3792,14145608,2121080,6004,183708,0,0,0,40548,13.04,0.00,0.00
1505942445000,7.44,0.00,1295548,225868,2124,1961980,1209500,192,0,0,836484,4240,13651864,2614824,6540,245392,0,0,0,40552,16.07,0.00,0.00
1505942545000,6.33,0.00,1289860,219368,2124,1961856,1029212,28,0,0,835572,3856,13662544,2604144,6436,244464,0,0,0,40548,16.01,0.00,0.00
1505942645000,6.25,0.00,1289652,218788,2124,1961776,1016732,8,0,0,835112,3776,13666424,2600264,6004,244276,0,0,0,40548,15.99,0.00,0.00
1505942745000,6.25,0.00,1289788,218840,2124,1961856,1016988,24,0,0,835116,3744,13666396,2600292,6004,244220,0,0,0,40552,15.99,0.00,0.00
1505942845000,9.64,0.00,1370564,290108,2124,1967008,1568152,1016,0,0,839152,4512,13569168,2697520,7548,245488,0,0,0,40604,16.58,0.00,0.00
1505942945000,16.73,0.00,1513492,440200,2124,1968868,2721756,44,0,0,839780,6944,13406844,2859844,9520,253364,0,0,0,40728,17.58,0.00,0.00
1505943045000,34.47,0.00,1873808,797788,2124,1973104,5606528,448,0,0,841032,12384,12993556,3273132,15064,272760,0,0,0,40900,20.12,0.00,0.00
1505943145000,38.87,0.00,1968976,892180,2124,1974296,6323548,92,0,0,841436,13744,12884176,3382512,16688,278172,0,0,0,41176,20.79,0.00,0.00
1505943245000,52.06,0.00,2243512,1164672,2124,1977620,8467752,412,0,0,842660,17792,12568840,3697848,20660,293740,0,0,0,41320,22.73,0.00,0.00
1505943345000,63.14,0.00,2478948,1397764,2124,1980708,10270760,648,0,0,843692,21168,12298488,3968200,24388,306956,0,0,0,45552,24.39,0.00,0.00
1505943445000,78.04,0.00,2806048,1720224,2124,1984624,12694392,596,0,0,845084,25424,11924988,4341700,29080,324316,0,0,0,45760,26.69,0.00,0.00
1505943545000,89.58,0.00,3044048,1958452,2124,1988440,14572164,664,0,0,846376,29216,11652484,4614204,32408,339216,0,0,0,45920,28.37,0.00,0.00
1505943645000,104.94,0.00,3361576,2272184,2124,1993636,17070728,960,0,0,847760,33920,11284124,4982564,37248,359816,0,0,0,46176,30.63,0.00,0.00
1505943745000,123.40,0.00,3762708,2669380,2124,1999680,20072564,768,0,0,849756,39504,10824076,5442612,43436,383804,0,0,0,46372,33.46,0.00,0.00
1505943845000,142.83,0.00,4157276,3059508,2124,2006632,23233788,820,0,0,852124,45520,10366864,5899824,49536,409164,0,0,0,50732,36.27,0.00,0.00
1505943945000,149.46,0.00,4297408,3197740,2124,2008684,24311560,448,0,0,852748,47472,10205244,6061444,51044,418716,0,0,0,50824,37.26,0.00,0.00
1505944045000,164.99,0.00,4617920,3516504,2124,2012496,26837948,404,0,0,854036,52304,9834468,6432220,56232,439428,0,0,0,51004,39.54,0.00,0.00
1505944145000,173.76,0.00,4806600,3702824,2124,2015120,28265568,556,0,0,854812,54944,9616576,6650112,58704,451776,0,0,0,51200,40.88,0.00,0.00
1505944245000,188.71,0.00,5116936,4063232,2124,2027760,30696736,1016,0,0,864208,59712,9246900,7019788,63208,473808,0,0,0,51332,43.15,0.00,0.00
1505944345000,198.12,0.00,5313288,4204504,2124,2030680,32227752,544,0,0,864776,62336,9023572,7243116,66152,484888,0,0,0,55572,44.53,0.00,0.00
1505944445000,211.25,0.00,5592736,4481576,2124,2034736,34363932,568,0,0,866092,66352,8698984,7567704,70520,503596,0,0,0,55768,46.52,0.00,0.00
1505944545000,220.20,0.00,5792316,4678332,2124,2037868,35819704,500,0,0,866968,69040,8468144,7798544,73168,516104,0,0,0,58328,47.94,0.00,0.00
1505944645000,240.06,0.00,6199212,5081352,2124,2044500,39050488,1080,0,0,869084,75232,7998432,8268256,79244,543792,0,0,0,56136,50.83,0.00,0.00
