timestamp_ms,datagram_fragments_gen_sec,datagrams_delivered_sec,datagrams_fragmented_ok_sec,datagrams_output_requests_sec,datagrams_reassmbled_sec,fragments_rx_need_reassemble_sec,rx_datagrams_forwarded_sec,rx_datagrams_header_err_sec,rx_datagrams_invalid_addr_sec,rx_datagrams_nobuff_sec,rx_datagrams_reassmbly_fail_sec,rx_datagrams_sec,rx_datagrams_unknown_proto_sec,tx_datagrams_fragment_fail_sec,tx_datagrams_nobuff_sec,tx_datagrams_noroute_sec
1505941345000,0.00,278.56,0.00,240.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,278.56,0.00,0.00,0.00,0.00
1505941445000,0.00,182.03,0.00,170.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.03,0.00,0.00,0.00,0.00
1505941545000,0.00,10.63,0.00,10.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.63,0.00,0.00,0.00,0.00
1505941645000,0.00,19.23,0.00,19.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.23,0.00,0.00,0.00,0.00
1505941745000,0.00,76.22,0.00,78.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.22,0.00,0.00,0.00,0.00
1505941845000,0.00,67.75,0.00,69.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.75,0.00,0.00,0.00,0.00
1505941945000,0.00,13.14,0.00,13.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.14,0.00,0.00,0.00,0.00
1505942045000,0.00,3.41,0.00,3.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.41,0.00,0.00,0.00,0.00
1505942145000,0.00,142.25,0.00,168.83,0.00,0.00,49.01,0.00,0.00,0.00,0.00,191.30,0.00,0.00,0.00,0.00
1505942245000,0.00,4.43,0.00,4.65,0.00,0.00,0.17,0.00,0.00,0.00,0.00,4.60,0.00,0.00,0.00,0.00
1505942345000,0.00,3.63,0.00,3.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.63,0.00,0.00,0.00,0.00
1505942445000,0.00,158.15,0.00,130.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,158.15,0.00,0.00,0.00,0.00
1505942545000,0.00,4.99,0.00,5.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.99,0.00,0.00,0.00,0.00
1505942645000,0.00,3.29,0.00,3.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.29,0.00,0.00,0.00,0.00
1505942745000,0.00,3.35,0.00,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.35,0.00,0.00,0.00,0.00
1505942845000,0.00,9.16,0.00,9.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.16,0.00,0.00,0.00,0.00
1505942945000,0.00,15.91,0.00,17.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.91,0.00,0.00,0.00,0.00
1505943045000,0.00,37.17,0.00,40.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.17,0.00,0.00,0.00,0.00
1505943145000,0.00,20.72,0.00,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.72,0.00,0.00,0.00,0.00
1505943245000,0.00,37.58,0.00,39.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.58,0.00,0.00,0.00,0.00
1505943345000,0.00,42.74,0.00,44.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.74,0.00,0.00,0.00,0.00
1505943445000,0.00,52.41,0.00,54.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.41,0.00,0.00,0.00,0.00
1505943545000,0.00,56.70,0.00,58.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.70,0.00,0.00,0.00,0.00
1505943645000,0.00,76.43,0.00,76.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.43,0.00,0.00,0.00,0.00
1505943745000,0.00,92.09,0.00,92.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.09,0.00,0.00,0.00,0.00
1505943845000,0.00,96.50,0.00,96.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.50,0.00,0.00,0.00,0.00
1505943945000,0.00,63.49,0.00,65.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.49,0.00,0.00,0.00,0.00
1505944045000,0.00,98.65,0.00,101.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.65,0.00,0.00,0.00,0.00
1505944145000,0.00,91.20,0.00,93.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.20,0.00,0.00,0.00,0.00
1505944245000,0.00,102.44,0.00,104.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102.44,0.00,0.00,0.00,0.00
1505944345000,0.00,97.30,0.00,99.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.30,0.00,0.00,0.00,0.00
1505944445000,0.00,112.06,0.00,113.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.06,0.00,0.00,0.00,0.00
1505944545000,0.00,111.95,0.00,114.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,111.95,0.00,0.00,0.00,0.00
1505944645000,0.00,164.00,0.00,165.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,164.00,0.00,0.00,0.00,0.00
1505944745000,0.00,167.19,0.00,162.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167.19,0.00,0.00,0.00,0.00
1505944845000,0.00,165.17,0.00,168.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165.17,0.00,0.00,0.00,0.00
1505944945000,0.00,102.30,0.00,103.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102.30,0.00,0.00,0.00,0.00
1505945045000,0.00,117.53,0.00,118.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117.53,0.00,0.00,0.00,0.00
1505945145000,0.00,128.47,0.00,130.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128.47,0.00,0.00,0.00,0.00
1505945245000,0.00,130.76,0.00,133.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.76,0.00,0.00,0.00,0.00
1505945345000,0.00,133.10,0.00,135.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.10,0.00,0.00,0.00,0.00
1505945445000,0.00,126.08,0.00,128.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126.08,0.00,0.00,0.00,0.00
1505945545000,0.00,125.31,0.00,127.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.31,0.00,0.00,0.00,0.00
1505945645000,0.00,137.32,0.00,139.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,137.32,0.00,0.00,0.00,0.00
1505945745000,0.00,143.49,0.00,144.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,143.49,0.00,0.00,0.00,0.00
1505945845000,0.00,221.06,0.00,215.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,221.06,0.00,0.00,0.00,0.00
1505945945000,0.00,195.16,0.00,187.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,195.16,0.00,0.00,0.00,0.00
1505946045000,0.00,211.83,0.00,208.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,211.83,0.00,0.00,0.00,0.00
1505946145000,0.00,198.34,0.00,198.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,198.34,0.00,0.00,0.00,0.00
1505946245000,0.00,181.41,0.00,184.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,181.41,0.00,0.00,0.00,0.00
1505946345000,0.00,113.16,0.00,115.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113.16,0.00,0.00,0.00,0.00
1505946445000,0.00,127.23,0.00,128.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.23,0.00,0.00,0.00,0.00
1505946545000,0.00,161.56,0.00,163.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161.56,0.00,0.00,0.00,0.00
1505946645000,0.00,150.35,0.00,152.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.35,0.00,0.00,0.00,0.00
1505946745000,0.00,139.09,0.00,140.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.09,0.00,0.00,0.00,0.00
1505946845000,0.00,165.39,0.00,167.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165.39,0.00,0.00,0.00,0.00
1505946945000,0.00,155.94,0.00,157.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155.94,0.00,0.00,0.00,0.00
1505947045000,0.00,151.22,0.00,152.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,151.22,0.00,0.00,0.00,0.00
1505947145000,0.00,159.32,0.00,161.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159.32,0.00,0.00,0.00,0.00
1505947245000,0.00,159.71,0.00,161.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159.71,0.00,0.00,0.00,0.00
1505947345000,0.00,195.39,0.00,197.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,195.39,0.00,0.00,0.00,0.00
1505947445000,0.00,223.80,0.00,217.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,223.80,0.00,0.00,0.00,0.00
1505947545000,0.00,258.47,0.00,243.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,258.47,0.00,0.00,0.00,0.00
1505947645000,0.00,244.83,0.00,240.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,244.83,0.00,0.00,0.00,0.00
