timestamp_ms,all_interrupts
1505941345000,2447.47
1505941445000,2527.17
1505941545000,1212.30
1505941645000,1336.06
1505941745000,2814.37
1505941845000,3049.35
1505941945000,1834.81
1505942045000,1584.39
1505942145000,6184.02
1505942245000,1862.93
1505942345000,1620.94
1505942445000,4234.11
1505942545000,1744.14
1505942645000,1619.58
1505942745000,1533.09
1505942845000,2021.21
1505942945000,2829.98
1505943045000,4287.06
1505943145000,2921.33
1505943245000,4078.67
1505943345000,4244.00
1505943445000,4534.51
1505943545000,4666.67
1505943645000,5431.44
1505943745000,5965.86
1505943845000,6588.25
1505943945000,4857.99
1505944045000,6227.59
1505944145000,5717.09
1505944245000,6589.54
1505944345000,6022.68
1505944445000,6604.73
1505944545000,6643.13
1505944645000,8438.46
1505944745000,8277.31
1505944845000,9323.83
1505944945000,7189.93
1505945045000,6927.99
1505945145000,7995.16
1505945245000,7470.75
1505945345000,8511.24
1505945445000,7991.67
1505945545000,8410.30
1505945645000,8321.77
1505945745000,8478.70
1505945845000,10495.28
1505945945000,9603.64
1505946045000,10933.21
1505946145000,11010.94
1505946245000,11916.07
1505946345000,10765.34
1505946445000,8836.90
1505946545000,10354.22
1505946645000,11368.64
1505946745000,10408.19
1505946845000,11610.18
1505946945000,11417.58
1505947045000,11340.38
1505947145000,12306.97
1505947245000,12584.37
1505947345000,12530.12
1505947445000,12431.81
1505947545000,14623.98
1505947645000,15017.53
1505947745000,15145.03
1505947845000,17868.48
1505947945000,16765.33
1505948045000,13115.89
1505948145000,16788.83
1505948245000,13705.17
1505948345000,13258.51
